SIGNATURE	LEMMA	DIAC	QC	COMMENTS	STATUS
NOM.MS.DN.P0	{id~iEA'	AlAid~iEA'u	OK		
NOM.MS.DG.P0	{id~iEA'	AlAid~iEA'i	OK		
NOM.MS.DA.P0	{id~iEA'	AlAid~iEA'a	OK		
NOM.MS.IN	{id~iEA'	Aid~iEA'N	OK		
NOM.MS.IG	{id~iEA'	Aid~iEA'K	OK		
NOM.MS.IA	{id~iEA'	Aid~iEA'AF	OK		
NOM.MS.CN	{id~iEA'	Aid~iEA'u	OK		
NOM.MS.CG	{id~iEA'	Aid~iEA'i	OK		
NOM.MS.CA	{id~iEA'	Aid~iEA'a	OK		
NOM.MS.CN.E0	{id~iEA'	Aid~iEA&uhu	OK		
NOM.MS.CG.E0	{id~iEA'	Aid~iEA}ihi	OK		
NOM.MS.CA.E0	{id~iEA'	Aid~iEA'ahu	OK		
NOM.FP.DN.P0	{i$otirATiy~ap	AlAi$otirATiy~Atu	OK		
NOM.FP.DG.P0	{i$otirATiy~ap	AlAi$otirATiy~Ati	OK		
NOM.FP.DA.P0	{i$otirATiy~ap	AlAi$otirATiy~Ati	OK		
NOM.FP.IN	{i$otirATiy~ap	Ai$otirATiy~AtN	OK		
NOM.FP.IG	{i$otirATiy~ap	Ai$otirATiy~AtK	OK		
NOM.FP.IA	{i$otirATiy~ap	Ai$otirATiy~AtK	OK		
NOM.FP.CN	{i$otirATiy~ap	Ai$otirATiy~Atu	OK		
NOM.FP.CG	{i$otirATiy~ap	Ai$otirATiy~Ati	OK		
NOM.FP.CA	{i$otirATiy~ap	Ai$otirATiy~Ati	OK		
NOM.FP.CN.E0	{i$otirATiy~ap	Ai$otirATiy~Atuhu	OK		
NOM.FP.CG.E0	{i$otirATiy~ap	Ai$otirATiy~Atihi	OK		
NOM.FP.CA.E0	{i$otirATiy~ap	Ai$otirATiy~Atihi	OK		
NOM.MS.DN.P0	{ibotidA'	AlAibotidA'u	OK		
NOM.MS.DG.P0	{ibotidA'	AlAibotidA'i	OK		
NOM.MS.DA.P0	{ibotidA'	AlAibotidA'a	OK		
NOM.MS.IN	{ibotidA'	AibotidA'N	OK		
NOM.MS.IG	{ibotidA'	AibotidA'K	OK		
NOM.MS.IA	{ibotidA'	AibotidA'F	OK		
NOM.MS.CN	{ibotidA'	AibotidA'u	OK		
NOM.MS.CG	{ibotidA'	AibotidA'i	OK		
NOM.MS.CA	{ibotidA'	AibotidA'a	OK		
NOM.MS.CN.E0	{ibotidA'	AibotidA&uhu	OK		
NOM.MS.CG.E0	{ibotidA'	AibotidA}ihi	OK		
NOM.MS.CA.E0	{ibotidA'	AibotidA'ahu	OK		
NOM.MD.DN.P0	{ibotidA'	AlAibotidA'Ani	OK		
NOM.MD.DG.P0	{ibotidA'	AlAibotidA'ayoni	OK		
NOM.MD.DA.P0	{ibotidA'	AlAibotidA'ayoni	OK		
NOM.MD.IN	{ibotidA'	AibotidA'Ani	OK		
NOM.MD.IG	{ibotidA'	AibotidA'ayoni	OK		
NOM.MD.IA	{ibotidA'	AibotidA'ayoni	OK		
NOM.MD.CN	{ibotidA'	AibotidA'A	OK		
NOM.MD.CG	{ibotidA'	AibotidA'ayo	OK		
NOM.MD.CA	{ibotidA'	AibotidA'ayo	OK		
NOM.MD.CN.E0	{ibotidA'	AibotidA'Ahu	OK		
NOM.MD.CG.E0	{ibotidA'	AibotidA'ayohi	OK		
NOM.MD.CA.E0	{ibotidA'	AibotidA'ayohi	OK		
NOM.MP.DN.P0	{ibotidA'	AlAibotidA'Atu	OK		
NOM.MP.DG.P0	{ibotidA'	AlAibotidA'Ati	OK		
NOM.MP.DA.P0	{ibotidA'	AlAibotidA'Ati	OK		
NOM.MP.IN	{ibotidA'	AibotidA'AtN	OK		
NOM.MP.IG	{ibotidA'	AibotidA'AtK	OK		
NOM.MP.IA	{ibotidA'	AibotidA'AtK	OK		
NOM.MP.CN	{ibotidA'	AibotidA'Atu	OK		
NOM.MP.CG	{ibotidA'	AibotidA'Ati	OK		
NOM.MP.CA	{ibotidA'	AibotidA'Ati	OK		
NOM.MP.CN.E0	{ibotidA'	AibotidA'Atuhu	OK		
NOM.MP.CG.E0	{ibotidA'	AibotidA'Atihi	OK		
NOM.MP.CA.E0	{ibotidA'	AibotidA'Atihi	OK		
NOM.MP.DN.P0	{isom	Al>asAmiy	OK		
NOM.MP.DG.P0	{isom	Al>asAmiy	OK		
NOM.MP.DA.P0	{isom	Al>asAmiya	OK		
NOM.MP.IN	{isom	>asAmK	OK		
NOM.MP.IG	{isom	>asAmiya	OK	Is this considered a اسم منقوص?	
NOM.MP.IA	{isom	>asAmiya	OK	ممنوع نت الصرف +اسم منقوص	
NOM.MP.CN	{isom	>asAmiy	OK		
NOM.MP.CG	{isom	>asAmiy	OK		
NOM.MP.CA	{isom	>asAmiya	OK	ممنوع نت الصرف +اسم منقوص	
NOM.MP.CN.E0	{isom	>asAmiyhi	OK		
NOM.MP.CG.E0	{isom	>asAmiyhi	OK		
NOM.MP.CA.E0	{isom	>asAmiyahu	OK		
NOM.FS.DN.P0	qiv~A'ap	Alqiv~A'apu	OK		
NOM.FS.DG.P0	qiv~A'ap	Alqiv~A'api	OK		
NOM.FS.DA.P0	qiv~A'ap	Alqiv~A'apa	OK		
NOM.FS.IN	qiv~A'ap	qiv~A'apN	OK		
NOM.FS.IG	qiv~A'ap	qiv~A'apK	OK		
NOM.FS.IA	qiv~A'ap	qiv~A'apF	OK		
NOM.FS.CN	qiv~A'ap	qiv~A'apu	OK		
NOM.FS.CG	qiv~A'ap	qiv~A'api	OK		
NOM.FS.CA	qiv~A'ap	qiv~A'apa	OK		
NOM.FS.CN.E0	qiv~A'ap	qiv~A'atuhu	OK		
NOM.FS.CG.E0	qiv~A'ap	qiv~A'atihi	OK		
NOM.FS.CA.E0	qiv~A'ap	qiv~A'atahu	OK		
NOM.FD.DN.P0	qiv~A'ap	Alqiv~A'atAni	OK		
NOM.FD.DG.P0	qiv~A'ap	Alqiv~A'atayoni	OK		
NOM.FD.DA.P0	qiv~A'ap	Alqiv~A'atayoni	OK		
NOM.FD.IN	qiv~A'ap	qiv~A'atAni	OK		
NOM.FD.IG	qiv~A'ap	qiv~A'atayoni	OK		
NOM.FD.IA	qiv~A'ap	qiv~A'atayoni	OK		
NOM.FD.CN	qiv~A'ap	qiv~A'atA	OK		
NOM.FD.CG	qiv~A'ap	qiv~A'atayo	OK		
NOM.FD.CA	qiv~A'ap	qiv~A'atayo	OK		
NOM.FD.CN.E0	qiv~A'ap	qiv~A'atAhu	OK		
NOM.FD.CG.E0	qiv~A'ap	qiv~A'atayohi	OK		
NOM.FD.CA.E0	qiv~A'ap	qiv~A'atayohi	OK		
NOM.FP.DN.P0	qiv~A'ap	Alqiv~A'Atu	OK		
NOM.FP.DG.P0	qiv~A'ap	Alqiv~A'Ati	OK		
NOM.FP.DA.P0	qiv~A'ap	Alqiv~A'Ati	OK		
NOM.FP.IN	qiv~A'ap	qiv~A'AtN	OK		
NOM.FP.IG	qiv~A'ap	qiv~A'AtK	OK		
NOM.FP.IA	qiv~A'ap	qiv~A'AtK	OK		
NOM.FP.CN	qiv~A'ap	qiv~A'Atu	OK		
NOM.FP.CG	qiv~A'ap	qiv~A'Ati	OK		
NOM.FP.CA	qiv~A'ap	qiv~A'Ati	OK		
NOM.FP.CN.E0	qiv~A'ap	qiv~A'Atuhu	OK		
NOM.FP.CG.E0	qiv~A'ap	qiv~A'Atihi	OK		
NOM.FP.CA.E0	qiv~A'ap	qiv~A'Atihi	OK		
NOM.MS.DN.P0	*uw	Al*~u	PROB	FIVE NOUNS	
NOM.MS.DG.P0	*uw	Al*~i	PROB	FIVE NOUNS	
NOM.MS.DA.P0	*uw	Al*~a	PROB	FIVE NOUNS	
NOM.MS.IN	*uw	*N	PROB	FIVE NOUNS	
NOM.MS.IG	*uw	*K	PROB	FIVE NOUNS	
NOM.MS.IA	*uw	*AF	PROB	FIVE NOUNS	
NOM.MS.CN	*uw	*uw	PROB	FIVE NOUNS	
NOM.MS.CG	*uw	*iy	PROB	FIVE NOUNS	
NOM.MS.CA	*uw	*A	OK		
NOM.MS.CN.E0	*uw	*uwhu	OK		
NOM.MS.CG.E0	*uw	*iyhu	OK		
NOM.MS.CA.E0	*uw	*Ahu	OK		
NOM.MS.DN.P0	*akA	Al*~akA	OK		
NOM.MS.DG.P0	*akA	Al*~akA	OK		
NOM.MS.DA.P0	*akA	Al*~akA	OK		
NOM.MS.IN	*akA	*akAF	OK		
NOM.MS.IG	*akA	*akAF	OK		
NOM.MS.IA	*akA	*akAF	OK		
NOM.MS.CN	*akA	*akA	OK		
NOM.MS.CG	*akA	*akA	OK		
NOM.MS.CA	*akA	*akA	OK		
NOM.MS.CN.E0	*akA	*akAhu	OK		
NOM.MS.CG.E0	*akA	*akAhu	OK		
NOM.MS.CA.E0	*akA	*akAhu	OK		
NOM.MD.DN.P0	*akA	Al*~akawAni	OK		
NOM.MD.DG.P0	*akA	Al*~akawayoni	OK		
NOM.MD.DA.P0	*akA	Al*~akawayoni	OK		
NOM.MD.IN	*akA	*akawAni	OK		
NOM.MD.IG	*akA	*akawayoni	OK		
NOM.MD.IA	*akA	*akawayoni	OK		
NOM.MD.CN	*akA	*akawA	OK		
NOM.MD.CG	*akA	*akawayo	OK		
NOM.MD.CA	*akA	*akawayo	OK		
NOM.MD.CN.E0	*akA	*akawAhu	OK		
NOM.MD.CG.E0	*akA	*akawayohi	OK		
NOM.MD.CA.E0	*akA	*akawayohi	OK		
NOM.MP.DN.P0	*akA	Al*~akawAtu	OK		
NOM.MP.DG.P0	*akA	Al*~akawAti	OK		
NOM.MP.DA.P0	*akA	Al*~akawAti	OK		
NOM.MP.IN	*akA	*akawAtN	OK		
NOM.MP.IG	*akA	*akawAtK	OK		
NOM.MP.IA	*akA	*akawAtK	OK		
NOM.MP.CN	*akA	*akawAtu	OK		
NOM.MP.CG	*akA	*akawAti	OK		
NOM.MP.CA	*akA	*akawAti	OK		
NOM.MP.CN.E0	*akA	*akawAtuhu	OK		
NOM.MP.CG.E0	*akA	*akawAtihi	OK		
NOM.MP.CA.E0	*akA	*akawAtihi	OK		
NOM.FP.DN.P0	*At	Al*~awAtu	OK		
NOM.FP.DG.P0	*At	Al*~awAti	OK		
NOM.FP.DA.P0	*At	Al*~awAta	OK		
NOM.FP.IN	*At	*awAtN	OK		
NOM.FP.IG	*At	*awAtK	OK		
NOM.FP.IA	*At	*awAtAF	OK		
NOM.FP.CN	*At	*awAtu	OK		
NOM.FP.CG	*At	*awAti	OK		
NOM.FP.CA	*At	*awAta	OK		
NOM.FP.CN.E0	*At	*awAtuhu	OK		
NOM.FP.CG.E0	*At	*awAtihi	OK		
NOM.FP.CA.E0	*At	*awAtahu	OK		
NOM.MP.DN.P0	gAz	AlgAzAtu	OK		
NOM.MP.DG.P0	gAz	AlgAzAti	OK		
NOM.MP.DA.P0	gAz	AlgAzAti	OK		
NOM.MP.IN	gAz	gAzAtN	OK		
NOM.MP.IG	gAz	gAzAtK	OK		
NOM.MP.IA	gAz	gAzAtK	OK		
NOM.MP.CN	gAz	gAzAtu	OK		
NOM.MP.CG	gAz	gAzAti	OK		
NOM.MP.CA	gAz	gAzAti	OK		
NOM.MP.CN.E0	gAz	gAzAtuhu	OK		
NOM.MP.CG.E0	gAz	gAzAtihi	OK		
NOM.MP.CA.E0	gAz	gAzAtihi	OK		
NOM.FS.DN.P0	<ibisotiymuwluwjiyA	Al<ibisotiymuwluwjiyA	OK		
NOM.FS.DG.P0	<ibisotiymuwluwjiyA	Al<ibisotiymuwluwjiyA	OK		
NOM.FS.DA.P0	<ibisotiymuwluwjiyA	Al<ibisotiymuwluwjiyA	OK		
NOM.FS.IN	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyA	OK		
NOM.FS.IG	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyA	OK		
NOM.FS.IA	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyA	OK		
NOM.FS.CN	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyA	OK		
NOM.FS.CG	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyA	OK		
NOM.FS.CA	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyA	OK		
NOM.FS.CN.E0	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyAhu	OK		
NOM.FS.CG.E0	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyAhu	OK		
NOM.FS.CA.E0	<ibisotiymuwluwjiyA	<ibisotiymuwluwjiyAhu	OK		
NOM.MS.DN.P0	<ibol	Al<ibolu	OK		
NOM.MS.DG.P0	<ibol	Al<iboli	OK		
NOM.MS.DA.P0	<ibol	Al<ibola	OK		
NOM.MS.IN	<ibol	<ibolN	OK		
NOM.MS.IG	<ibol	<ibolK	OK		
NOM.MS.IA	<ibol	<ibolAF	OK		
NOM.MS.CN	<ibol	<ibolu	OK		
NOM.MS.CG	<ibol	<iboli	OK		
NOM.MS.CA	<ibol	<ibola	OK		
NOM.MS.CN.E0	<ibol	<iboluhu	OK		
NOM.MS.CG.E0	<ibol	<ibolihi	OK		
NOM.MS.CA.E0	<ibol	<ibolahu	OK		
NOM.MS.DN.P0	<iboliys	Al<iboliysu	OK		
NOM.MS.DG.P0	<iboliys	Al<iboliysi	OK		
NOM.MS.DA.P0	<iboliys	Al<iboliysa	OK		
NOM.MS.IN	<iboliys	<iboliysu	OK		
NOM.MS.IG	<iboliys	<iboliysa	OK		
NOM.MS.IA	<iboliys	<iboliysa	OK		
NOM.MS.CN	<iboliys	<iboliysu	OK		
NOM.MS.CG	<iboliys	<iboliysi	OK		
NOM.MS.CA	<iboliys	<iboliysa	OK		
NOM.MS.CN.E0	<iboliys	<iboliysuhu	OK		
NOM.MS.CG.E0	<iboliys	<iboliysihi	OK		
NOM.MS.CA.E0	<iboliys	<iboliysahu	OK		
NOM.MD.DN.P0	<iboliys	Al<iboliysAni	OK		
NOM.MD.DG.P0	<iboliys	Al<iboliysayoni	OK		
NOM.MD.DA.P0	<iboliys	Al<iboliysayoni	OK		
NOM.MD.IN	<iboliys	<iboliysAni	OK		
NOM.MD.IG	<iboliys	<iboliysayoni	OK		
NOM.MD.IA	<iboliys	<iboliysayoni	OK		
NOM.MD.CN	<iboliys	<iboliysA	OK		
NOM.MD.CG	<iboliys	<iboliysayo	OK		
NOM.MD.CA	<iboliys	<iboliysayo	OK		
NOM.MD.CN.E0	<iboliys	<iboliysAhu	OK		
NOM.MD.CG.E0	<iboliys	<iboliysayohi	OK		
NOM.MD.CA.E0	<iboliys	<iboliysayohi	OK		
NOM.FS.DN.P0	<igofA'ap	Al<igofApu	OK		
NOM.FS.DG.P0	<igofA'ap	Al<igofApi	OK		
NOM.FS.DA.P0	<igofA'ap	Al<igofApa	OK		
NOM.FS.IN	<igofA'ap	<igofApN	OK		
NOM.FS.IG	<igofA'ap	<igofApK	OK		
NOM.FS.IA	<igofA'ap	<igofApF	OK		
NOM.FS.CN	<igofA'ap	<igofApu	OK		
NOM.FS.CG	<igofA'ap	<igofApi	OK		
NOM.FS.CA	<igofA'ap	<igofApa	OK		
NOM.FS.CN.E0	<igofA'ap	<igofAtuhu	OK		
NOM.FS.CG.E0	<igofA'ap	<igofAtihi	OK		
NOM.FS.CA.E0	<igofA'ap	<igofAtahu	OK		
NOM.FD.DN.P0	<igofA'ap	Al<igofAtAni	OK		
NOM.FD.DG.P0	<igofA'ap	Al<igofAtayoni	OK		
NOM.FD.DA.P0	<igofA'ap	Al<igofAtayoni	OK		
NOM.FD.IN	<igofA'ap	<igofAtAni	OK		
NOM.FD.IG	<igofA'ap	<igofAtayoni	OK		
NOM.FD.IA	<igofA'ap	<igofAtayoni	PROB		
NOM.FD.CN	<igofA'ap	<igofAtA	OK		
NOM.FD.CG	<igofA'ap	<igofAtayo	OK		
NOM.FD.CA	<igofA'ap	<igofAtayo	OK		
NOM.FD.CN.E0	<igofA'ap	<igofAtAhu	OK		
NOM.FD.CG.E0	<igofA'ap	<igofAtayohi	OK		
NOM.FD.CA.E0	<igofA'ap	<igofAtayohi	OK		
NOM.FP.DN.P0	<igofA'ap	Al<igofAAtu	OK		
NOM.FP.DG.P0	<igofA'ap	Al<igofAAti	OK		
NOM.FP.DA.P0	<igofA'ap	Al<igofAAti	OK		
NOM.FP.IN	<igofA'ap	<igofAAtN	OK		
NOM.FP.IG	<igofA'ap	<igofAAtK	OK		
NOM.FP.IA	<igofA'ap	<igofAAtK	OK		
NOM.FP.CN	<igofA'ap	<igofAAtu	OK		
NOM.FP.CG	<igofA'ap	<igofAAti	OK		
NOM.FP.CA	<igofA'ap	<igofAAti	OK		
NOM.FP.CN.E0	<igofA'ap	<igofAAtuhu	OK		
NOM.FP.CG.E0	<igofA'ap	<igofAAtihi	OK		
NOM.FP.CA.E0	<igofA'ap	<igofAAtihi	OK		
NOM.MS.DN.P0	gAmA	AlgAmA	OK		
NOM.MS.DG.P0	gAmA	AlgAmA	OK		
NOM.MS.DA.P0	gAmA	AlgAmA	OK		
NOM.MS.IN	gAmA	gAmA	OK		
NOM.MS.IG	gAmA	gAmA	OK		
NOM.MS.IA	gAmA	gAmA	OK		
NOM.MS.CN	gAmA	gAmA	OK		
NOM.MS.CG	gAmA	gAmA	OK		
NOM.MS.CA	gAmA	gAmA	OK		
NOM.MS.CN.E0	gAmA	gAmAhu	OK		
NOM.MS.CG.E0	gAmA	gAmAhu	OK		
NOM.MS.CA.E0	gAmA	gAmAhu	OK		
NOM.MD.DN.P0	<ikisotrA	Al<ikisotrAni	OK		
NOM.MD.DG.P0	<ikisotrA	Al<ikisotrayoni	OK		
NOM.MD.DA.P0	<ikisotrA	Al<ikisotrayoni	OK		
NOM.MD.IN	<ikisotrA	<ikisotrAni	OK		
NOM.MD.IG	<ikisotrA	<ikisotrayoni	OK		
NOM.MD.IA	<ikisotrA	<ikisotrayoni	OK		
NOM.MD.CN	<ikisotrA	<ikisotrA	OK		
NOM.MD.CG	<ikisotrA	<ikisotrayo	OK		
NOM.MD.CA	<ikisotrA	<ikisotrayo	OK		
NOM.MD.CN.E0	<ikisotrA	<ikisotrAhu	OK		
NOM.MD.CG.E0	<ikisotrA	<ikisotrayohi	OK		
NOM.MD.CA.E0	<ikisotrA	<ikisotrayohi	OK		
NOM.FP.DN.P0	>amap	Al<imA'u	OK		
NOM.FP.DG.P0	>amap	Al<imA'i	OK		
NOM.FP.DA.P0	>amap	Al<imA'a	OK		
NOM.FP.IN	>amap	<imA'N	OK		
NOM.FP.IG	>amap	<imA'K	OK		
NOM.FP.IA	>amap	<imA'F	OK		
NOM.FP.CN	>amap	<imA'u	OK		
NOM.FP.CG	>amap	<imA'i	OK		
NOM.FP.CA	>amap	<imA'a	OK		
NOM.FP.CN.E0	>amap	<imA&uhu	OK		
NOM.FP.CG.E0	>amap	<imA}ihi	OK		
NOM.FP.CA.E0	>amap	<imA'ahu	OK		
NOM.MS.DN.P0	mAs	AlmAsu	OK		
NOM.MS.DG.P0	mAs	AlmAsi	OK		
NOM.MS.DA.P0	mAs	AlmAsa	OK		
NOM.MS.IN	mAs	mAsN	OK		
NOM.MS.IG	mAs	mAsK	OK		
NOM.MS.IA	mAs	mAsAF	OK		
NOM.MS.CN	mAs	mAsu	OK		
NOM.MS.CG	mAs	mAsi	OK		
NOM.MS.CA	mAs	mAsa	OK		
NOM.MS.CN.E0	mAs	mAsuhu	OK		
NOM.MS.CG.E0	mAs	mAsihi	OK		
NOM.MS.CA.E0	mAs	mAsahu	OK		
NOM.FP.DN.P0	>arojA'	Al>arojA'u	OK		
NOM.FP.DG.P0	>arojA'	Al>arojA'i	OK		
NOM.FP.DA.P0	>arojA'	Al>arojA'a	OK		
NOM.FP.IN	>arojA'	>arojA'N	OK		
NOM.FP.IG	>arojA'	>arojA'K	OK		
NOM.FP.IA	>arojA'	>arojA'F	OK		
NOM.FP.CN	>arojA'	>arojA'u	OK		
NOM.FP.CG	>arojA'	>arojA'i	OK		
NOM.FP.CA	>arojA'	>arojA'a	OK		
NOM.FP.CN.E0	>arojA'	>arojA&uhu	OK		
NOM.FP.CG.E0	>arojA'	>arojA}ihi	OK		
NOM.FP.CA.E0	>arojA'	>arojA'ahu	OK		
NOM.MP.DN.P0	$ilow	Al>a$olA'u	OK		
NOM.MP.DG.P0	$ilow	Al>a$olA'i	OK		
NOM.MP.DA.P0	$ilow	Al>a$olA'a	OK		
NOM.MP.IN	$ilow	>a$olA'N	OK		
NOM.MP.IG	$ilow	>a$olA'K	OK		
NOM.MP.IA	$ilow	>a$olA'F	OK		
NOM.MP.CN	$ilow	>a$olA'u	OK		
NOM.MP.CG	$ilow	>a$olA'i	OK		
NOM.MP.CA	$ilow	>a$olA'a	OK		
NOM.MP.CN.E0	$ilow	>a$olA&uhu	OK		
NOM.MP.CG.E0	$ilow	>a$olA}ihi	OK		
NOM.MP.CA.E0	$ilow	>a$olA'ahu	OK		
NOM.MS.DN.P0	bAbA	AlbAbA	OK		
NOM.MS.DG.P0	bAbA	AlbAbA	OK		
NOM.MS.DA.P0	bAbA	AlbAbA	OK		
NOM.MS.IG	bAbA	bAbAF	PROB		
NOM.MS.IA	bAbA	bAbAF	PROB		
NOM.MS.CN	bAbA	bAbA	OK		
NOM.MS.CG	bAbA	bAbA	OK		
NOM.MS.CA	bAbA	bAbA	OK		
NOM.MS.CN.E0	bAbA	bAbAhu	OK		
NOM.MS.CG.E0	bAbA	bAbAhu	OK		
NOM.MS.CA.E0	bAbA	bAbAhu	OK		
NOM.MD.DN.P0	bAbA	AlbAbawAni	OK		
NOM.MD.DG.P0	bAbA	AlbAbawayoni	OK		
NOM.MD.DA.P0	bAbA	AlbAbawayoni	OK		
NOM.MD.IN	bAbA	bAbawAni	OK		
NOM.MD.IG	bAbA	bAbawayoni	OK		
NOM.MD.IA	bAbA	bAbawayoni	OK		
NOM.MD.CN	bAbA	bAbawA	OK		
NOM.MD.CG	bAbA	bAbawayo	OK		
NOM.MD.CA	bAbA	bAbawayo	OK		
NOM.MD.CN.E0	bAbA	bAbawAhu	OK		
NOM.MD.CG.E0	bAbA	bAbawayohi	OK		
NOM.MD.CA.E0	bAbA	bAbawayohi	OK		
NOM.FS.DN.P0	>adAp	Al>adApu	OK		
NOM.FS.DG.P0	>adAp	Al>adApi	OK		
NOM.FS.DA.P0	>adAp	Al>adApa	OK		
NOM.FS.IN	>adAp	>adApN	OK		
NOM.FS.IG	>adAp	>adApK	OK		
NOM.FS.IA	>adAp	>adApF	OK		
NOM.FS.CN	>adAp	>adApu	OK		
NOM.FS.CG	>adAp	>adApi	OK		
NOM.FS.CA	>adAp	>adApa	OK		
NOM.FS.CN.E0	>adAp	>adAtuhu	OK		
NOM.FS.CG.E0	>adAp	>adAtihi	OK		
NOM.FS.CA.E0	>adAp	>adAtahu	OK		
NOM.FD.DN.P0	>adAp	Al>adAtAni	OK		
NOM.FD.DG.P0	>adAp	Al>adAtayoni	OK		
NOM.FD.DA.P0	>adAp	Al>adAtayoni	OK		
NOM.FD.IN	>adAp	>adAtAni	OK		
NOM.FD.IG	>adAp	>adAtayoni	OK		
NOM.FD.IA	>adAp	>adAtayoni	OK		
NOM.FD.CN	>adAp	>adAtA	OK		
NOM.FD.CG	>adAp	>adAtayo	OK		
NOM.FD.CA	>adAp	>adAtayo	OK		
NOM.FD.CN.E0	>adAp	>adAtAhu	OK		
NOM.FD.CG.E0	>adAp	>adAtayohi	OK		
NOM.FD.CA.E0	>adAp	>adAtayohi	OK		
NOM.FP.DN.P0	bAbA	AlbAbawAtu	OK		
NOM.FP.DG.P0	bAbA	AlbAbawAti	OK		
NOM.FP.DA.P0	bAbA	AlbAbawAti	OK		
NOM.FP.IN	bAbA	bAbawAtN	OK		
NOM.FP.IG	bAbA	bAbawAtK	OK		
NOM.FP.IA	bAbA	bAbawAtK	OK		
NOM.FP.CN	bAbA	bAbawAtu	OK		
NOM.FP.CG	bAbA	bAbawAti	OK		
NOM.FP.CA	bAbA	bAbawAti	OK		
NOM.FP.CN.E0	bAbA	bAbawAtuhu	OK		
NOM.FP.CG.E0	bAbA	bAbawAtihi	OK		
NOM.FP.CA.E0	bAbA	bAbawAtihi	OK		
NOM.FS.DN.P0	>adokan	Ald~ukonaY	OK		
NOM.FS.DG.P0	>adokan	Ald~ukonaY	OK		
NOM.FS.DA.P0	>adokan	Ald~ukonaY	OK		
NOM.FS.CN	>adokan	dukonaY	OK		
NOM.FS.CG	>adokan	dukonaY	OK		
NOM.FS.CA	>adokan	dukonaY	OK		
NOM.FS.CN.E0	>adokan	dukonAhu	OK		
NOM.FS.CG.E0	>adokan	dukonAhu	OK		
NOM.FS.CA.E0	>adokan	dukonAhu	OK		
NOM.FD.DN.P0	>adokan	Ald~ukonayAni	OK		
NOM.FD.DG.P0	>adokan	Ald~ukonayayoni	OK		
NOM.FD.DA.P0	>adokan	Ald~ukonayayoni	OK		
NOM.FD.IN	>adokan	dukonayAni	OK		
NOM.FD.IG	>adokan	dukonayayoni	OK		
NOM.FD.IA	>adokan	dukonayayoni	OK		
NOM.FD.CN	>adokan	dukonayA	OK		
NOM.FD.CG	>adokan	dukonayayo	OK		
NOM.FD.CA	>adokan	dukonayayo	OK		
NOM.FD.CN.E0	>adokan	dukonayAhu	OK		
NOM.FD.CG.E0	>adokan	dukonayayohi	OK		
NOM.FD.CA.E0	>adokan	dukonayayohi	OK		
NOM.FP.DN.P0	>adokan	Ald~ukonayAtu	OK		
NOM.FP.DG.P0	>adokan	Ald~ukonayAti	OK		
NOM.FP.DA.P0	>adokan	Ald~ukonayAti	OK		
NOM.FP.IN	>adokan	dukonayAtN	OK		
NOM.FP.IG	>adokan	dukonayAtK	OK		
NOM.FP.IA	>adokan	dukonayAtK	OK		
NOM.FP.CN	>adokan	dukonayAtu	OK		
NOM.FP.CG	>adokan	dukonayAti	OK		
NOM.FP.CA	>adokan	dukonayAti	OK		
NOM.FP.CN.E0	>adokan	dukonayAtuhu	OK		
NOM.FP.CG.E0	>adokan	dukonayAtihi	OK		
NOM.FP.CA.E0	>adokan	dukonayAtihi	OK		
NOM.FP.DN.P0	>afoEaY	Al>afAEiy	OK		
NOM.FP.DG.P0	>afoEaY	Al>afAEiy	OK		
NOM.FP.DA.P0	>afoEaY	Al>afAEiya	OK		
NOM.FP.IN	>afoEaY	>afAEK	OK		
NOM.FP.IG	>afoEaY	>afAEiya	OK		
NOM.FP.IA	>afoEaY	>afAEiya	OK		
NOM.FP.CN	>afoEaY	>afAEiy	OK		
NOM.FP.CG	>afoEaY	>afAEiy	OK		
NOM.FP.CA	>afoEaY	>afAEiya	OK		
NOM.FP.CN.E0	>afoEaY	>afAEiyhi	OK		
NOM.FP.CG.E0	>afoEaY	>afAEiyhi	OK		
NOM.FP.CA.E0	>afoEaY	>afAEiyahu	OK		
NOM.MS.DN.P0	>arobiEA'	Al>arobiEA'u	OK		
NOM.MS.DG.P0	>arobiEA'	Al>arobiEA'i	OK		
NOM.MS.DA.P0	>arobiEA'	Al>arobiEA'a	OK		
NOM.MS.IN	>arobiEA'	>arobiEA'N	OK		
NOM.MS.IG	>arobiEA'	>arobiEA'K	OK		
NOM.MS.IA	>arobiEA'	>arobiEA'F	OK		
NOM.MS.CN	>arobiEA'	>arobiEA'u	OK		
NOM.MS.CG	>arobiEA'	>arobiEA'i	OK		
NOM.MS.CA	>arobiEA'	>arobiEA'a	OK		
NOM.MS.CN.E0	>arobiEA'	>arobiEA&uhu	OK		
NOM.MS.CG.E0	>arobiEA'	>arobiEA}ihi	OK		
NOM.MS.CA.E0	>arobiEA'	>arobiEA'ahu	OK		
NOM.MD.DN.P0	<ij~AS	Al<ij~ASAni	OK		
