SIGNATURE	LEMMA	DIAC	QC	COMMENTS	STATUS
NOM.MD.IA	>amiyn	>amiynayoni	OK		
NOM.MD.CN	>amiyn	>amiynA	OK		
NOM.MD.CG	>amiyn	>amiynayo	OK		
NOM.MD.CA	>amiyn	>amiynayo	OK		
NOM.MD.DN.P0.E0	>amiyn		OK		
NOM.MD.DG.P0.E0	>amiyn		OK		
NOM.MD.DA.P0.E0	>amiyn		OK		
NOM.MD.CN.E0	>amiyn	>amiynAhu	OK		
NOM.MD.CG.E0	>amiyn	>amiynayohi	OK		
NOM.MD.CA.E0	>amiyn	>amiynayohi	OK		
NOM.MP.DN.P0	>amiyn	Al>amiynuwna	OK		
NOM.MP.DG.P0	>amiyn	Al>amiyniyna	OK		
NOM.MP.DA.P0	>amiyn	Al>amiyniyna	OK		
NOM.MP.IN	>amiyn	>amiynuwna	OK		
NOM.MP.IG	>amiyn	>amiyniyna	OK		
NOM.MP.IA	>amiyn	>amiyniyna	OK		
NOM.MP.CN	>amiyn	>amiynuw	OK		
NOM.MP.CG	>amiyn	>amiyniy	OK		
NOM.MP.CA	>amiyn	>amiyniy	OK		
NOM.MP.DN.P0.E0	>amiyn		OK		
NOM.MP.DG.P0.E0	>amiyn		OK		
NOM.MP.DA.P0.E0	>amiyn		OK		
NOM.MP.CN.E0	>amiyn	>amiynuwhu	OK		
NOM.MP.CG.E0	>amiyn	>amiyniyhi	OK		
NOM.MP.CA.E0	>amiyn	>amiyniyhi	OK		
NOM.FS.DN.P0	>amiyn	Al>amiynapu	OK		
NOM.FS.DG.P0	>amiyn	Al>amiynapi	OK		
NOM.FS.DA.P0	>amiyn	Al>amiynapa	OK		
NOM.FS.IN	>amiyn	>amiynapN	OK		
NOM.FS.IG	>amiyn	>amiynapK	OK		
NOM.FS.IA	>amiyn	>amiynapF	OK		
NOM.FS.CN	>amiyn	>amiynapu	OK		
NOM.FS.CG	>amiyn	>amiynapi	OK		
NOM.FS.CA	>amiyn	>amiynapa	OK		
NOM.FS.DN.P0.E0	>amiyn		OK		
NOM.FS.DG.P0.E0	>amiyn		OK		
NOM.FS.DA.P0.E0	>amiyn		OK		
NOM.FS.CN.E0	>amiyn	>amiynatuhu	OK		
NOM.FS.CG.E0	>amiyn	>amiynatihi	OK		
NOM.FS.CA.E0	>amiyn	>amiynatahu	OK		
NOM.FD.DN.P0	>amiyn	Al>amiynatAni	OK		
NOM.FD.DG.P0	>amiyn	Al>amiynatayoni	OK		
NOM.FD.DA.P0	>amiyn	Al>amiynatayoni	OK		
NOM.FD.IN	>amiyn	>amiynatAni	OK		
NOM.FD.IG	>amiyn	>amiynatayoni	OK		
NOM.FD.IA	>amiyn	>amiynatayoni	OK		
NOM.FD.CN	>amiyn	>amiynatA	OK		
NOM.FD.CG	>amiyn	>amiynatayo	OK		
NOM.FD.CA	>amiyn	>amiynatayo	OK		
NOM.FD.DN.P0.E0	>amiyn		OK		
NOM.FD.DG.P0.E0	>amiyn		OK		
NOM.FD.DA.P0.E0	>amiyn		OK		
NOM.FD.CN.E0	>amiyn	>amiynatAhu	OK		
NOM.FD.CG.E0	>amiyn	>amiynatayohi	OK		
NOM.FD.CA.E0	>amiyn	>amiynatayohi	OK		
NOM.FP.DN.P0	>amiyn	Al>amiynAtu	OK		
NOM.FP.DG.P0	>amiyn	Al>amiynAti	OK		
NOM.FP.DA.P0	>amiyn	Al>amiynAti	OK		
NOM.FP.IN	>amiyn	>amiynAtN	OK		
NOM.FP.IG	>amiyn	>amiynAtK	OK		
NOM.FP.IA	>amiyn	>amiynAtK	OK		
NOM.FP.CN	>amiyn	>amiynAtu	OK		
NOM.FP.CG	>amiyn	>amiynAti	OK		
NOM.FP.CA	>amiyn	>amiynAti	OK		
NOM.FP.DN.P0.E0	>amiyn		OK		
NOM.FP.DG.P0.E0	>amiyn		OK		
NOM.FP.DA.P0.E0	>amiyn		OK		
NOM.FP.CN.E0	>amiyn	>amiynAtuhu	OK		
NOM.FP.CG.E0	>amiyn	>amiynAtihi	OK		
NOM.FP.CA.E0	>amiyn	>amiynAtihi	OK		
NOM.MP.DN.P0	>aEomaY	AlEumoyAnu	OK		
NOM.MP.DG.P0	>aEomaY	AlEumoyAni	OK		
NOM.MP.DA.P0	>aEomaY	AlEumoyAna	OK		
NOM.MP.IN	>aEomaY	EumoyAnN	OK		
NOM.MP.IG	>aEomaY	EumoyAnK	OK		
NOM.MP.IA	>aEomaY	EumoyAnAF	OK		
NOM.MP.CN	>aEomaY	EumoyAnu	OK		
NOM.MP.CG	>aEomaY	EumoyAni	OK		
NOM.MP.CA	>aEomaY	EumoyAna	OK		
NOM.MP.DN.P0.E0	>aEomaY		OK		
NOM.MP.DG.P0.E0	>aEomaY		OK		
NOM.MP.DA.P0.E0	>aEomaY		OK		
NOM.MP.CN.E0	>aEomaY	EumoyAnuhu	OK		
NOM.MP.CG.E0	>aEomaY	EumoyAnihi	OK		
NOM.MP.CA.E0	>aEomaY	EumoyAnahu	OK		
NOM.MP.DN.P0.E0	daqiyq		OK		
NOM.MP.DG.P0.E0	daqiyq		OK		
NOM.MP.DA.P0.E0	daqiyq		OK		
NOM.MP.CN.E0	daqiyq	>adiq~atuhu	OK		
NOM.MP.CG.E0	daqiyq	>adiq~atihi	OK		
NOM.MP.CA.E0	daqiyq	>adiq~atahu	OK		
NOM.MS.DN.P0.E0	mADiy		OK		
NOM.MS.DG.P0.E0	mADiy		OK		
NOM.MS.DA.P0.E0	mADiy		OK		
NOM.MS.CN.E0	mADiy	mADiyhi	OK		
NOM.MS.CG.E0	mADiy	mADiyhi	OK		
NOM.MS.CA.E0	mADiy	mADiyahu	OK		
NOM.MD.DN.P0.E0	mADiy		OK		
NOM.MD.DG.P0.E0	mADiy		OK		
NOM.MD.DA.P0.E0	mADiy		OK		
NOM.MD.CN.E0	mADiy	mADiyAhu	OK		
NOM.MD.CG.E0	mADiy	mADiyayohi	OK		
NOM.MD.CA.E0	mADiy	mADiyayohi	OK		
NOM.MP.DN.P0	mADiy	AlmADuwna	OK		
NOM.MP.DG.P0	mADiy	AlmADiyna	OK		
NOM.MP.DA.P0	mADiy	AlmADiyna	OK		
NOM.MP.IN	mADiy	mADuwna	OK		
NOM.MP.IG	mADiy	mADiyna	OK		
NOM.MP.IA	mADiy	mADiyna	OK		
NOM.MP.CN	mADiy	mADuw	OK		
NOM.MP.CG	mADiy	mADiy	OK		
NOM.MP.CA	mADiy	mADiy	OK	MS	
NOM.MP.DN.P0.E0	mADiy		OK		
NOM.MP.DG.P0.E0	mADiy		OK		
NOM.MP.DA.P0.E0	mADiy		OK		
NOM.MP.CN.E0	mADiy	mADuwhu	OK		
NOM.MP.CG.E0	mADiy	mADiyhi	OK		
NOM.MP.CA.E0	mADiy	mADiyhi	OK		
NOM.FS.DN.P0.E0	mADiy		OK		
NOM.FS.DG.P0.E0	mADiy		OK		
NOM.FS.DA.P0.E0	mADiy		OK		
NOM.FS.CN.E0	mADiy	mADiyatuhu	OK		
NOM.FS.CG.E0	mADiy	mADiyatihi	OK		
NOM.FS.CA.E0	mADiy	mADiyatahu	OK		
NOM.FD.DN.P0.E0	mADiy		OK		
NOM.FD.DG.P0.E0	mADiy		OK		
NOM.FD.DA.P0.E0	mADiy		OK		
NOM.FD.CN.E0	mADiy	mADiyatAhu	OK		
NOM.FD.CG.E0	mADiy	mADiyatayohi	OK		
NOM.FD.CA.E0	mADiy	mADiyatayohi	OK		
NOM.FP.DN.P0.E0	mADiy		OK		
NOM.FP.DG.P0.E0	mADiy		OK		
NOM.FP.DA.P0.E0	mADiy		OK		
NOM.FP.CN.E0	mADiy	mADiyAtuhu	OK		
NOM.FP.CG.E0	mADiy	mADiyAtihi	OK		
NOM.FP.CA.E0	mADiy	mADiyAtihi	OK		
NOM.MP.DN.P0	bariy'	Al>aboriyA'u	OK		
NOM.MP.DG.P0	bariy'	Al>aboriyA'i	OK		
NOM.MP.DA.P0	bariy'	Al>aboriyA'a	OK		
NOM.MP.IN	bariy'	>aboriyA'u	OK		
NOM.MP.IG	bariy'	>aboriyA'a	OK		
NOM.MP.IA	bariy'	>aboriyA'F	OK		
NOM.MP.CN	bariy'	>aboriyA'u	OK		
NOM.MP.CG	bariy'	>aboriyA'i	OK		
NOM.MP.CA	bariy'	>aboriyA'a	OK		
NOM.MP.DN.P0.E0	bariy'		OK		
NOM.MP.DG.P0.E0	bariy'		OK		
NOM.MP.DA.P0.E0	bariy'		OK		
NOM.MP.CN.E0	bariy'	>aboriyA&uhu	OK		
NOM.MP.CG.E0	bariy'	>aboriyA}ihi	OK		
NOM.MP.CA.E0	bariy'	>aboriyA'ahu	OK		
NOM.MS.DN.P0	>aHomar	Al>aHomaru	OK		
NOM.MS.DG.P0	>aHomar	Al>aHomari	OK		
NOM.MS.DA.P0	>aHomar	Al>aHomara	OK		
NOM.MS.IN	>aHomar	>aHomaru	OK		
NOM.MS.IG	>aHomar	>aHomara	OK		
NOM.MS.IA	>aHomar	>aHomara	OK		
NOM.MS.CN	>aHomar	>aHomaru	OK		
NOM.MS.CG	>aHomar	>aHomari	OK		
NOM.MS.CA	>aHomar	>aHomara	OK		
NOM.MS.DN.P0.E0	>aHomar		OK		
NOM.MS.DG.P0.E0	>aHomar		OK		
NOM.MS.DA.P0.E0	>aHomar		OK		
NOM.MS.CN.E0	>aHomar	>aHomaruhu	OK		
NOM.MS.CG.E0	>aHomar	>aHomarihi	OK		
NOM.MS.CA.E0	>aHomar	>aHomarahu	OK		
NOM.MD.DN.P0	>aHomar	Al>aHomarAni	OK		
NOM.MD.DG.P0	>aHomar	Al>aHomarayoni	OK		
NOM.MD.DA.P0	>aHomar	Al>aHomarayoni	OK		
NOM.MD.IN	>aHomar	>aHomarAni	OK		
NOM.MD.IG	>aHomar	>aHomarayoni	OK		
NOM.MD.IA	>aHomar	>aHomarayoni	OK		
NOM.MD.CN	>aHomar	>aHomarA	OK		
NOM.MD.CG	>aHomar	>aHomarayo	OK		
NOM.MD.CA	>aHomar	>aHomarayo	OK		
NOM.MD.DN.P0.E0	>aHomar		OK		
NOM.MD.DG.P0.E0	>aHomar		OK		
NOM.MD.DA.P0.E0	>aHomar		OK		
NOM.MD.CN.E0	>aHomar	>aHomarAhu	OK		
NOM.MD.CG.E0	>aHomar	>aHomarayohi	OK		
NOM.MD.CA.E0	>aHomar	>aHomarayohi	OK		
NOM.FS.DN.P0	>aqoSaY	AlquSowaY	OK		
NOM.FS.DG.P0	>aqoSaY	AlquSowaY	OK		
NOM.FS.DA.P0	>aqoSaY	AlquSowaY	OK		
NOM.FS.IN	>aqoSaY		OK		
NOM.FS.IG	>aqoSaY		OK		
NOM.FS.IA	>aqoSaY		OK		
NOM.FS.CN	>aqoSaY	quSowaY	OK		
NOM.FS.CG	>aqoSaY	quSowaY	OK		
NOM.FS.CA	>aqoSaY	quSowaY	OK		
NOM.FS.DN.P0.E0	>aqoSaY		OK		
NOM.FS.DG.P0.E0	>aqoSaY		OK		
NOM.FS.DA.P0.E0	>aqoSaY		OK		
NOM.FS.CN.E0	>aqoSaY	quSowAhu	OK		
NOM.FS.CG.E0	>aqoSaY	quSowAhu	OK		
NOM.FS.CA.E0	>aqoSaY	quSowAhu	OK		
NOM.FD.DN.P0	>aqoSaY	AlquSowayAni	OK		
NOM.FD.DG.P0	>aqoSaY	AlquSowayayoni	OK		
NOM.FD.DA.P0	>aqoSaY	AlquSowayayoni	OK		
NOM.FD.IN	>aqoSaY	quSowayAni	OK		
NOM.FD.IG	>aqoSaY	quSowayayoni	OK		
NOM.FD.IA	>aqoSaY	quSowayayoni	OK		
NOM.FD.CN	>aqoSaY	quSowayA	OK		
NOM.FD.CG	>aqoSaY	quSowayayo	OK		
NOM.FD.CA	>aqoSaY	quSowayayo	OK		
NOM.FD.DN.P0.E0	>aqoSaY		OK		
NOM.FD.DG.P0.E0	>aqoSaY		OK		
NOM.FD.DA.P0.E0	>aqoSaY		OK		
NOM.FD.CN.E0	>aqoSaY	quSowayAhu	OK		
NOM.FD.CG.E0	>aqoSaY	quSowayayohi	OK		
NOM.FD.CA.E0	>aqoSaY	quSowayayohi	OK		
NOM.FP.DN.P0	>aqoSaY	AlquSowayAtu	OK		
NOM.FP.DG.P0	>aqoSaY	AlquSowayAti	OK		
NOM.FP.DA.P0	>aqoSaY	AlquSowayAti	OK		
NOM.FP.IN	>aqoSaY	quSowayAtN	OK		
NOM.FP.IG	>aqoSaY	quSowayAtK	OK		
NOM.FP.IA	>aqoSaY	quSowayAtK	OK		
NOM.FP.CN	>aqoSaY	quSowayAtu	OK		
NOM.FP.CG	>aqoSaY	quSowayAti	OK		
NOM.FP.CA	>aqoSaY	quSowayAti	OK		
NOM.FP.DN.P0.E0	>aqoSaY		OK		
NOM.FP.DG.P0.E0	>aqoSaY		OK		
NOM.FP.DA.P0.E0	>aqoSaY		OK		
NOM.FP.CN.E0	>aqoSaY	quSowayAtuhu	OK		
NOM.FP.CG.E0	>aqoSaY	quSowayAtihi	OK		
NOM.FP.CA.E0	>aqoSaY	quSowayAtihi	OK		
NOM.MS.DN.P0	>aEomaY	Al>aEomaY	OK		
NOM.MS.DG.P0	>aEomaY	Al>aEomaY	OK		
NOM.MS.DA.P0	>aEomaY	Al>aEomaY	OK		
NOM.MS.IN	>aEomaY	>aEomaYF	OK		
NOM.MS.IG	>aEomaY	>aEomaYF	OK		
NOM.MS.IA	>aEomaY	>aEomaYF	OK		
NOM.MS.CN	>aEomaY	>aEomaY	OK		
NOM.MS.CG	>aEomaY	>aEomaY	OK		
NOM.MS.CA	>aEomaY	>aEomaY	OK		
NOM.MS.DN.P0.E0	>aEomaY		OK		
NOM.MS.DG.P0.E0	>aEomaY		OK		
NOM.MS.DA.P0.E0	>aEomaY		OK		
NOM.MS.CN.E0	>aEomaY	>aEomAhu	OK		
NOM.MS.CG.E0	>aEomaY	>aEomAhu	OK		
NOM.MS.CA.E0	>aEomaY	>aEomAhu	OK		
NOM.MD.DN.P0	>aEomaY	Al>aEomayAni	OK		
NOM.MD.DG.P0	>aEomaY	Al>aEomayayoni	OK		
NOM.MD.DA.P0	>aEomaY	Al>aEomayayoni	OK		
NOM.MD.IN	>aEomaY	>aEomayAni	OK		
NOM.MD.IG	>aEomaY	>aEomayayoni	OK		
NOM.MD.IA	>aEomaY	>aEomayayoni	OK		
NOM.MD.CN	>aEomaY	>aEomayA	OK		
NOM.MD.CG	>aEomaY	>aEomayayo	OK		
NOM.MD.CA	>aEomaY	>aEomayayo	OK		
NOM.MD.DN.P0.E0	>aEomaY		OK		
NOM.MD.DG.P0.E0	>aEomaY		OK		
NOM.MD.DA.P0.E0	>aEomaY		OK		
NOM.MD.CN.E0	>aEomaY	>aEomayAhu	OK		
NOM.MD.CG.E0	>aEomaY	>aEomayayohi	OK		
NOM.MD.CA.E0	>aEomaY	>aEomayayohi	OK		
NOM.MP.DN.P0	>aEomaY	Al>aEomawona	PROB	NO MP	
NOM.MP.DG.P0	>aEomaY	Al>aEomayona	PROB	NO MP	
NOM.MP.DA.P0	>aEomaY	Al>aEomayona	PROB	NO MP	
NOM.MP.IN	>aEomaY	>aEomawona	PROB	NO MP	
NOM.MP.IG	>aEomaY	>aEomayona	PROB	WRONG STEM	
NOM.MP.IA	>aEomaY	>aEomayona	PROB	WRONG STEM	
NOM.MP.CN	>aEomaY	>aEomaw	PROB		
NOM.MP.CG	>aEomaY	>aEomay	OK		
NOM.MP.CA	>aEomaY	>aEomay	PROB	MS	
NOM.MP.CN.E0	>aEomaY	>aEomawhu	OK		
NOM.MP.CG.E0	>aEomaY	>aEomayhi	OK		
NOM.MP.CA.E0	>aEomaY	>aEomayhi	OK		
NOM.MP.DN.P0.E0	|lif		OK		
NOM.MP.DG.P0.E0	|lif		OK		
NOM.MP.DA.P0.E0	|lif		OK		
NOM.MP.CN.E0	|lif	>awAlifuhu	OK		
NOM.MP.CG.E0	|lif	>awAlifihi	OK		
NOM.MP.CA.E0	|lif	>awAlifahu	OK		
NOM.MP.DN.P0.E0	EuDow		OK		
NOM.MP.DG.P0.E0	EuDow		OK		
NOM.MP.DA.P0.E0	EuDow		OK		
NOM.MP.CN.E0	EuDow	>aEoDA&uhu	OK		
NOM.MP.CG.E0	EuDow	>aEoDA}ihi	OK		
NOM.MP.CA.E0	EuDow	>aEoDA'ahu	OK		
NOM.MS.DN.P0.E0	>adona>		OK		
NOM.MS.DG.P0.E0	>adona>		OK		
NOM.MS.DA.P0.E0	>adona>		OK		
NOM.MS.CN.E0	>adona>	>adona&uhu	OK		
NOM.MS.CG.E0	>adona>	>adona}ihi	OK		
NOM.MS.CA.E0	>adona>	>adona>ahu	OK		
NOM.MD.DN.P0.E0	>adona>		OK		
NOM.MD.DG.P0.E0	>adona>		OK		
NOM.MD.DA.P0.E0	>adona>		OK		
NOM.MD.CN.E0	>adona>	>adon|hu	OK		
NOM.MD.CG.E0	>adona>	>adona>ayohi	OK		
NOM.MD.CA.E0	>adona>	>adona>ayohi	OK		
NOM.FS.DN.P0	>adonaY	Ald~unoyayAni	PROB		
NOM.FS.DN.P0	>adonaY	Ald~unoyayAtu	PROB		
NOM.FS.DG.P0	>adonaY	Ald~unoyayayoni	PROB		
NOM.FS.DG.P0	>adonaY	Ald~unoyayAti	PROB		
NOM.FS.DA.P0	>adonaY	Ald~unoyayayoni	PROB		
NOM.FS.DA.P0	>adonaY	Ald~unoyayAti	PROB		
NOM.FS.IN	>adonaY	dunoyA	OK		
NOM.FS.IN	>adonaY	dunoyayAni	PROB		
NOM.FS.IN	>adonaY	dunoyayAtN	PROB		
NOM.FS.IG	>adonaY	dunoyA	OK		
NOM.FS.IG	>adonaY	dunoyayayoni	PROB		
NOM.FS.IG	>adonaY	dunoyayAtK	PROB		
NOM.FS.IA	>adonaY	dunoyA	OK		
NOM.FS.IA	>adonaY	dunoyayayoni	PROB		
NOM.FS.IA	>adonaY	dunoyayAtK	PROB		
NOM.FS.CN	>adonaY	dunoyayA	PROB		
NOM.FS.CN	>adonaY	dunoyayAtu	PROB		
NOM.FS.CG	>adonaY	dunoyayayo	PROB		
NOM.FS.CG	>adonaY	dunoyayAti	PROB		
NOM.FS.CA	>adonaY	dunoyayayo	PROB		
NOM.FS.CA	>adonaY	dunoyayAti	PROB		
NOM.FS.DN.P0.E0	>adonaY		OK		
NOM.FS.DG.P0.E0	>adonaY		OK		
NOM.FS.DA.P0.E0	>adonaY		OK		
NOM.FS.CN.E0	>adonaY	dunoyAhu	OK		
NOM.FS.CN.E0	>adonaY	dunoyayAhu	PROB		
NOM.FS.CN.E0	>adonaY	dunoyayAtuhu	OK		
NOM.FS.CG.E0	>adonaY	dunoyAhu	OK		
NOM.FS.CG.E0	>adonaY	dunoyayayohi	PROB		
NOM.FS.CG.E0	>adonaY	dunoyayAtihi	OK		
NOM.FS.CA.E0	>adonaY	dunoyAhu	OK		
NOM.FS.CA.E0	>adonaY	dunoyayayohi	PROB		
NOM.FS.CA.E0	>adonaY	dunoyayAtihi	OK		
NOM.MP.DN.P0	mADiy	AlmawADiy	OK		
NOM.MP.DG.P0	mADiy	AlmawADiy	OK		
NOM.MP.DA.P0	mADiy	AlmawADiya	OK		
NOM.MP.IN	mADiy	mawADK	OK		
NOM.MP.IG	mADiy	mawADiya	OK		
NOM.MP.IA	mADiy	mawADiya	OK		
NOM.MP.CN	mADiy	mawADiy	OK		
NOM.MP.CG	mADiy	mawADiy	OK		
NOM.MP.CA	mADiy	mawADiya	OK		
NOM.MP.CN.E0	mADiy	mawADiyhi	OK		
NOM.MP.CG.E0	mADiy	mawADiyhi	OK		
NOM.MP.CA.E0	mADiy	mawADiyahu	OK		
NOM.MP.DN.P0	>aEomaY	AlEamAyA	OK	stem	
NOM.MP.DG.P0	>aEomaY	AlEamAyA	OK	stem	
NOM.MP.DA.P0	>aEomaY	AlEamAyA	OK	stem	
NOM.MP.IN	>aEomaY	EamAyA	OK	stem	
NOM.MP.IG	>aEomaY	EamAyA	OK	stem	
NOM.MP.IA	>aEomaY	EamAyA	OK	stem	
NOM.MP.CN	>aEomaY	EamAyA	OK	stem	
NOM.MP.CG	>aEomaY	EamAyA	OK	stem	
NOM.MP.CA	>aEomaY	EamAyA	OK	stem	
NOM.MP.CN.E0	>aEomaY	EamAyAhu	OK	stem	
NOM.MP.CG.E0	>aEomaY	EamAyAhu	OK	stem	
NOM.MP.CA.E0	>aEomaY	EamAyAhu	OK	stem	
NOM.MP.DN.P0.E0	>aloyas		OK		
NOM.MP.DG.P0.E0	>aloyas		OK		
NOM.MP.DA.P0.E0	>aloyas		OK		
NOM.MP.CN.E0	>aloyas	liysuhu	OK		
NOM.MP.CG.E0	>aloyas	liysihi	OK		
NOM.MP.CA.E0	>aloyas	liysahu	OK		
NOM.MP.CN.E0	>amiyn	>umanA&uhu	OK		
NOM.MP.CG.E0	>amiyn	>umanA}ihi	OK		
NOM.MP.CA.E0	>amiyn	>umanA'ahu	OK		
NOM.MS.DN.P0.E0	>aqoSaY		OK		
NOM.MS.DG.P0.E0	>aqoSaY		OK		
NOM.MS.DA.P0.E0	>aqoSaY		OK		
NOM.MS.CN.E0	>aqoSaY	>aqASiyhi	OK		
NOM.MS.CG.E0	>aqoSaY	>aqASiyhi	OK		
NOM.MS.CA.E0	>aqoSaY	>aqASiyahu	OK		
NOM.FS.DN.P0.E0	>aHomar		OK		
NOM.FS.DG.P0.E0	>aHomar		OK		
NOM.FS.DA.P0.E0	>aHomar		OK		
NOM.FS.CN.E0	>aHomar	HamorA&uhu	OK		
NOM.FS.CG.E0	>aHomar	HamorA}ihi	OK		
NOM.FS.CA.E0	>aHomar	HamorA'ahu	OK		
NOM.FD.DN.P0.E0	>aHomar		OK		
NOM.FD.DG.P0.E0	>aHomar		OK		
NOM.FD.DA.P0.E0	>aHomar		OK		
NOM.FD.CN.E0	>aHomar	HamorAwAhu	OK		
NOM.FD.CG.E0	>aHomar	HamorAwayohi	OK		
NOM.FD.CA.E0	>aHomar	HamorAwayohi	OK		
NOM.FP.DN.P0.E0	>aHomar		OK		
NOM.FP.DG.P0.E0	>aHomar		OK		
NOM.FP.DA.P0.E0	>aHomar		OK		
NOM.FP.CN.E0	>aHomar	HamorAwAtuhu	OK		
NOM.FP.CG.E0	>aHomar	HamorAwAtihi	OK		
NOM.FP.CA.E0	>aHomar	HamorAwAtihi	OK		
NOM.FP.DN.P0	>asomar	Als~amorayAtu	OK		
NOM.FP.DG.P0	>asomar	Als~amorayAti	OK		
NOM.FP.DA.P0	>asomar	Als~amorayAti	OK		
NOM.FP.IN	>asomar	samorayAtN	OK		
NOM.FP.IG	>asomar	samorayAtK	OK		
NOM.FP.IA	>asomar	samorayAtK	OK		
NOM.FP.CN	>asomar	samorayAtu	OK		
NOM.FP.CG	>asomar	samorayAti	OK		
NOM.FP.CA	>asomar	samorayAti	OK		
NOM.FP.DN.P0.E0	>asomar		OK		
NOM.FP.DG.P0.E0	>asomar		OK		
NOM.FP.DA.P0.E0	>asomar		OK		
NOM.FP.CN.E0	>asomar	samorayAtuhu	OK		
NOM.FP.CG.E0	>asomar	samorayAtihi	OK		
NOM.FP.CA.E0	>asomar	samorayAtihi	OK		
NOM.FS.DN.P0.E0	>alaf~		OK		
NOM.FS.DG.P0.E0	>alaf~		OK		
NOM.FS.DA.P0.E0	>alaf~		OK		
NOM.FS.CN.E0	>alaf~	laf~A&uhu	OK		
NOM.FS.CG.E0	>alaf~	laf~A}ihi	OK		
NOM.FS.CA.E0	>alaf~	laf~A'ahu	OK		
NOM.FD.DN.P0.E0	>alaf~		OK		
NOM.FD.DG.P0.E0	>alaf~		OK		
NOM.FD.DA.P0.E0	>alaf~		OK		
NOM.FD.CN.E0	>alaf~	laf~AwAhu	OK		
NOM.FD.CG.E0	>alaf~	laf~Awayohi	OK		
NOM.FD.CA.E0	>alaf~	laf~Awayohi	OK		
NOM.FP.DN.P0.E0	>alaf~		OK		
NOM.FP.DG.P0.E0	>alaf~		OK		
NOM.FP.DA.P0.E0	>alaf~		OK		
NOM.FP.CN.E0	>alaf~	laf~AwAtuhu	OK		
NOM.FP.CG.E0	>alaf~	laf~AwAtihi	OK		
NOM.FP.CA.E0	>alaf~	laf~AwAtihi	OK		
NOM.MS.DN.P0.E0	ban~A'		OK		
NOM.MS.DG.P0.E0	ban~A'		OK		
NOM.MS.DA.P0.E0	ban~A'		OK		
NOM.MS.CN.E0	ban~A'	ban~A&uhu	OK		
NOM.MS.CG.E0	ban~A'	ban~A}ihi	OK		
NOM.MS.CA.E0	ban~A'	ban~A'ahu	OK		
NOM.MD.DN.P0	ban~A'	Alban~A'Ani	OK		
NOM.MD.DN.P0	ban~A'	Alban~AwAni	OK		
NOM.MD.DG.P0	ban~A'	Alban~A'ayoni	OK		
NOM.MD.DG.P0	ban~A'	Alban~Awayoni	OK		
NOM.MD.DA.P0	ban~A'	Alban~A'ayoni	OK		
NOM.MD.DA.P0	ban~A'	Alban~Awayoni	OK		
NOM.MD.IN	ban~A'	ban~A'Ani	OK		
NOM.MD.IN	ban~A'	ban~AwAni	OK		
NOM.MD.IG	ban~A'	ban~A'ayoni	OK		
NOM.MD.IG	ban~A'	ban~Awayoni	OK		
NOM.MD.IA	ban~A'	ban~A'ayoni	OK		
NOM.MD.IA	ban~A'	ban~Awayoni	OK		
NOM.MD.CN	ban~A'	ban~A'A	OK		
NOM.MD.CN	ban~A'	ban~AwA	OK		
NOM.MD.CG	ban~A'	ban~A'ayo	OK		
NOM.MD.CG	ban~A'	ban~Awayo	OK		
NOM.MD.CA	ban~A'	ban~A'ayo	OK		
NOM.MD.CA	ban~A'	ban~Awayo	OK		
NOM.MD.DN.P0.E0	ban~A'		OK		
NOM.MD.DG.P0.E0	ban~A'		OK		
NOM.MD.DA.P0.E0	ban~A'		OK		
NOM.MD.CN.E0	ban~A'	ban~A'Ahu	OK		
NOM.MD.CN.E0	ban~A'	ban~AwAhu	OK		
NOM.MD.CG.E0	ban~A'	ban~A'ayohi	OK		
NOM.MD.CG.E0	ban~A'	ban~Awayohi	OK		
NOM.MD.CA.E0	ban~A'	ban~A'ayohi	OK		
NOM.MD.CA.E0	ban~A'	ban~Awayohi	OK		
NOM.MP.DN.P0.E0	ban~A'		OK		
NOM.MP.DG.P0.E0	ban~A'		OK		
NOM.MP.DA.P0.E0	ban~A'		OK		
NOM.MP.CN.E0	ban~A'	ban~A&uwhu	OK		
NOM.MP.CG.E0	ban~A'	ban~A}iyhi	OK		
NOM.MP.CA.E0	ban~A'	ban~A}iyhi	OK		
NOM.FS.DN.P0.E0	ban~A'		OK		
NOM.FS.DG.P0.E0	ban~A'		OK		
NOM.FS.DA.P0.E0	ban~A'		OK		
NOM.FS.CN.E0	ban~A'	ban~A'atuhu	OK		
NOM.FS.CG.E0	ban~A'	ban~A'atihi	OK		
NOM.FS.CA.E0	ban~A'	ban~A'atahu	OK		
NOM.FD.DN.P0.E0	ban~A'		OK		
NOM.FD.DG.P0.E0	ban~A'		OK		
NOM.FD.DA.P0.E0	ban~A'		OK		
NOM.FD.CN.E0	ban~A'	ban~A'atAhu	OK		
NOM.FD.CG.E0	ban~A'	ban~A'atayohi	OK		
NOM.FD.CA.E0	ban~A'	ban~A'atayohi	OK		
NOM.FP.DN.P0	ban~A'	Alban~A'Atu	OK		
NOM.FP.DN.P0	ban~A'	Alban~AwAtu	OK		
NOM.FP.DG.P0	ban~A'	Alban~A'Ati	OK		
NOM.FP.DG.P0	ban~A'	Alban~AwAti	OK		
NOM.FP.DA.P0	ban~A'	Alban~A'Ati	OK		
NOM.FP.DA.P0	ban~A'	Alban~AwAti	OK		
NOM.FP.IN	ban~A'	ban~A'AtN	OK		
NOM.FP.IN	ban~A'	ban~AwAtN	OK		
