,LINE,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-F,COND-S,INTRANS_SCORE,STATUS
1406,1423,None,LEXICON,[STEM-PV],Tah~ar,Tah~ar,PV,"[KEV] to purge, clean, purify+to circumcise",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1407,1424,None,LEXICON,[STEM-PV],gan~aY,gan~,PV,[KEV] to sing,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1408,1425,None,LEXICON,[STEM-PV],Haw~aT,Haw~aT,PV,"[KEV] to build a wall around, wall in, encircle, surround",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1409,1426,None,LEXICON,[STEM-PV],kay~as,kay~as,PV,[KEV] to put s.th. in a bag+to put s.th. in a bag,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1410,1427,None,LEXICON,[STEM-PV],naw~al,naw~al,PV,"[KEV] to rent, hire",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1411,1428,None,LEXICON,[STEM-PV],zaw~al,zaw~al,PV,"[KEV] to cause to go away, leave",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1412,1429,None,LEXICON,[STEM-PV],$al~aE,$al~aE,PV,[KEV] to pluck from roots,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1413,1430,None,LEXICON,[STEM-PV],Say~aH,Say~aH,PV,"[KEV] to shout, yell repeatedly",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1414,1431,None,LEXICON,[STEM-PV],zaw~ad,zaw~ad,PV,"[KEV] to provide, furnish, supply",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1415,1432,None,LEXICON,[STEM-PV],saq~am,saq~am,PV,[KEV] to pay money to pearl divers in advance,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1416,1433,None,LEXICON,[STEM-PV],waS~al,waS~al,PV,"[KEV] to give s.o. a ride+to convey, take, bring (s.th. to s.o.)+to connect, hook up, join",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1417,1434,None,LEXICON,[STEM-PV],faw~aH,faw~aH,PV,[KEV] to boil s.th.,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1418,1435,None,LEXICON,[STEM-PV],Tay~aH,Tay~aH,PV,"[KEV] to drop, cause to fall",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1419,1436,None,LEXICON,[STEM-PV],Ea$~a$,Ea$~a$,PV,[KEV] to build a nest,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1420,1437,None,LEXICON,[STEM-PV],xam~a$,xam~a$,PV,"[KEV] to scratch e.g., the face, the skin, etc., with nails or claws+to pierce, go through",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1421,1438,None,LEXICON,[STEM-PV],saw~ad,saw~ad,PV,"[KEV] to blacken, make black, darken",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1422,1439,None,LEXICON,[STEM-PV],Ha*~ar,Ha*~ar,PV,"[KEV] to warn, caution",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1423,1440,None,LEXICON,[STEM-PV],was~ax,was~ax,PV,"[KEV] to make s.th. dirty, filthy",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1424,1441,None,LEXICON,[STEM-PV],Dab~aT,Dab~aT,PV,[MEERA] to fix,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1425,1442,None,LEXICON,[STEM-PV],fat~at,fat~at,PV,[KEV] to break into small pieces,pos:verb asp:p vox:a mod:i,,,#t trans,0,well-formedness:OK
1426,1443,None,LEXICON,[STEM-PV],raD~aY,raD~,PV,"[KEV] to satisfy, please, gratify+to appease, pacify, mollify",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1427,1444,None,LEXICON,[STEM-PV],EaT~ar,EaT~ar,PV,[MEERA] to apply perfume,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1428,1445,None,LEXICON,[STEM-PV],gar~aq,gar~aq,PV,"[KEV] to drown s.o., cause s.o. to drown+to sink, cause to sink",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1429,1446,None,LEXICON,[STEM-PV],>ah~al,>ah~al,PV,"[KEV] to qualify, make suitable",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1430,1489,None,LEXICON,[STEM-PV],gaT~aY,gaT~,PV,[KEV] to cover,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1431,1448,None,LEXICON,[STEM-PV],qay~al,qay~al,PV,"[KEV] to take a midday nap, take a siesta",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1432,1449,None,LEXICON,[STEM-PV],qaT~aE,qaT~aE,PV,"[KEV] to carve (meat)+to cut into pieces, cut up+to wear out, tear up+[MEERA] to cut",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1433,1450,None,LEXICON,[STEM-PV],xab~ar,xab~ar,PV,"[KEV] to tell, inform, let s.o. know+[MEERA] to tell",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1434,1451,None,LEXICON,[STEM-PV],qal~ab,qal~ab,PV,"[KEV] to stir, stir up+to examine, study, scrutinize+to hold on to, cling to, stick to+to insist",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1435,1452,None,LEXICON,[STEM-PV],maw~aE,maw~aE,PV,"[KEV] to melt, dissolve, liquefy s.th.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1436,1453,None,LEXICON,[STEM-PV],Eal~am,Eal~am,PV,"[KEV] to teach, instruct+to tell, let s.o. know+[MEERA] to teach",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1437,1454,None,LEXICON,[STEM-PV],Hak~am,Hak~am,PV,"[KEV] to appoint s.o. as ruler, choose an arbitrator",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1438,1455,None,LEXICON,[STEM-PV],jal~as,jal~as,PV,"[KEV] to seat s.o. down+to seat s.o., e.g., on a chair, at a table, etc.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1439,1456,None,LEXICON,[STEM-PV],Eay~ad,Eay~ad,PV,[KEV] to celebrate or observe a feast,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1440,1457,None,LEXICON,[STEM-PV],was~aE,was~aE,PV,"[KEV] to make wider, more spacious+to make room for s.o.+to be generous toward s.o., to make s.o. wealthy",pos:verb asp:p vox:a mod:i,,,trans,-1,well-formedness:OK
1441,1458,None,LEXICON,[STEM-PV],far~ak,far~ak,PV,[KEV] to rub ; scrub,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1442,1459,None,LEXICON,[STEM-PV],wad~aY,wad~,PV,"[KEV] to send+to take s.o. or s.th. to some place, convey+[MEERA] to perform ambulation on someone else",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1443,1460,None,LEXICON,[STEM-PV],wak~al,wak~al,PV,"[KEV] to authorize, appoint as agent+to engage s.o. as legal counsel+",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1444,1461,None,LEXICON,[STEM-PV],xaT~aT,xaT~aT,PV,"[KEV] to mark off, line+to plan, project",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1445,1462,None,LEXICON,[STEM-PV],kaw~an,kaw~an,PV,"[KEV] to form, produce, bring into being+[MEERA] to put a fire",pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
1446,1463,None,LEXICON,[STEM-PV],$ay~aE,$ay~aE,PV,"[KEV] to attend a funeral procession, attend a funeral",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1447,1464,None,LEXICON,[STEM-PV],laH~af,laH~af,PV,[MEERA] to cover oneself or someone else with a blanket or so,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1448,1465,None,LEXICON,[STEM-PV],Tan~az,Tan~az,PV,"[KEV] to kid, joke+to ridicule, make fun of",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1449,1466,None,LEXICON,[STEM-PV],Har~aj,Har~aj,PV,[KEV] to persist in s.th.+to auction off,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1450,1467,None,LEXICON,[STEM-PV],Taw~af,Taw~af,PV,"[KEV] to guide, show around+to build a wall around, to fence+[MEERA] to let things go",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1451,1468,None,LEXICON,[STEM-PV],ban~aj,ban~aj,PV,[KEV] to anesthetize,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1452,1469,None,LEXICON,[STEM-PV],Ham~al,Ham~al,PV,"[KEV] to load+to charge s.o. with s.th., burden, impose on",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1453,1470,None,LEXICON,[STEM-PV],gal~aq,gal~aq,PV,"[KEV] to close, shut+to be or become full (of s.th.)",pos:verb asp:p vox:a mod:i,,,intrans,1,well-formedness:OK
1454,1471,None,LEXICON,[STEM-PV],kar~ax,kar~ax,PV,"[KEV] to whet, sharpen (knives, razors, etc.) on a whetstone",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1455,1472,None,LEXICON,[STEM-PV],Sal~aT,Sal~aT,PV,[KEV] to give power over,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1456,1473,None,LEXICON,[STEM-PV],qaE~ad,qaE~ad,PV,"[KEV] to seat s.o, make s.o. sit down",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1457,1474,None,LEXICON,[STEM-PV],bad~ad,bad~ad,PV,"[KEV] to waste, squander",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1458,1475,None,LEXICON,[STEM-PV],$ax~aS,$ax~aS,PV,[KEV] to diagnose,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1459,1476,None,LEXICON,[STEM-PV],baw~az,baw~az,PV,"[KEV] to look glum, pout",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1460,1477,None,LEXICON,[STEM-PV],>ax~ar,>ax~ar,PV,"[KEV] to delay, hold up, postpone+[MEERA] to delay sth",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1461,1478,None,LEXICON,[STEM-PV],qal~am,qal~am,PV,"[KEV] to prune, trim (trees, bushes etc.)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1462,1479,None,LEXICON,[STEM-PV],zah~ab,zah~ab,PV,"[KEV] to prepare, get things ready",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1463,1480,None,LEXICON,[STEM-PV],kav~ar,kav~ar,PV,"[KEV] to increase, augment, make more of+[MEERA] to do a lot of sth",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1464,1481,None,LEXICON,[STEM-PV],mag~aT,mag~aT,PV,[MEERA] to blow one's nose,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1465,1483,None,LEXICON,[STEM-PV],baq~a$,baq~a$,PV,[KEV] to wrap s.th. In a cloth bundle,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1466,1484,None,LEXICON,[STEM-PV],ra$~aH,ra$~aH,PV,"[KEV] to nominate, put up as a candidate",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1467,1485,None,LEXICON,[STEM-PV],xaD~ar,xaD~ar,PV,"[KEV] to dye or color green, to make green+to turn green",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1468,1486,None,LEXICON,[STEM-PV],bar~az,bar~az,PV,[KEV] to make s.o. or s.th. ready,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1469,1487,None,LEXICON,[STEM-PV],Saq~aT,Saq~aT,PV,"[KEV] to fail, flunk+to cause to fall, topple, collapse",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1470,1488,None,LEXICON,[STEM-PV],Haq~aq,Haq~aq,PV,"[KEV] to realize, fulfill+to investigate+to interrogate",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1471,1490,None,LEXICON,[STEM-PV],$aq~aq,$aq~aq,PV,"[KEV] to tear up, tear to pieces",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1472,1491,None,LEXICON,[STEM-PV],dax~al,dax~al,PV,"[KEV] to make or let enter, bring in, let in s.o. or s.th.+to insert, include, enter+[MEERA] to enter or put in",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1473,1492,None,LEXICON,[STEM-PV],xas~ar,xas~ar,PV,[KEV] to cause loss or damage,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1474,1493,None,LEXICON,[STEM-PV],Hal~al,Hal~al,PV,"[KEV] to make permissible or lawful, sanction+to declare permissible, allow+to make a chemical analysis+[MEERA] to assume something is Halal",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1475,1494,None,LEXICON,[STEM-PV],far~aE,far~aE,PV,"[KEV] to uncover (one's head), take off one's gitra or hat",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1476,1495,None,LEXICON,[STEM-PV],rab~aE,rab~aE,PV,"[KEV] to quadruple, increase fourfold",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1477,1496,None,LEXICON,[STEM-PV],*aw~ab,*aw~ab,PV,[KEV] to dissolve s.th.+to melt s.th.,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1478,1497,None,LEXICON,[STEM-PV],kal~ab,kal~ab,PV,"[KEV] to hold on to, cling to, stick to+to insist",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1479,1498,None,LEXICON,[STEM-PV],raj~aH,raj~aH,PV,"[KEV] to prefer, give preference to, favor",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1480,1499,None,LEXICON,[STEM-PV],Har~ak,Har~ak,PV,"[KEV] to move s.th., set s.th. in motion, operate+to start s.th., get s.th. started+to incite, stir up, provoke+[MEERA] to move",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1481,1500,None,LEXICON,[STEM-PV],rab~aY,rab~,PV,"[KEV] to raise, bring up+to raise, breed+to cause to grow, grow+to give birth, bear a child+[MEERA] to raise",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1482,1501,None,LEXICON,[STEM-PV],maw~at,maw~at,PV,"[KEV] to kill, put to death+[MEERA] to kill",pos:verb asp:p vox:a mod:i,,,#t trans,0,well-formedness:OK
1483,1502,None,LEXICON,[STEM-PV],daw~ax,daw~ax,PV,"[KEV] to make s.o. dizzy+to give s.o. a headache, bother s.o. a lot",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1484,1503,None,LEXICON,[STEM-PV],raf~aE,raf~aE,PV,"[KEV] to promote s.o., raise s.o. in salary or rank",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1485,1504,None,LEXICON,[STEM-PV],sal~af,sal~af,PV,"[KEV] to lend (money to s.o.), loan, advance",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1486,1505,None,LEXICON,[STEM-PV],sam~ad,sam~ad,PV,"[KEV] to fertilize, manure",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1487,1506,None,LEXICON,[STEM-PV],laz~aq,laz~aq,PV,"[KEV] to affix, stick, paste, join with glue",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1488,1507,None,LEXICON,[STEM-PV],raq~aT,raq~aT,PV,"[KEV] to speckle, spot s.th.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1489,1508,None,LEXICON,[STEM-PV],Saw~am,Saw~am,PV,[KEV] to cause to fast,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1490,1509,None,LEXICON,[STEM-PV],$ak~al,$ak~al,PV,"[KEV] to form, shape, fashion, create+to diversify, vary, variegate",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1491,1510,None,LEXICON,[STEM-PV],daf~aE,daf~aE,PV,"[KEV] to shove, push",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1492,1511,None,LEXICON,[STEM-PV],nas~aY,nas~,PV,[KEV] to make or cause s.o. to forget+[MEERA] to forget,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1493,1512,None,LEXICON,[STEM-PV],Har~af,Har~af,PV,"[KEV] to distort, twist, misconstrue",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1494,1513,None,LEXICON,[STEM-PV],dar~as,dar~as,PV,"[KEV] to teach, instruct",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1495,1514,None,LEXICON,[STEM-PV],waj~ab,waj~ab,PV,[KEV] to be courteous or hospitable toward s.o.,pos:verb asp:p vox:a mod:i,,,intrans,2,well-formedness:OK
1496,1692,None,LEXICON,[STEM-PV],zAg,zig,PV,"[KEV] to cause to swerve, deviate+to deceive, mislead",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,4,well-formedness:OK
1497,1516,None,LEXICON,[STEM-PV],wah~aq,wah~aq,PV,"[KEV] to confuse, mix s.o. up",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1498,1517,None,LEXICON,[STEM-PV],$ah~ad,$ah~ad,PV,[KEV] to make or cause to give testimony,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1499,1518,None,LEXICON,[STEM-PV],bal~aE,bal~aE,PV,[KEV] to make s.o. swallow s.th.,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1500,1519,None,LEXICON,[STEM-PV],waS~aY,waS~,PV,"[KEV] to ask, request, order+to order, place an order for+to advise, recommend+to make a will",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1501,1520,None,LEXICON,[STEM-PV],xal~af,xal~af,PV,"[KEV] to have a descendents, have offspring+to leave, leave behind",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1502,1521,None,LEXICON,[STEM-PV],zaw~aj,zaw~aj,PV,"[KEV] to marry off, give in marriage+[MEERA] to marry",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1503,1522,None,LEXICON,[STEM-PV],>ak~ad,>ak~ad,PV,"[KEV] to confirm s.th.+to assure, give assurance to s.o.+[KEV] to confirm s.th.+to assure, give assurance to s.o.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1504,1523,None,LEXICON,[STEM-PV],taw~aj,taw~aj,PV,[KEV] to crown s.o.,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1505,1524,None,LEXICON,[STEM-PV],dar~aY,dar~,PV,"[KEV] to inform, let s.o. know, acquaint s.o. or s.th.",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1506,1525,None,LEXICON,[STEM-PV],SaE~ab,SaE~ab,PV,"[KEV] to make difficult, hard",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1507,1526,None,LEXICON,[STEM-PV],xay~ab,xay~ab,PV,"[KEV] to disappoint, let down, dash",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1508,1527,None,LEXICON,[STEM-PV],faD~aH,faD~aH,PV,[MEERA] to cause a scandal,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1509,1528,None,LEXICON,[STEM-PV],HaD~ar,HaD~ar,PV,"[KEV] to prepare, make ready+to produce, make",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1510,1529,None,LEXICON,[STEM-PV],>a$~ar,>a$~ar,PV,"[KEV] to indicate, point out+to give a signal, gesture+to check (as a sign of approval)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1511,1530,None,LEXICON,[STEM-PV],Eaz~ab,Eaz~ab,PV,"[KEV] to be a guest, stay overnight+to give lodging to s.o., take s.o. in",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1512,1531,None,LEXICON,[STEM-PV],wax~ar,wax~ar,PV,"[KEV] to get out of the way, move aside+to get s.th. out of the way, move aside",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1513,1532,None,LEXICON,[STEM-PV],rat~ab,rat~ab,PV,"[KEV] to arrange, put into proper order, organize+to prepare, arrange+[MEERA] to organize",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1514,1533,None,LEXICON,[STEM-PV],nak~as,nak~as,PV,"[KEV] to fly at half-mast, lower at half-mast",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1515,1534,None,LEXICON,[STEM-PV],gal~aY,gal~,PV,[KEV] to raise the price of,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1516,1535,None,LEXICON,[STEM-PV],bad~al,bad~al,PV,"[KEV] to exchange for or replace s.o. or s.th. else+to change, alter+[MEERA] to change",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1517,1536,None,LEXICON,[STEM-PV],Hab~ab,Hab~ab,PV,[KEV] to cause to be liked or loved,pos:verb asp:p vox:a mod:i,,,intrans,1,well-formedness:OK
1518,1537,None,LEXICON,[STEM-PV],rad~ad,rad~ad,PV,[KEV] to repeat constantly,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1519,1538,None,LEXICON,[STEM-PV],jan~ab,jan~ab,PV,"[KEV] to keep away+to keep s.o. out of the way of (e.g., problems, danger, etc.)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1520,1539,None,LEXICON,[STEM-PV],Eal~aY,Eal~,PV,[KEV] to raise,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1521,1540,None,LEXICON,[STEM-PV],xar~ab,xar~ab,PV,"[KEV] to destroy, ruin, break down+to put out of order, damage+[MEERA] to destroy someone or sth",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1522,1541,None,LEXICON,[STEM-PV],>ad~ab,>ad~ab,PV,"[KEV] to teach manners, teach a lesson+to punish+[KEV] to teach manners, teach a lesson+to punish+[MEERA] to discipline",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1523,1542,None,LEXICON,[STEM-PV],saE~ar,saE~ar,PV,"[KEV] to price, set a price on s.th.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1524,1543,None,LEXICON,[STEM-PV],laH~an,laH~an,PV,[KEV] to compose music,pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
1525,1544,None,LEXICON,[STEM-PV],Say~af,Say~af,PV,"[KEV] to get late, be late for s.th.+to spend the summer",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1526,1545,None,LEXICON,[STEM-PV],EaT~a$,EaT~a$,PV,[KEV] to make s.o. thirsty,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1527,1546,None,LEXICON,[STEM-PV],>av~av,>av~av,PV,"[KEV] to furnish (a house, etc.)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1528,1547,None,LEXICON,[STEM-PV],rak~aD,rak~aD,PV,"[KEV] to make run, race, rush",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1529,1548,None,LEXICON,[STEM-PV],qar~aH,qar~aH,PV,[KEV] to ebb (water),pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1530,1549,None,LEXICON,[STEM-PV],zay~an,zay~an,PV,"[KEV] to decorate, adorn, ornament+to shave, give a shave to+to shave, get a shave",pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
1531,1550,None,LEXICON,[STEM-PV],Sad~aE,Sad~aE,PV,"[KEV] to trouble, bother, harass",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1532,1551,None,LEXICON,[STEM-PV],kal~af,kal~af,PV,"[KEV] to cost+to ask, require, assign+to bother, inconvenience",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1533,1552,None,LEXICON,[STEM-PV],baT~al,baT~al,PV,"[KEV] to open (e.g., a door, a bottle, a can, etc.)+to stop, leave off+[MEERA] to open",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1534,1553,None,LEXICON,[STEM-PV],$at~aY,$at~,PV,[KEV] to spend the winter,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1535,1554,None,LEXICON,[STEM-PV],kar~am,kar~am,PV,"[KEV] to honor, treat with respect (and food)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1536,1555,None,LEXICON,[STEM-PV],zaw~aE,zaw~aE,PV,[KEV] to cause to vomit,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1537,1556,None,LEXICON,[STEM-PV],Ham~as,Ham~as,PV,"[KEV] to make enthusiastic, stir up, excite",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1538,1557,None,LEXICON,[STEM-PV],waq~aE,waq~aE,PV,[KEV] to cause to fall+to drop+to sign+to cause to sign,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1539,1558,None,LEXICON,[STEM-PV],$ax~aT,$ax~aT,PV,[KEV] to scratch out,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1540,1559,None,LEXICON,[STEM-PV],raq~ad,raq~ad,PV,"[KEV] to put s.o. to bed, to put s.o. to sleep",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1541,1560,None,LEXICON,[STEM-PV],Sar~aH,Sar~aH,PV,"[KEV] to make an announcement, declare",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1542,1561,None,LEXICON,[STEM-PV],Haz~an,Haz~an,PV,"[KEV] to make s.o. sad, grieve s.o.",pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
1543,1562,None,LEXICON,[STEM-PV],baH~ar,baH~ar,PV,"[KEV] to travel by sea+to set sail, put to sea",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1544,1563,None,LEXICON,[STEM-PV],ma$~aY,ma$~,PV,"[KEV] to walk s.o., let s.o. walk+to make or let go, send+to advance, promote, further+to pass, allow s.o. to advance+[MEERA] to walk someone and/or sth or to be permissive and overlook an issue",pos:verb asp:p vox:a mod:i,,,trans #-ay,-4,well-formedness:OK
1545,1564,None,LEXICON,[STEM-PV],Eab~aY,Eab~,PV,[MEERA] to fill,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
1546,1565,None,LEXICON,[STEM-PV],qat~al,qat~al,PV,"[KEV] to slaughter, massacre, butcher",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1547,1566,None,LEXICON,[STEM-PV],*ab~aH,*ab~aH,PV,[KEV] to slaughter (large numbers),pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1548,1567,None,LEXICON,[STEM-PV],nay~am,nay~am,PV,[KEV] to put to sleep,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1549,1568,None,LEXICON,[STEM-PV],waf~aq,waf~aq,PV,"[KEV] to grant prosperity or success to s.o.+to reconcile, make peace between+[MEERA] to finish nad/or come to an end",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
1550,1569,None,LEXICON,[STEM-PV],raw~aE,raw~aE,PV,"[KEV] to frighten, scare s.o.+[MEERA] to scare",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
