,LINE,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-F,COND-S,INTRANS_SCORE,STATUS
806,818,None,LEXICON,[STEM-PV],yAl,yAl,PV,[MEERA] to dance (Al Yola اليولة is a traditional type of Emirati dancing normally done with a fake rifel in a public squre),pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,0,well-formedness:OK
807,819,None,LEXICON,[STEM-PV],xaraq,xaraq,PV,"[KEV] to violate, break (e.g., the law)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
808,820,None,LEXICON,[STEM-PV],gadaY,gad,PV,"[KEV] to become, turn into",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
809,821,None,LEXICON,[STEM-PV],DAq,Diq,PV,[KEV] to be or become narrow,pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,5,well-formedness:OK
810,822,None,LEXICON,[STEM-PV],DAq,DAq,PV,[KEV] to be or become narrow,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,5,well-formedness:OK
811,823,None,LEXICON,[STEM-PV],bagaY,bag,PV,"[KEV] to want, desire, wish, like to do s.th.+to need, require",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
812,825,None,LEXICON,[STEM-PV],Talaq,Tala#q,PV,[KEV] to be in labor,pos:verb asp:p vox:a mod:i,,,intrans,2,well-formedness:OK
813,826,None,LEXICON,[STEM-PV],saqaT,saqaT,PV,"[KEV] to fail, flunk+to fall, topple, collapse+to drop, sink down, decline",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
814,827,None,LEXICON,[STEM-PV],Hajaz,Hajaz,PV,"[KEV] to reserve, make a reservation+to seize, confiscate+to keep away, block off s.th.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
815,299,None,LEXICON,[STEM-PV],TAH,TiH,PV,"[KEV] to fall (down), drop+to fall ill, become sick+to be in season+to lie down+to despise, look down upon+[MEERA] to fall down",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,1,well-formedness:OK
816,829,None,LEXICON,[STEM-PV],rakad,rakad,PV,"[KEV] to be motionless, still, stagnant",pos:verb asp:p vox:a mod:i,,,intrans,6,well-formedness:OK
817,830,None,LEXICON,[STEM-PV],sAl,sil,PV,"[KEV] to flow (out of s.th.), stream, run+to leak",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,4,well-formedness:OK
818,831,None,LEXICON,[STEM-PV],sAl,sAl,PV,"[KEV] to flow (out of s.th.), stream, run+to leak",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,4,well-formedness:OK
819,832,None,LEXICON,[STEM-PV],zaraq,zaraq,PV,"[KEV] to go quickly, dash, hurry+to slip away, escape",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
820,833,None,LEXICON,[STEM-PV],xAb,xib,PV,"[KEV] to be lowered, let down, dashed",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,6,well-formedness:OK
821,834,None,LEXICON,[STEM-PV],xAb,xAb,PV,"[KEV] to be lowered, let down, dashed",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,6,well-formedness:OK
822,835,None,LEXICON,[STEM-PV],xasA,xas,PV,"[KEV] to lie, not to tell the truth",pos:verb asp:p vox:a mod:i,,,trans #-aA,0,well-formedness:OK
823,836,None,LEXICON,[STEM-PV],TaEan,TaEa#n,PV,"[KEV] to stab+to find fault with, discredit",pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
824,837,None,LEXICON,[STEM-PV],gAS,giS,PV,"[KEV] to dive, plunge, submerge+to become stuck (in the sand, mud)+to dive for pearls",pos:verb asp:p vox:a mod:i,c-suff,,intrans,4,well-formedness:OK
825,838,None,LEXICON,[STEM-PV],gAS,gAS,PV,"[KEV] to dive, plunge, submerge+to become stuck (in the sand, mud)+to dive for pearls",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans,4,well-formedness:OK
826,839,None,LEXICON,[STEM-PV],SAb,Sib,PV,"[KEV] to fall upon s.o., befall, happen to s.o.+to afflict, attack+to hit (a target)",pos:verb asp:p vox:a mod:i,c-suff,,trans hollow,0,well-formedness:OK
827,840,None,LEXICON,[STEM-PV],SAb,SAb,PV,"[KEV] to fall upon s.o., befall, happen to s.o.+to afflict, attack+to hit (a target)",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans hollow,0,well-formedness:OK
828,841,None,LEXICON,[STEM-PV],xaraT,xaraT,PV,[KEV] to talk nonsense,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
829,842,None,LEXICON,[STEM-PV],jAr,jir,PV,"[KEV] to wrong, oppress (on s.o.)",pos:verb asp:p vox:a mod:i,c-suff,,trans,0,well-formedness:OK
830,843,None,LEXICON,[STEM-PV],jAr,jAr,PV,"[KEV] to wrong, oppress (on s.o.)",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,0,well-formedness:OK
831,844,None,LEXICON,[STEM-PV],$Ab,$ib,PV,"[KEV] to grow old, become an old man, become gray-haired",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,4,well-formedness:OK
832,845,None,LEXICON,[STEM-PV],$Ab,$Ab,PV,"[KEV] to grow old, become an old man, become gray-haired",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,4,well-formedness:OK
833,300,None,LEXICON,[STEM-PV],TAH,TAH,PV,"[KEV] to fall (down), drop+to fall ill, become sick+to be in season+to lie down+to despise, look down upon+[MEERA] to fall down",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,1,well-formedness:OK
834,481,None,LEXICON,[STEM-PV],tAH,tiH,PV,"[KEV] to throw, throw away",pos:verb asp:p vox:a mod:i,c-suff,,trans hollow,0,well-formedness:OK
835,848,None,LEXICON,[STEM-PV],jadal,jadal,PV,"[KEV] to braid, plait (the hair, a rope, etc.)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
836,849,None,LEXICON,[STEM-PV],fAd,fid,PV,"[KEV] to benefit, help, be of use, be useful, helpful, beneficial+to inform, let know, notify",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,3,well-formedness:OK
837,850,None,LEXICON,[STEM-PV],fAd,fAd,PV,"[KEV] to benefit, help, be of use, be useful, helpful, beneficial+to inform, let know, notify",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,3,well-formedness:OK
838,851,None,LEXICON,[STEM-PV],nadam,nada#m,PV,[KEV] to be sorry for,pos:verb asp:p vox:a mod:i,,,intrans,6,well-formedness:OK
839,852,None,LEXICON,[STEM-PV],sakar,saka#r,PV,"[KEV] to get drunk, become intoxicated+to drink liquor",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
840,853,None,LEXICON,[STEM-PV],$akaY,$ak,PV,"[KEV] to complain about+to suffer, make a complaint",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
841,854,None,LEXICON,[STEM-PV],naHat,naHa#t,PV,"[KEV] to chisel, sculpture",pos:verb asp:p vox:a mod:i,,,#t trans,0,well-formedness:OK
842,855,None,LEXICON,[STEM-PV],qanaE,qana#E,PV,"[KEV] to be or become convinced, persuaded",pos:verb asp:p vox:a mod:i,,,intrans,2,well-formedness:OK
843,856,None,LEXICON,[STEM-PV],daham,daha#m,PV,[KEV] to be or become insane,pos:verb asp:p vox:a mod:i,,,intrans,2,well-formedness:OK
844,857,None,LEXICON,[STEM-PV],faTam,faTam,PV,[KEV] to wean,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
845,858,None,LEXICON,[STEM-PV],jazaf,jazaf,PV,[KEV] to be abundant or plentiful,pos:verb asp:p vox:a mod:i,,,intrans,5,well-formedness:OK
846,859,None,LEXICON,[STEM-PV],raSad,raSad,PV,"[KEV] to observe, watch (stars)+to appropriate, earmark",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
847,860,None,LEXICON,[STEM-PV],HAz,Hiz,PV,"[KEV] to obtain, achieve, get",pos:verb asp:p vox:a mod:i,c-suff,,intrans,4,well-formedness:OK
848,861,None,LEXICON,[STEM-PV],HAz,HAz,PV,"[KEV] to obtain, achieve, get",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans,4,well-formedness:OK
849,862,None,LEXICON,[STEM-PV],jaraf,jaraf,PV,"[KEV] to wash away, carry downstream",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
850,863,None,LEXICON,[STEM-PV],mad~,mad~,PV,"[KEV] to stretch out (e.g., one's leg), extend, stretch+to lay, lay out, spread out+to sail, set sail",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
851,864,None,LEXICON,[STEM-PV],$arak,$arak,PV,"[KEV] to include, make a partner or participant",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
852,865,None,LEXICON,[STEM-PV],wazan,wazan,PV,"[KEV] to weigh, weigh out",pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
853,866,None,LEXICON,[STEM-PV],tarak,tarak,PV,"[KEV] to leave s.th.+to give up (e.g., a habit)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
854,867,None,LEXICON,[STEM-PV],fa$al,fa$a#l,PV,"[KEV] to fail, be unsuccessful",pos:verb asp:p vox:a mod:i,,,intrans,5,well-formedness:OK
855,868,None,LEXICON,[STEM-PV],rAH,riH,PV,"[KEV] expresses likelihood, future, or alternate action+to go, go away, leave, depart+to go to s.o or to some place+to go to do s.th., go in order to do s.th.+[MEERA] to leave",pos:verb asp:p vox:a mod:i,c-suff,,intrans,4,well-formedness:OK
856,869,None,LEXICON,[STEM-PV],rAH,rAH,PV,"[KEV] expresses likelihood, future, or alternate action+to go, go away, leave, depart+to go to s.o or to some place+to go to do s.th., go in order to do s.th.+[MEERA] to leave",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans,4,well-formedness:OK
857,870,None,LEXICON,[STEM-PV],karam,karam,PV,[KEV] to be generous to s.o.,pos:verb asp:p vox:a mod:i,,,intrans,1,well-formedness:OK
858,871,None,LEXICON,[STEM-PV],zAH,ziH,PV,"[KEV] to take away, remove, drive away",pos:verb asp:p vox:a mod:i,c-suff,,trans hollow,0,well-formedness:OK
859,872,None,LEXICON,[STEM-PV],zAH,zAH,PV,"[KEV] to take away, remove, drive away",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans hollow,0,well-formedness:OK
860,873,None,LEXICON,[STEM-PV],saqaY,saq,PV,"[MEERA] to water+[KEV] to water, provide water for",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
861,874,None,LEXICON,[STEM-PV],hamas,hamas,PV,[KEV] to whisper,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
862,875,None,LEXICON,[STEM-PV],Ha$ad,Ha$ad,PV,"[KEV] to gather, mass, mobilize",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
863,876,None,LEXICON,[STEM-PV],satar,satar,PV,"[KEV] to hide, conceal, cover up+to shield, protect, watch over, guard",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
864,877,None,LEXICON,[STEM-PV],Eabad,Eabad,PV,[KEV] to worship+to adore,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
865,878,None,LEXICON,[STEM-PV],Eanwan,Eanwan,PV,[KEV] to address,pos:verb asp:p vox:a mod:i,,,#n trans,0,well-formedness:OK
866,482,None,LEXICON,[STEM-PV],tAH,tAH,PV,"[KEV] to throw, throw away",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans hollow,0,well-formedness:OK
867,486,None,LEXICON,[STEM-PV],tAh,tih,PV,"[KEV] to get lost, lose one's way",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,4,well-formedness:OK
868,881,None,LEXICON,[STEM-PV],EaTa$,EaTa#$,PV,[KEV] to be or become thirsty,pos:verb asp:p vox:a mod:i,,,intrans,6,well-formedness:OK
869,882,None,LEXICON,[STEM-PV],qaT~,qaT~,PV,"[KEV] to throw s.th. away, discard+to put, place+to drop s.o. (at some place), to cause to get off, disembark",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
870,883,None,LEXICON,[STEM-PV],naT~,naT~,PV,"[KEV] to butt in, jump in",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
871,884,None,LEXICON,[STEM-PV],TaraH,Tara#H,PV,"[KEV] to cause s.o. to lie down flat, to lay flat+to dock, anchor+to have a miscarriage",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
872,885,None,LEXICON,[STEM-PV],Safar,Safar,PV,[KEV] to whistle,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
873,886,None,LEXICON,[STEM-PV],$aEar,$aEar,PV,"[KEV] to sense, feel+to realize, notice",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
874,887,None,LEXICON,[STEM-PV],zAr,zir,PV,"[KEV] to visit s.o. or s.th., call on or pay a visit to s.o.",pos:verb asp:p vox:a mod:i,c-suff,,trans,0,well-formedness:OK
875,888,None,LEXICON,[STEM-PV],zAr,zAr,PV,"[KEV] to visit s.o. or s.th., call on or pay a visit to s.o.",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,0,well-formedness:OK
876,889,None,LEXICON,[STEM-PV],rajaf,rajaf,PV,"[KEV] to tremble, shiver, shake",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
877,890,None,LEXICON,[STEM-PV],baH~,baH~,PV,[KEV] to make hoarse,pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
878,891,None,LEXICON,[STEM-PV],Eabar,Eabar,PV,"[KEV] to cross (a street, a river, etc.)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
879,892,None,LEXICON,[STEM-PV],wasaE,wasa#E,PV,"[KEV] to hold, have room for, be large enough for",pos:verb asp:p vox:a mod:i,,,intrans,5,well-formedness:OK
880,893,None,LEXICON,[STEM-PV],$Af,$if,PV,"[KEV] to see+to find out, find+to encounter, experience+to consider, think, be of the opinion+[MEERA] to see",pos:verb asp:p vox:a mod:i,c-suff,,trans,-3,well-formedness:OK
881,894,None,LEXICON,[STEM-PV],$Af,$Af,PV,"[KEV] to see+to find out, find+to encounter, experience+to consider, think, be of the opinion+[MEERA] to see",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,-3,well-formedness:OK
882,895,None,LEXICON,[STEM-PV],Hab~,Hab~,PV,"[KEV] to kiss+to like, love s.o. or s.th.+[MEERA] to fall in love",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
883,896,None,LEXICON,[STEM-PV],$agal,$agal,PV,"[KEV] to occupy, busy s.o. with s.th.+to make uneasy, apprehensive+to disturb+to occupy, take up",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
884,897,None,LEXICON,[STEM-PV],TAf,Tif,PV,"[KEV] to circumambulate, run around, walk around+to float+to be or become flooded+to exceed, be greater than+to finishe, come to an end+[MEERA] to pass by",pos:verb asp:p vox:a mod:i,c-suff,,trans,-2,well-formedness:OK
885,898,None,LEXICON,[STEM-PV],TAf,TAf,PV,"[KEV] to circumambulate, run around, walk around+to float+to be or become flooded+to exceed, be greater than+to finishe, come to an end+[MEERA] to pass by",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,-2,well-formedness:OK
886,899,None,LEXICON,[STEM-PV],madaH,mada#H,PV,"[KEV] to praise, commend+[MEERA] to compliment",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
887,900,None,LEXICON,[STEM-PV],na*ar,na*ar,PV,"[KEV] to vow, make a vow, pledge (a sacrifice) to God",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
888,901,None,LEXICON,[STEM-PV],waEaY,waE,PV,"[KEV] to wake up, awaken",pos:verb asp:p vox:a mod:i,,,intrans #-ay,3,well-formedness:OK
889,902,None,LEXICON,[STEM-PV],sabaq-i,saba#q,PV,[MEERA] to go ahead of someone,pos:verb asp:p vox:a mod:i,,,trans,1,well-formedness:OK
890,903,None,LEXICON,[STEM-PV],sakat,sakat,PV,"[KEV] to be or become silent+to quiet down, calm down",pos:verb asp:p vox:a mod:i,,,#t intrans,5,well-formedness:OK
891,904,None,LEXICON,[STEM-PV],$araH,$ara#H,PV,"[KEV] to explain, make clear or plain, illustrate+[KEV] to explain, make clear or plain, illustrate",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
892,905,None,LEXICON,[STEM-PV],Zahar,Zaha#r,PV,"[KEV] to appear, come into view, emerge+to leave, go away+to be or become apparent, clear, obvious+[MEERA] to leave and/or go out",pos:verb asp:p vox:a mod:i,,,intrans,2,well-formedness:OK
893,906,None,LEXICON,[STEM-PV],$ab~,$ab~,PV,"[KEV] to become a young man, grow up+to break out (fire, war, etc.)+to turn on (the light)",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
894,907,None,LEXICON,[STEM-PV],*Ab,*ib,PV,[KEV] to dissolve+to melt,pos:verb asp:p vox:a mod:i,c-suff,,intrans,4,well-formedness:OK
895,908,None,LEXICON,[STEM-PV],*Ab,*Ab,PV,[KEV] to dissolve+to melt,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans,4,well-formedness:OK
896,909,None,LEXICON,[STEM-PV],jAE,jiE,PV,[KEV] to be or become hungry,pos:verb asp:p vox:a mod:i,c-suff,,intrans,6,well-formedness:OK
897,910,None,LEXICON,[STEM-PV],jAE,jAE,PV,[KEV] to be or become hungry,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans,6,well-formedness:OK
898,911,None,LEXICON,[STEM-PV],$amal,$amal,PV,"[KEV] to include, imply",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
899,912,None,LEXICON,[STEM-PV],sajad,sajad,PV,"[KEV] to bow down, prostrate oneself in prayer",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
900,913,None,LEXICON,[STEM-PV],salax,sala#x,PV,[KEV] to skin (an animal)+to skin (an animal),pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
901,914,None,LEXICON,[STEM-PV],najaH,naja#H,PV,"[KEV] to pass (an examination)+to succeed, be successful",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
902,915,None,LEXICON,[STEM-PV],bazar,bazar,PV,[KEV] to sow seeds,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
903,916,None,LEXICON,[STEM-PV],HalA,Hal,PV,"[KEV] to be or become sweet+to become pleasant, nice, enjoyable",pos:verb asp:p vox:a mod:i,,,intrans #-aA,6,well-formedness:OK
904,917,None,LEXICON,[STEM-PV],najA,naj,PV,"[KEV] to escape (s.th.), be saved, be rescued from s.th.",pos:verb asp:p vox:a mod:i,,,intrans #-aA,3,well-formedness:OK
905,918,None,LEXICON,[STEM-PV],ka$at,ka$at,PV,"[KEV] to go out on a picnic, have an outing",pos:verb asp:p vox:a mod:i,,,#t trans,0,well-formedness:OK
906,919,None,LEXICON,[STEM-PV],xabaS,xabaS,PV,"[KEV] to mix up, distract, confuse",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
907,920,None,LEXICON,[STEM-PV],lakam,lakam,PV,"[KEV] to punch, strike with the fist",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
908,487,None,LEXICON,[STEM-PV],tAh,tAh,PV,"[KEV] to get lost, lose one's way",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,4,well-formedness:OK
909,879,None,LEXICON,[STEM-PV],tAH-i,tiH,PV,"[KEV] to throw, throw away",pos:verb asp:p vox:a mod:i,c-suff,,trans,0,well-formedness:OK
910,880,None,LEXICON,[STEM-PV],tAH-i,tAH,PV,"[KEV] to throw, throw away",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,0,well-formedness:OK
911,879,None,LEXICON,[STEM-PV],tAH-u,tiH,PV,"[KEV] to throw, throw away",pos:verb asp:p vox:a mod:i,c-suff,,trans,0,well-formedness:OK
912,880,None,LEXICON,[STEM-PV],tAH-u,tAH,PV,"[KEV] to throw, throw away",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,0,well-formedness:OK
913,924,None,LEXICON,[STEM-PV],mar~,mar~,PV,"[KEV] to pass, drop in (on s.o. or s.th.), drop by, go through+to pass, elapse, go by",pos:verb asp:p vox:a mod:i,,,intrans gem,4,well-formedness:OK
914,925,None,LEXICON,[STEM-PV],>a*an,>a*an,PV,[KEV] to give permission (to do s.th.),pos:verb asp:p vox:a mod:i,c-suff||n-suff,,#n trans,0,well-formedness:OK
915,926,None,LEXICON,[STEM-PV],>a*an,*an,PV,[KEV] to give permission (to do s.th.),pos:verb asp:p vox:a mod:i,v-suff,,#n trans,0,well-formedness:OK
916,927,None,LEXICON,[STEM-PV],kamal,kama#l,PV,"[KEV] to be finished, done, completed+to be concluded, come to a close",pos:verb asp:p vox:a mod:i,,,intrans,7,well-formedness:OK
917,928,None,LEXICON,[STEM-PV],*al~,*al~,PV,"[KEV] to be or become despised, contemptible, lowly+[MEERA] to humiliate",pos:verb asp:p vox:a mod:i,,,intrans gem,1,well-formedness:OK
918,929,None,LEXICON,[STEM-PV],SAd,Sid,PV,"[KEV] to catch, trap+to fish",pos:verb asp:p vox:a mod:i,c-suff,,trans hollow,0,well-formedness:OK
919,930,None,LEXICON,[STEM-PV],SAd,SAd,PV,"[KEV] to catch, trap+to fish",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans hollow,0,well-formedness:OK
920,931,None,LEXICON,[STEM-PV],biqiy,biq,PV,"[KEV] to stay, remain+to continue, go on doing s.th.",pos:verb asp:p vox:a mod:i,,,intrans #-iy,4,well-formedness:OK
921,932,None,LEXICON,[STEM-PV],nasaY,nas,PV,[KEV] to forget+to forget to do s.th.+to forget+to forget to do s.th.+[MEERA] to forget,pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
922,933,None,LEXICON,[STEM-PV],$atam,$atam,PV,"[KEV] to call s.o. bad names, curse s.o.",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
923,934,None,LEXICON,[STEM-PV],bazaq,bazaq,PV,[KEV] to spit,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
924,935,None,LEXICON,[STEM-PV],rasam,rasam,PV,"[KEV] to draw, sketch",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
925,936,None,LEXICON,[STEM-PV],jal~,jal~,PV,"[KEV] to be exalted, great",pos:verb asp:p vox:a mod:i,,,intrans gem,2,well-formedness:OK
926,937,None,LEXICON,[STEM-PV],ka$~,ka$~,PV,[KEV] to refrain from+to shrink,pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
927,938,None,LEXICON,[STEM-PV],ka*ab,ka*ab,PV,"[MEERA] to lie+[KEV] to lie, tell lies+to lie tell lies to s.o.",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
928,939,None,LEXICON,[STEM-PV],baqaY,baq,PV,"[KEV] to stay, remain+to continue, go on doing s.th.",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
929,940,None,LEXICON,[STEM-PV],jad~,jad~,PV,"[KEV] to work hard+to be serious, be in earnest+to become new",pos:verb asp:p vox:a mod:i,,,intrans gem,7,well-formedness:OK
930,941,None,LEXICON,[STEM-PV],Eavar,Eavar,PV,"[KEV] to trip, stumble+to find, run into",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
931,942,None,LEXICON,[STEM-PV],xatam,xatam,PV,"[KEV] to seal+to stamp, impress with a stamp+to conclude, terminate+to read (the Quran)",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
932,943,None,LEXICON,[STEM-PV],salaq,salaq,PV,"[KEV] to boil, cook in boiling water",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
933,944,None,LEXICON,[STEM-PV],malak,malak,PV,"[KEV] to own, possess, have+to contract a marriage, marry (a woman)+to marry+to own, possess, have+to contract a marriage, marry (a woman)+to marry",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
934,945,None,LEXICON,[STEM-PV],ra$A,ra$,PV,[KEV] to bribe,pos:verb asp:p vox:a mod:i,,,trans #-aA,0,well-formedness:OK
935,946,None,LEXICON,[STEM-PV],balaY,bal,PV,"[KEV] to afflict, torment s.o. with s.th.",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
936,947,None,LEXICON,[STEM-PV],sAq,siq,PV,"[KEV] to drive, operate (a vehicle)+to force to go",pos:verb asp:p vox:a mod:i,c-suff,,trans,0,well-formedness:OK
937,948,None,LEXICON,[STEM-PV],sAq,sAq,PV,"[KEV] to drive, operate (a vehicle)+to force to go",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,0,well-formedness:OK
938,949,None,LEXICON,[STEM-PV],SaqaE,Saqa#E,PV,"[KEV] to yell, shriek+to strike (with a heavy object)",pos:verb asp:p vox:a mod:i,,,intrans,3,well-formedness:OK
939,950,None,LEXICON,[STEM-PV],daras,daras,PV,[KEV] to study,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
940,951,None,LEXICON,[STEM-PV],qaS~,qaS~,PV,"[KEV] to cut, cut off, clip (s.th. with scissors)+to lie, tell lies+to inite to evil, tempt+to make s.o. tired, weary, fatigued+[MEERA] to lie or to cut",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
941,954,None,LEXICON,[STEM-PV],raSaf,raSaf,PV,"[KEV] to pave, lay with stone",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
942,955,None,LEXICON,[STEM-PV],bAd,bid,PV,"[KEV] to exterminate, annihilate",pos:verb asp:p vox:a mod:i,c-suff,,intrans hollow,4,well-formedness:OK
943,956,None,LEXICON,[STEM-PV],bAd,bAd,PV,"[KEV] to exterminate, annihilate",pos:verb asp:p vox:a mod:i,n-suff||v-suff,,intrans hollow,4,well-formedness:OK
944,957,None,LEXICON,[STEM-PV],*ab~,*ab~,PV,"[KEV] to throw, toss+to throw away, discard",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
945,958,None,LEXICON,[STEM-PV],raHal,raHa#l,PV,"[KEV] to move about, migrate, move away",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
946,959,None,LEXICON,[STEM-PV],naTaH,naTa#H,PV,[KEV] to butt,pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
947,960,None,LEXICON,[STEM-PV],DaraT,DaraT,PV,"[KEV] to fart, break wind",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
948,961,None,LEXICON,[STEM-PV],nabaE,naba#E,PV,"[KEV] to spring, originate, flow",pos:verb asp:p vox:a mod:i,,,intrans,4,well-formedness:OK
949,962,None,LEXICON,[STEM-PV],EaZ~am,EaZ~am,PV,"[KEV] to magnify, enlarge, make greater",pos:verb asp:p vox:a mod:i,,,trans,0,well-formedness:OK
950,963,None,LEXICON,[STEM-PV],bakaY,bak,PV,"[KEV] to cry, weep+to mourn, lament",pos:verb asp:p vox:a mod:i,,,trans #-ay,0,well-formedness:OK
951,964,None,LEXICON,[STEM-PV],Sax~,Sax~,PV,"[KEV] to hold, hold s.th. forth",pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
952,965,None,LEXICON,[STEM-PV],laT~,laT~,PV,[MEERA] to slap someone,pos:verb asp:p vox:a mod:i,,,trans gem,0,well-formedness:OK
