,LINE,EXCLUDE,DEFINE,VARIANT,CLASS,SCOPE,PREFIX,STEM,SUFFIX,
0,1,PV,ORDER,MSA,VERBAL,pos:verb,[CONJ],[STEM-PV] [PVBuff],[PVSuff] [PRON],Perfective
