,PATTERN_ABSTRACT,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
1050,1A2a3,,w.>.\1,,BACKOFF,[STEM-PV],1uw}i3,lex:wA'a\1,,wuw}i\1,,,wuw}i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^ww}([^ntwyA}&])$,1,
1051,1A2a3,,w.\1.\1,,BACKOFF,[STEM-PV],1uw2i3,lex:wA\1~,,wuw\1i\1,,,wuw\1i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,c-suff,,gem intrans,^ww([^ntwyA}&])\1$,1,
1052,1A2a3,,w.\1.\1,,BACKOFF,[STEM-PV],1uw2~,lex:wA\1~,,wuw\1~,,,wuw\1~/PV_PASS,na,pos:verb asp:p vox:p mod:i,v-suff,,gem intrans,^ww([^ntwyA}&])$,1,
1053,1a2a3,,w.\1.\1,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1~-a,,wu\1i\1,,,wu\1i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,c-suff,,gem intrans,^w([^ntwyA}&])\1$,1,
1054,1a2a3,,w.\1.\1,,BACKOFF,[STEM-PV],1u2~,lex:wa\1~-a,,wu\1~,,,wu\1~/PV_PASS,na,pos:verb asp:p vox:p mod:i,v-suff,,gem intrans,^w([^ntwyA}&])$,1,
1055,1a2a3,,w.\1.\1,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1~-u,,wu\1i\1,,,wu\1i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,c-suff,,gem intrans,^w([^ntwyA}&])\1$,1,
1056,1a2a3,,w.\1.\1,,BACKOFF,[STEM-PV],1u2~,lex:wa\1~-u,,wu\1~,,,wu\1~/PV_PASS,na,pos:verb asp:p vox:p mod:i,v-suff,,gem intrans,^w([^ntwyA}&])$,1,
1057,1A2a3,,\1.y.>,,BACKOFF,[STEM-PV],1uw2i},lex:\1Aya>,,\1uwyi},,,\1uwyi}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^([^wyA}&])wy}$,1,
1058,1a2a3,,w.n.n,,BACKOFF,[STEM-PV],1u2i3,lex:wan~-i,,wunin,,,wunin/PV_PASS,na,pos:verb asp:p vox:p mod:i,c-suff,,#n gem intrans,^wnn$,1,
1059,1a2a3,,y.>.\1,,BACKOFF,[STEM-PV],1u}i3,lex:ya}i\1-a,,yu}i\1,,,yu}i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y}([^ntwyA}&])$,1,
1060,1a2a3,,\1.\2.y,,BACKOFF,[STEM-PV],1u2,lex:\1a\2A-i,,\1u\2,,,\1u\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^([^wyA}&])([^wyA}&])$,1,
1061,1a2a3,,y.>.\1,,BACKOFF,[STEM-PV],1u}i3,lex:ya}i\1-i,,yu}i\1,,,yu}i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y}([^ntwyA}&])$,1,
1062,1A2a3,,y.w.\1,,BACKOFF,[STEM-PV],1uw2i3,lex:yAwa\1,,yuwwi\1,,,yuwwi\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^yww([^ntwyA}&])$,1,
1063,ta1a2~3,,>.w.\1,,BACKOFF,[STEM-PV],tu&u2~i3,lex:ta>aw~a\1,,tu&uw~i\1,,,tu&uw~i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^t&w([^ntwyA}&])$,1,
1064,ta1a2~3,,>.y.\1,,BACKOFF,[STEM-PV],tu&u2~i3,lex:ta>ay~a\1,,tu&uy~i\1,,,tu&uy~i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^t&y([^ntwyA}&])$,1,
1065,ta1a2~3,,w.>.\1,,BACKOFF,[STEM-PV],tu1u}~i3,lex:tawa>~a\1,,tuwu}~i\1,,,tuwu}~i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^tw}([^ntwyA}&])$,1,
1066,ta1A2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],tu1uw2~,lex:ta\1A\2~,,tu\1uw\2~,,,tu\1uw\2~/PV_PASS,na,pos:verb asp:p vox:p mod:i,v-suff,,gem intrans,^t([^wyA}&])w([^ntwyA}&])$,1,
1067,ta1A2a3,,\1.t.t,,BACKOFF,[STEM-PV],tu1uw2i3,lex:ta\1At~,,tu\1uwtit,,,tu\1uwtit/PV_PASS,na,pos:verb asp:p vox:p mod:i,c-suff,,#t gem intrans,^t([^wyA}&])wtt$,1,
1068,1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1u2i},lex:\1a\2a>-u,,\1u\2i},,,\1u\2i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^([^wyA}&])([^wyA}&])}$,1,
1069,1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1u2i},lex:\1a\2a>-i,,\1u\2i},,,\1u\2i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^([^wyA}&])([^wyA}&])}$,1,
1070,1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],1u2i3,lex:\1ayi\2,,\1uyi\2,,,\1uyi\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^([^wyA}&])y([^ntwyA}&])$,1,
1071,1a2o3a4,,\1.y.\2.n,,BACKOFF,[STEM-PV],1u2o3i4,lex:\1ayo\2an,,\1uyo\2in,,,\1uyo\2in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^([^wyA}&])y([^wyA}&])n$,1,
1072,1A2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1uw2i3,lex:wA\1a\2,,wuw\1i\2,,,wuw\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^ww([^wyA}&])([^ntwyA}&])$,1,
1073,1A2a3,,w.\1.y,,BACKOFF,[STEM-PV],1uw2,lex:wA\1aY,,wuw\1,,,wuw\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^ww([^wyA}&])$,1,
1074,1A2a3,,w.\1.n,,BACKOFF,[STEM-PV],1uw2i3,lex:wA\1an,,wuw\1in,,,wuw\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^ww([^wyA}&])n$,1,
1075,1A2a3,,w.\1.y,,BACKOFF,[STEM-PV],1uw2,lex:wA\1aY-i,,wuw\1,,,wuw\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^ww([^wyA}&])$,1,
1076,1A2a3,,w.\1.>,,BACKOFF,[STEM-PV],1uw2i},lex:wA\1a>,,wuw\1i},,,wuw\1i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^ww([^wyA}&])}$,1,
1077,1a2a3,,w.\1.>,,BACKOFF,[STEM-PV],1u2i},lex:wa\1u&-u,,wu\1i},,,wu\1i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])}$,1,
1078,1a2a3,,w.\1.>,,BACKOFF,[STEM-PV],1u2i},lex:wa\1i}-a,,wu\1i},,,wu\1i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])}$,1,
1079,1a2~a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2~i3,lex:wa\1~a\2,,wu\1~i\2,,,wu\1~i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1080,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1i\2-a,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1081,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1a\2,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1082,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1a\2-i,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1083,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1u\2-u,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1084,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1a\2-a,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1085,1a2a3,,w.\1.>,,BACKOFF,[STEM-PV],1u2i},lex:wa\1a>-a,,wu\1i},,,wu\1i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])}$,1,
1086,1a2a3,,w.\1.>,,BACKOFF,[STEM-PV],1u2i},lex:wa\1i},,wu\1i},,,wu\1i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])}$,1,
1087,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1i\2-i,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1088,1a2o3a4,,w.\1.w.\2,,BACKOFF,[STEM-PV],1u2o3i4,lex:wa\1owa\2,,wu\1owi\2,,,wu\1owi\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])w([^ntwyA}&])$,1,
1089,1a2a3,,w.\1.y,,BACKOFF,[STEM-PV],1u2,lex:wa\1aY-i,,wu\1,,,wu\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^w([^wyA}&])$,1,
1090,1a2~a3,,w.\1.y,,BACKOFF,[STEM-PV],1u2~,lex:wa\1~aY,,wu\1~,,,wu\1~/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^w([^wyA}&])$,1,
1091,1a2o3a4,,w.\1.\2.\3,,BACKOFF,[STEM-PV],1u2o3i4,lex:wa\1o\2a\3,,wu\1o\2i\3,,,wu\1o\2i\3/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
1092,1a2a3,,w.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1an-i,,wu\1in,,,wu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^w([^wyA}&])n$,1,
1093,1a2a3,,w.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1in-a,,wu\1in,,,wu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^w([^wyA}&])n$,1,
1094,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1u\2,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1095,1a2~a3,,w.\1.>,,BACKOFF,[STEM-PV],1u2~i},lex:wa\1~a>,,wu\1~i},,,wu\1~i}/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])}$,1,
1096,1a2~a3,,w.\1.n,,BACKOFF,[STEM-PV],1u2~i3,lex:wa\1~an,,wu\1~in,,,wu\1~in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^w([^wyA}&])n$,1,
1097,1a2~a3,,w.\1.t,,BACKOFF,[STEM-PV],1u2~i3,lex:wa\1~at,,wu\1~it,,,wu\1~it/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#t intrans,^w([^wyA}&])t$,1,
1098,1a2a3,,w.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1u\2-a,,wu\1i\2,,,wu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^w([^wyA}&])([^ntwyA}&])$,1,
1099,1a2a3,,w.\1.y,,BACKOFF,[STEM-PV],1u2iy,lex:wa\1iy-i,,wu\1iy,,,wu\1iy/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^w([^wyA}&])y$,1,
1100,1a2a3,,w.n.n,,BACKOFF,[STEM-PV],1u2~,lex:wan~-i,,wun~,,,wun~/PV_PASS,na,pos:verb asp:p vox:p mod:i,v-suff,,#n gem intrans,^wn$,1,
1101,1a2a3,,w.\1.y,,BACKOFF,[STEM-PV],1u2iy,lex:wa\1iy-a,,wu\1iy,,,wu\1iy/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#-iy intrans,^w([^wyA}&])y$,1,
1102,1a2a3,,w.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1un-u,,wu\1in,,,wu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^w([^wyA}&])n$,1,
1103,1a2a3,,w.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:wa\1in-i,,wu\1in,,,wu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^w([^wyA}&])n$,1,
1104,ta1A2a3,,w.>.\1,,BACKOFF,[STEM-PV],tu1uw}i3,lex:tawA'a\1,,tuwuw}i\1,,,tuwuw}i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^tww}([^ntwyA}&])$,1,
1105,1A2a3,,y.\1.\2,,BACKOFF,[STEM-PV],1uw2i3,lex:yA\1a\2,,yuw\1i\2,,,yuw\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^yw([^wyA}&])([^ntwyA}&])$,1,
1106,ta1A2a3,,w.\1.\1,,BACKOFF,[STEM-PV],tu1uw2~,lex:tawA\1~,,tuwuw\1~,,,tuwuw\1~/PV_PASS,na,pos:verb asp:p vox:p mod:i,v-suff,,gem intrans,^tww([^ntwyA}&])$,1,
1107,1a2~a3,,y.\1.\2,,BACKOFF,[STEM-PV],1u2~i3,lex:ya\1~a\2,,yu\1~i\2,,,yu\1~i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y([^wyA}&])([^ntwyA}&])$,1,
1108,1a2a3,,y.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1i\2-a,,yu\1i\2,,,yu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y([^wyA}&])([^ntwyA}&])$,1,
1109,1a2a3,,y.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1a\2-i,,yu\1i\2,,,yu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y([^wyA}&])([^ntwyA}&])$,1,
1110,1a2a3,,y.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1u\2-u,,yu\1i\2,,,yu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y([^wyA}&])([^ntwyA}&])$,1,
1111,1a2a3,,y.\1.\2,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1a\2-a,,yu\1i\2,,,yu\1i\2/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,intrans,^y([^wyA}&])([^ntwyA}&])$,1,
1112,1a2a3,,y.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1in-a,,yu\1in,,,yu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^y([^wyA}&])n$,1,
1113,1a2~a3,,y.\1.n,,BACKOFF,[STEM-PV],1u2~i3,lex:ya\1~an,,yu\1~in,,,yu\1~in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^y([^wyA}&])n$,1,
1114,1a2a3,,y.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1an-u,,yu\1in,,,yu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^y([^wyA}&])n$,1,
1115,1a2a3,,y.\1.n,,BACKOFF,[STEM-PV],1u2i3,lex:ya\1un-u,,yu\1in,,,yu\1in/PV_PASS,na,pos:verb asp:p vox:p mod:i,,,#n intrans,^y([^wyA}&])n$,1,
1116,ta1A2a3,,w.\1.\1,,BACKOFF,[STEM-PV],tu1uw2i3,lex:tawA\1~,,tuwuw\1i\1,,,tuwuw\1i\1/PV_PASS,na,pos:verb asp:p vox:p mod:i,c-suff,,gem intrans,^tww([^ntwyA}&])\1$,1,
