,PATTERN_ABSTRACT,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
110,{i1ota2a3,,w.\1.>,,BACKOFF,[STEM-PV],{it~a2,lex:{it~a\1a>,,{it~a\1,,,{it~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^At([^wyA}&])$,1,
111,{i1ota2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{i1~a>a3,lex:{i\1~a>a\2,,{i\1~a>a\2,,,{i\1~a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
112,{i1ota2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{i1ota3,lex:{i\1otA\2,,{i\1ota\2,,,{i\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])t([^ntwyA}&])$,1,
113,{i1ota2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{i1otA3,lex:{i\1otA\2,,{i\1otA\2,,,{i\1otA\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])tA([^ntwyA}&])$,1,
114,{i1ota2a3,,\1.w.y,,BACKOFF,[STEM-PV],{i1ota2,lex:{i\1otawaY,,{i\1otaw,,,{i\1otaw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])tw$,1,
115,{i1ota2a3,,\1.\2.n,,BACKOFF,[STEM-PV],{i1ota2a3,lex:{i\1ota\2an,,{i\1ota\2an,,,{i\1ota\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])t([^wyA}&])n$,1,
116,{i1ota2a3,,\1.w.n,,BACKOFF,[STEM-PV],{i1ota3,lex:{i\1otAn,,{i\1otan,,,{i\1otan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^A([^wyA}&])tn$,1,
117,{i1ota2a3,,\1.w.n,,BACKOFF,[STEM-PV],{i1otA3,lex:{i\1otAn,,{i\1otAn,,,{i\1otAn/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^A([^wyA}&])tAn$,1,
118,{i1ota2a3,,\1.\2.t,,BACKOFF,[STEM-PV],{i1ota2a3,lex:{i\1ota\2at,,{i\1ota\2at,,,{i\1ota\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])t([^wyA}&])t$,1,
119,{isota1o2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{isota1a2~,lex:{isota\1a\2~,,{isota\1a\2~,,,{isota\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^Ast([^wyA}&])([^ntwyA}&])$,1,
120,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1~a3,lex:{i\1~A\2,,{i\1~a\2,,,{i\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
121,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1~A3,lex:{i\1~A\2,,{i\1~A\2,,,{i\1~A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
122,{i1ota2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{i1~a2,lex:{i\1~a\2aY,,{i\1~a\2,,,{i\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])([^wyA}&])$,1,
123,{i1ota2a3,,\1.\2.>,,BACKOFF,[STEM-PV],{i1~a2,lex:{i\1~a\2a>,,{i\1~a\2,,,{i\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])([^wyA}&])$,1,
124,{i1o2a3a4~,,\1.\2.\3.\4,,BACKOFF,[STEM-PV],{i1o2a3a4~,lex:{i\1o\2a\3a\4~,,{i\1o\2a\3a\4~,,,{i\1o\2a\3a\4~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
125,{i1ota2a3,,\1.>.y,,BACKOFF,[STEM-PV],{i1ota>,lex:{i\1ota>aY,,{i\1ota>,,,{i\1ota>/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])tA$,1,
126,{isota1o2a3,,\1.n.n,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1an~,,{isota\1onan,,,{isota\1onan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^Ast([^wyA}&])nn$,1,
127,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1oda3,lex:{i\1odA\2,,{i\1oda\2,,,{i\1oda\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])d([^ntwyA}&])$,1,
128,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1odA3,lex:{i\1odA\2,,{i\1odA\2,,,{i\1odA\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])dA([^ntwyA}&])$,1,
129,{i1ota2a3,,\1.y.n,,BACKOFF,[STEM-PV],{i1oda3,lex:{i\1odAn,,{i\1odan,,,{i\1odan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^A([^wyA}&])dn$,1,
130,{i1ota2a3,,\1.y.n,,BACKOFF,[STEM-PV],{i1odA3,lex:{i\1odAn,,{i\1odAn,,,{i\1odAn/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^A([^wyA}&])dAn$,1,
131,{i1ota2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1oda2a3,lex:{i\1oda\2a\3,,{i\1oda\2a\3,,,{i\1oda\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])d([^wyA}&])([^ntwyA}&])$,1,
132,{i1ota2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{i1oda2,lex:{i\1oda\2aY,,{i\1oda\2,,,{i\1oda\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])d([^wyA}&])$,1,
133,{i1ota2a3,,\1.\2.w,,BACKOFF,[STEM-PV],{i1oda2,lex:{i\1oda\2aY,,{i\1oda\2,,,{i\1oda\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])d([^wyA}&])$,1,
134,{i1ota2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{i1oda2a3,lex:{i\1odawa\2,,{i\1odawa\2,,,{i\1odawa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])dw([^ntwyA}&])$,1,
135,{isota1o2a3,,>.\1.y,,BACKOFF,[STEM-PV],{isota>o2,lex:{isota>o\1aY,,{isota>o\1,,,{isota>o\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^AstA([^wyA}&])$,1,
136,{isota1o2a3,,>.\1.\2,,BACKOFF,[STEM-PV],{isota>o2a3,lex:{isota>o\1a\2,,{isota>o\1a\2,,,{isota>o\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AstA([^wyA}&])([^ntwyA}&])$,1,
137,{isota1o2a3,,>.\1.n,,BACKOFF,[STEM-PV],{isota>o2a3,lex:{isota>o\1an,,{isota>o\1an,,,{isota>o\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^AstA([^wyA}&])n$,1,
138,{i1ota2a3,,\1.w.>,,BACKOFF,[STEM-PV],{i1ot,lex:{i\1otA',,{i\1ot,,,{i\1ot/PV,na,pos:verb asp:p vox:a mod:i,,,#-A' trans,^A([^wyA}&])t$,1,
139,{isota1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{isota1a3,lex:{isota\1A\2,,{isota\1a\2,,,{isota\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^Ast([^wyA}&])([^ntwyA}&])$,1,
140,{isota1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{isota1A3,lex:{isota\1A\2,,{isota\1A\2,,,{isota\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,1,
141,{isota1o2a3,,\1.y.n,,BACKOFF,[STEM-PV],{isota1a3,lex:{isota\1An,,{isota\1an,,,{isota\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^Ast([^wyA}&])n$,1,
142,{isota1o2a3,,\1.y.n,,BACKOFF,[STEM-PV],{isota1A3,lex:{isota\1An,,{isota\1An,,,{isota\1An/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^Ast([^wyA}&])An$,1,
143,{isota1o2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1o\2a\3,,{isota\1o\2a\3,,,{isota\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
144,{isota1o2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1a\2~,,{isota\1o\2a\2,,,{isota\1o\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^Ast([^wyA}&])([^ntwyA}&])\2$,1,
145,{isota1o2a3,,\1.\2.>,,BACKOFF,[STEM-PV],{isota1o2,lex:{isota\1o\2a>,,{isota\1o\2,,,{isota\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Ast([^wyA}&])([^wyA}&])$,1,
146,{isota1o2a3,,\1.\2.n,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1o\2an,,{isota\1o\2an,,,{isota\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])([^wyA}&])n$,1,
147,{isota1o2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{isota1o2,lex:{isota\1o\2aY,,{isota\1o\2,,,{isota\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,1,
148,{isota1o2a3,,\1.y.n,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1oyan,,{isota\1oyan,,,{isota\1oyan/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])yn$,1,
149,{isota1o2a3,,\1.\2.w,,BACKOFF,[STEM-PV],{isota1o2,lex:{isota\1o\2aY,,{isota\1o\2,,,{isota\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,1,
150,{isota1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{isota1o>a3,lex:{isota\1o>a\2,,{isota\1o>a\2,,,{isota\1o>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,1,
151,{isota1o2a3,,\1.\2.t,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1o\2at,,{isota\1o\2at,,,{isota\1o\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^Ast([^wyA}&])([^wyA}&])t$,1,
152,{isota1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{isota1a3,lex:{isota\1A\2,,{isota\1a\2,,,{isota\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^Ast([^wyA}&])([^ntwyA}&])$,1,
153,{isota1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{isota1A3,lex:{isota\1A\2,,{isota\1A\2,,,{isota\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,1,
154,{isota1o2a3,,\1.n.n,,BACKOFF,[STEM-PV],{isota1a2~,lex:{isota\1an~,,{isota\1an~,,,{isota\1an~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^Ast([^wyA}&])n$,1,
155,{isota1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1owa\2,,{isota\1owa\2,,,{isota\1owa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])w([^ntwyA}&])$,1,
156,{isota1o2a3,,\1.y.w,,BACKOFF,[STEM-PV],{isota1o2,lex:{isota\1oyaY,,{isota\1oy,,,{isota\1oy/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])y$,1,
157,{isota1o2a3,,\1.w.n,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1owan,,{isota\1owan,,,{isota\1owan/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])wn$,1,
158,{isota1o2a3,,\1.>.\2,,BACKOFF,[STEM-PV],{isota1o>a3,lex:{isota\1o>a\2,,{isota\1o>a\2,,,{isota\1o>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,1,
159,{isota1o2a3,,\1.w.>,,BACKOFF,[STEM-PV],{isota1,lex:{isota\1A',,{isota\1,,,{isota\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-A' trans,^Ast([^wyA}&])$,1,
160,{isota1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isota\1oya\2,,{isota\1oya\2,,,{isota\1oya\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])y([^ntwyA}&])$,1,
161,{isota1o2a3,,\1.w.n,,BACKOFF,[STEM-PV],{isota1a3,lex:{isota\1An,,{isota\1an,,,{isota\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^Ast([^wyA}&])n$,1,
162,{isota1o2a3,,\1.w.n,,BACKOFF,[STEM-PV],{isota1A3,lex:{isota\1An,,{isota\1An,,,{isota\1An/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^Ast([^wyA}&])An$,1,
163,{isota1o2a3,,\1.w.y,,BACKOFF,[STEM-PV],{isota1o2,lex:{isota\1owaY,,{isota\1ow,,,{isota\1ow/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])w$,1,
164,{isota1o2a3,,w.>.\1,,BACKOFF,[STEM-PV],{isota1o>a3,lex:{isotawo>a\1,,{isotawo>a\1,,,{isotawo>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AstwA([^ntwyA}&])$,1,
165,{isota1o2a3,,y.>.\1,,BACKOFF,[STEM-PV],{isota1o>a3,lex:{isotayo>a\1,,{isotayo>a\1,,,{isotayo>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AstyA([^ntwyA}&])$,1,
166,>a1o2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],>a1a2~,lex:>a\1a\2~,,>a\1a\2~,,,>a\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])([^ntwyA}&])$,1,
167,>a1o2a3,,\1.n.n,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1an~,,>a\1onan,,,>a\1onan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^A([^wyA}&])nn$,1,
168,{isota1o2a3,,\1.w.t,,BACKOFF,[STEM-PV],{isota1a3,lex:{isota\1At,,{isota\1at,,,{isota\1at/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^Ast([^wyA}&])t$,1,
169,{isota1o2a3,,\1.w.t,,BACKOFF,[STEM-PV],{isota1A3,lex:{isota\1At,,{isota\1At,,,{isota\1At/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t trans,^Ast([^wyA}&])At$,1,
170,{i1ota2a3,,\1.n.n,,BACKOFF,[STEM-PV],{i1ota2~,lex:{i\1otan~,,{i\1otan~,,,{i\1otan~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^A([^wyA}&])tn$,1,
171,{isota1o2a3,,w.\1.\2,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isotawo\1a\2,,{isotawo\1a\2,,,{isotawo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Astw([^wyA}&])([^ntwyA}&])$,1,
172,{isota1o2a3,,w.\1.y,,BACKOFF,[STEM-PV],{isota1o2,lex:{isotawo\1aY,,{isotawo\1,,,{isotawo\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Astw([^wyA}&])$,1,
173,{isota1o2a3,,w.\1.n,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isotawo\1an,,{isotawo\1an,,,{isotawo\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Astw([^wyA}&])n$,1,
174,{isota1o2a3,,y.\1.\2,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isotayo\1a\2,,{isotayo\1a\2,,,{isotayo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Asty([^wyA}&])([^ntwyA}&])$,1,
175,{isota1o2a3,,y.\1.n,,BACKOFF,[STEM-PV],{isota1o2a3,lex:{isotayo\1an,,{isotayo\1an,,,{isotayo\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Asty([^wyA}&])n$,1,
176,{i1o2ano3a4,,\1.\2.\3.\4,,BACKOFF,[STEM-PV],{i1o2ano3a4,lex:{i\1o\2ano\3a\4,,{i\1o\2ano\3a\4,,,{i\1o\2ano\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])n([^wyA}&])([^ntwyA}&])$,1,
177,{i1o2a3a4~,,\1.\2.>.\3,,BACKOFF,[STEM-PV],{i1o2a>a4~,lex:{i\1o\2a>a\3~,,{i\1o\2a>a\3~,,,{i\1o\2a>a\3~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])([^wyA}&])A([^ntwyA}&])$,1,
178,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1oTa3,lex:{i\1oTA\2,,{i\1oTa\2,,,{i\1oTa\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])T([^ntwyA}&])$,1,
179,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1oTA3,lex:{i\1oTA\2,,{i\1oTA\2,,,{i\1oTA\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])TA([^ntwyA}&])$,1,
180,{i1ota2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1oTa2a3,lex:{i\1oTa\2a\3,,{i\1oTa\2a\3,,,{i\1oTa\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])T([^wyA}&])([^ntwyA}&])$,1,
181,{i1ota2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{i1oTa2a3,lex:{i\1oTa\2~,,{i\1oTa\2a\2,,,{i\1oTa\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])T([^ntwyA}&])\2$,1,
182,{i1ota2a3,,\1.\2.w,,BACKOFF,[STEM-PV],{i1oTa2,lex:{i\1oTa\2aY,,{i\1oTa\2,,,{i\1oTa\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])T([^wyA}&])$,1,
183,{i1ota2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{i1oTa2,lex:{i\1oTa\2aY,,{i\1oTa\2,,,{i\1oTa\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])T([^wyA}&])$,1,
184,{i1o2a3~,,\1.t.t,,BACKOFF,[STEM-PV],{i1o2a3a3,lex:{i\1otat~,,{i\1otatat,,,{i\1otatat/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t gem trans,^A([^wyA}&])ttt$,1,
185,{i1o2a3a4~,,\1.\2.w.\3,,BACKOFF,[STEM-PV],{i1o2A4~,lex:{i\1o\2A\3~,,{i\1o\2A\3~,,,{i\1o\2A\3~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])([^wyA}&])A([^ntwyA}&])$,1,
186,>a1o2a3,,\1.t.t,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1at~,,>a\1otat,,,>a\1otat/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t gem trans,^A([^wyA}&])tt$,1,
187,{i1o2a3~,,\1.t.t,,BACKOFF,[STEM-PV],{i1o2a3~,lex:{i\1otat~,,{i\1otat~,,,{i\1otat~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t gem trans,^A([^wyA}&])tt$,1,
188,{i1ota2a3,,\1.\2.n,,BACKOFF,[STEM-PV],{i1oTa2a3,lex:{i\1oTa\2an,,{i\1oTa\2an,,,{i\1oTa\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])T([^wyA}&])n$,1,
189,{i1o2a3a4~,,\1.\2.>.n,,BACKOFF,[STEM-PV],{i1o2a>o4a4,lex:{i\1o\2a>an~,,{i\1o\2a>onan,,,{i\1o\2a>onan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^A([^wyA}&])([^wyA}&])Ann$,1,
190,{i1o2a3a4~,,\1.\2.>.n,,BACKOFF,[STEM-PV],{i1o2a>a4~,lex:{i\1o\2a>an~,,{i\1o\2a>an~,,,{i\1o\2a>an~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^A([^wyA}&])([^wyA}&])An$,1,
191,{i1ota2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{i1ota2a3,lex:{i\1otawa\2,,{i\1otawa\2,,,{i\1otawa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])tw([^ntwyA}&])$,1,
192,{i1ota2a3,,\1.w.t,,BACKOFF,[STEM-PV],{i1o3a>at,lex:{i\1ota>at,,{i\1ota>at,,,{i\1ota>at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])tAt$,1,
193,{i1ota2a3,,\1.w.t,,BACKOFF,[STEM-PV],{i1o3at,lex:{i\1otAt,,{i\1otat,,,{i\1otat/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^A([^wyA}&])tt$,1,
194,{i1ota2a3,,\1.w.t,,BACKOFF,[STEM-PV],{i1o3At,lex:{i\1otAt,,{i\1otAt,,,{i\1otAt/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t trans,^A([^wyA}&])tAt$,1,
195,{i1o2a3~,,\1.\2.n,,BACKOFF,[STEM-PV],{i1o2a3a3,lex:{i\1o\2an~,,{i\1o\2anan,,,{i\1o\2anan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^A([^wyA}&])([^wyA}&])nn$,1,
196,{i1ota2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{i1ota>a3,lex:{i\1ota>a\2,,{i\1ota>a\2,,,{i\1ota>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])tA([^ntwyA}&])$,1,
197,{i1o2a3~,,\1.\2.n,,BACKOFF,[STEM-PV],{i1o2a3~,lex:{i\1o\2an~,,{i\1o\2an~,,,{i\1o\2an~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^A([^wyA}&])([^wyA}&])n$,1,
198,>a1o2a3,,y.>.\1,,BACKOFF,[STEM-PV],>a1o>a3,lex:>ayo>a\1,,>ayo>a\1,,,>ayo>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AyA([^ntwyA}&])$,1,
199,1a2~a3,,>.w.\1,,BACKOFF,[STEM-PV],>a2~a3,lex:>aw~a\1,,>aw~a\1,,,>aw~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^ntwyA}&])$,1,
200,{ino1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1~a2a3,lex:{i\1~a\2a\3,,{i\1~a\2a\3,,,{i\1~a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
201,{ino1a2a3,,\1.\2.w,,BACKOFF,[STEM-PV],{i1~a2,lex:{i\1~a\2aY,,{i\1~a\2,,,{i\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])([^wyA}&])$,1,
202,{ino1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{ino1A3,lex:{ino\1A\2,,{ino\1A\2,,,{ino\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^An([^wyA}&])A([^ntwyA}&])$,1,
203,{ino1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{ino1a3,lex:{ino\1A\2,,{ino\1a\2,,,{ino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^An([^wyA}&])([^ntwyA}&])$,1,
204,{ino1a2a3,,\1.t.t,,BACKOFF,[STEM-PV],{ino1a2~,lex:{ino\1at~,,{ino\1at~,,,{ino\1at~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t gem trans,^An([^wyA}&])t$,1,
205,{ino1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{ino1a2a3,lex:{ino\1a\2a\3,,{ino\1a\2a\3,,,{ino\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^An([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
206,1a2~a3,,>.y.\1,,BACKOFF,[STEM-PV],>a2~a3,lex:>ay~a\1,,>ay~a\1,,,>ay~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^ntwyA}&])$,1,
207,{ino1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{ino1a2a3,lex:{ino\1a\2~,,{ino\1a\2a\2,,,{ino\1a\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^An([^wyA}&])([^ntwyA}&])\2$,1,
208,{ino1a2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{ino1a2,lex:{ino\1a\2aY,,{ino\1a\2,,,{ino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^An([^wyA}&])([^wyA}&])$,1,
209,{ino1a2a3,,\1.\2.t,,BACKOFF,[STEM-PV],{ino1a2a3,lex:{ino\1a\2at,,{ino\1a\2at,,,{ino\1a\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^An([^wyA}&])([^wyA}&])t$,1,
210,{ino1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{ino1a3,lex:{ino\1A\2,,{ino\1a\2,,,{ino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^An([^wyA}&])([^ntwyA}&])$,1,
211,{ino1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{ino1A3,lex:{ino\1A\2,,{ino\1A\2,,,{ino\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^An([^wyA}&])A([^ntwyA}&])$,1,
212,1a2~a3,,y.w.\1,,BACKOFF,[STEM-PV],1a2~a3,lex:yaw~a\1,,yaw~a\1,,,yaw~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^yw([^ntwyA}&])$,1,
