,#PATTERN_ABS,#PATTERN_DEF,#PATTERN_UNIQ,#PATTERN,#ROOT,#LEMMA_AR,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-F,COND-S,,STATUS
8715,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.j.n,تَمَجَّن#1,LEXICON,[STEM-IV],tamaj~an_1,tamaj~an,IV,jeer;scoff;joke,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n trans,,QC-DONE
8716,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.j.n,تَماجَن#1,LEXICON,[STEM-IV],tamAjan_1,tamAjan,IV,mock_each_other,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n trans,,QC-DONE
8717,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.k.n,تَمَكَّن#1,LEXICON,[STEM-IV],tamak~an_1,tamak~an,IV,be_capable_of;be_able_to,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n intrans,,QC-DONE
8718,ta1a2~3,ta1a2~a>,ta1a2~a>,ta1a2~a>,m.l.#,تَمَلَّأ#1,LEXICON,[STEM-IV],tamal~a>_1,tamal~,IV,be_filled;become_full,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-a> gem intrans,,QC-DONE
8719,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.l.k,تَمَلَّك#1,LEXICON,[STEM-IV],tamal~ak_1,tamal~ak,IV,take_over;possess,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8720,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.l.l,تَمَلَّل#1,LEXICON,[STEM-IV],tamal~al_1,tamal~al,IV,be_bored;be_restless,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8721,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.l.q,تَمَلَّق#1,LEXICON,[STEM-IV],tamal~aq_1,tamal~aq,IV,flatter,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8722,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.l.S,تَمَلَّص#1,LEXICON,[STEM-IV],tamal~aS_1,tamal~aS,IV,get_rid_of;be_released;shirk,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8723,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.l.s,تَمَلَّس#1,LEXICON,[STEM-IV],tamal~as_1,tamal~as,IV,become_smooth;slip_away,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8724,ta1a2~3,ta1a2~aY,ta1a2~a#,ta1a2~,m.l.#,تَمَلَّى#1,LEXICON,[STEM-IV],tamal~aY_1,tamal~,IV,follow;pursue;pay_close_attention,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8725,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.l.k,تَمالَك#1,LEXICON,[STEM-IV],tamAlak_1,tamAlak,IV,control,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8726,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,m.l.m.l,تَمَلْمَل#1,LEXICON,[STEM-IV],tamalomal_1,tamalomal,IV,mumble;toss_and_turn;fidget,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8727,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.n.E,تَمَنَّع#1,LEXICON,[STEM-IV],taman~aE_1,taman~aE,IV,refuse;abstain,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8728,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.n.n,تَمَنَّن#1,LEXICON,[STEM-IV],taman~an_1,taman~an,IV,exhaust;tire,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n trans,,QC-DONE
8729,ta1a2~3,ta1a2~aY,ta1a2~a#,ta1a2~,m.n.#,تَمَنَّى#1,LEXICON,[STEM-IV],taman~aY_1,taman~,IV,desire;wish_for;hope,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8730,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,tama1o2a3,n.T.q,تَمَنْطَق#1,LEXICON,[STEM-IV],tamanoTaq_1,tamanoTaq,IV,be_girded;be_wrapped,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8731,1a2a3,1a2a3,1a2a3,1o2i3,T.m.r,طَمَر-ِ#1,LEXICON,[STEM-IV],Tamar-i_1,Tomir,IV,bury,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8732,ta1A2a3,ta1A2~,ta1@2~,ta1A2~,m.r.r,تَمارّ#1,LEXICON,[STEM-IV],tamAr~_1,tamAr~,IV,dispute_with_each_other,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,,QC-DONE
8733,ta1A2a3,ta1A2~,ta1@2~,ta1A2i3,m.r.r,تَمارّ#1,LEXICON,[STEM-IV],tamAr~_1,tamArir,IV,dispute_with_each_other,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,,QC-DONE
8734,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.d,تَمَرَّد#1,LEXICON,[STEM-IV],tamar~ad_1,tamar~ad,IV,revolt;rebel,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8735,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.D,تَمَرَّض#1,LEXICON,[STEM-IV],tamar~aD_1,tamar~aD,IV,be_ill,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8736,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.g,تَمَرَّغ#1,LEXICON,[STEM-IV],tamar~ag_1,tamar~ag,IV,wallow;roll_in_the_dust,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8737,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.n,تَمَرَّن#1,LEXICON,[STEM-IV],tamar~an_1,tamar~an,IV,practice;be_trained;be_drilled,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n trans,,QC-DONE
8738,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.s,تَمَرَّس#1,LEXICON,[STEM-IV],tamar~as_1,tamar~as,IV,exercise;pursue;work,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8739,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.T,تَمَرَّط#1,LEXICON,[STEM-IV],tamar~aT_1,tamar~aT,IV,fall_out,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8740,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.r.x,تَمَرَّخ#1,LEXICON,[STEM-IV],tamar~ax_1,tamar~ax,IV,rub_the_skin_with_liniment,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8741,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.r.D,تَمارَض#1,LEXICON,[STEM-IV],tamAraD_1,tamAraD,IV,feign_illness,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8742,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.r.s,تَمارَس#1,LEXICON,[STEM-IV],tamAras_1,tamAras,IV,contend_with_each_other,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8743,ta1A2a3,ta1A2aY,ta1@2a#,ta1A2,m.r.#,تَمارَى#1,LEXICON,[STEM-IV],tamAraY_1,tamAr,IV,quarrel_with_each_other,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8744,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,tama1o2a3,r.j.H,تَمَرْجَح#1,LEXICON,[STEM-IV],tamarojaH_1,tamarojaH,IV,swing_back_and_forth;dangle;be_in_suspense,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8745,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,tama1o2a3,r.k.z,تَمَرْكَز#1,LEXICON,[STEM-IV],tamarokaz_1,tamarokaz,IV,be_centered;be_stationed;be_concentrated,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8746,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,m.r.m.r,تَمَرْمَر#1,LEXICON,[STEM-IV],tamaromar_1,tamaromar,IV,murmur;mumble;grumble,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8747,1a2a3,1a2a3,1a2a3,1o2i3,T.m.s,طَمَس-ِ#1,LEXICON,[STEM-IV],Tamas-i_1,Tomis,IV,eradicate;obliterate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8748,ta1A2a3,ta1A2~,ta1@2~,ta1A2~,m.s.s,تَماسّ#1,LEXICON,[STEM-IV],tamAs~_1,tamAs~,IV,be_in_touch;be_in_contact,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem intrans,,QC-DONE
8749,ta1A2a3,ta1A2~,ta1@2~,ta1A2i3,m.s.s,تَماسّ#1,LEXICON,[STEM-IV],tamAs~_1,tamAsis,IV,be_in_touch;be_in_contact,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem intrans,,QC-DONE
8750,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.s.H,تَمَسَّح#1,LEXICON,[STEM-IV],tamas~aH_1,tamas~aH,IV,be_rubbed;be_anointed;fawn,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8751,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.s.k,تَمَسَّك#1,LEXICON,[STEM-IV],tamas~ak_1,tamas~ak,IV,clutch;adhere_to,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8752,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.S.r,تَمَصَّر#1,LEXICON,[STEM-IV],tamaS~ar_1,tamaS~ar,IV,be_Egyptianized;become_populated,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8753,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.S.S,تَمَصَّص#1,LEXICON,[STEM-IV],tamaS~aS_1,tamaS~aS,IV,sip,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8754,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.s.k,تَماسَك#1,LEXICON,[STEM-IV],tamAsak_1,tamAsak,IV,hold_together;refrain_from,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8755,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,tama1o2a3,s.k.n,تَمَسْكَن#1,LEXICON,[STEM-IV],tamasokan_1,tamasokan,IV,become_poor;feign_poverty;be_servile,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n trans,,QC-DONE
8756,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,m.S.m.S,تَمَصْمَص#1,LEXICON,[STEM-IV],tamaSomaS_1,tamaSomaS,IV,sip;slosh_in_the_mouth,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8757,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,tama1o2a3,s.x.r,تَمَسْخَر#1,LEXICON,[STEM-IV],tamasoxar_1,tamasoxar,IV,mock,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8758,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.t.E,تَمَتَّع#1,LEXICON,[STEM-IV],tamat~aE_1,tamat~aE,IV,enjoy,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8759,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.T.q,تَمَطَّق#1,LEXICON,[STEM-IV],tamaT~aq_1,tamaT~aq,IV,smack_the_lips,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8760,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.T.T,تَمَطَّط#1,LEXICON,[STEM-IV],tamaT~aT_1,tamaT~aT,IV,expand;be_stretched;be_elastic,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8761,ta1a2~3,ta1a2~aY,ta1a2~a#,ta1a2~,m.T.#,تَمَطَّى#1,LEXICON,[STEM-IV],tamaT~aY_1,tamaT~,IV,stretch;swagger,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8762,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,m.T.r.n,تَمَطْرَن#1,LEXICON,[STEM-IV],tamaToran_1,tamaToran,IV,be_installed_as_archbishop,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n intrans,,QC-DONE
8763,1a2a3,1a2a3,1a2a3,1o2u3,T.m.v,طَمَث-ُ#1,LEXICON,[STEM-IV],Tamav-u_1,Tomuv,IV,menstruate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8764,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.v.l,تَمَثَّل#1,LEXICON,[STEM-IV],tamav~al_1,tamav~al,IV,be_represented,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8765,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.v.l,تَماثَل#1,LEXICON,[STEM-IV],tamAval_1,tamAval,IV,resemble_each_other;recover,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8766,ta1a2~3,ta1aw~a3,ta1aw~a3,ta1aw~a3,m.#.j,تَمَوَّج#1,LEXICON,[STEM-IV],tamaw~aj_1,tamaw~aj,IV,surge;swell;be_agitated,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8767,ta1a2~3,ta1aw~a3,ta1aw~a3,ta1aw~a3,m.#.l,تَمَوَّل#1,LEXICON,[STEM-IV],tamaw~al_1,tamaw~al,IV,be_financed;be_funded,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8768,ta1a2~3,ta1aw~a3,ta1aw~a3,ta1aw~a3,m.#.n,تَمَوَّن#1,LEXICON,[STEM-IV],tamaw~an_1,tamaw~an,IV,be_supplied;be_provided,pos:verb asp:i vox:a gen:_ num:_,,,a-# #n intrans,,QC-DONE
8769,ta1a2~3,ta1aw~a3,ta1aw~a3,ta1aw~a3,m.#.r,تَمَوَّر#1,LEXICON,[STEM-IV],tamaw~ar_1,tamaw~ar,IV,move_from_side_to_side,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8770,ta1A2a3,ta1Awa3,ta1@wa3,ta1Awa3,m.#.j,تَماوَج#1,LEXICON,[STEM-IV],tamAwaj_1,tamAwaj,IV,fluctuate;undulate;swell,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8771,ta1A2a3,ta1Awa3,ta1@wa3,ta1Awa3,m.#.t,تَماوَت#1,LEXICON,[STEM-IV],tamAwat_1,tamAwat,IV,feign_death;pretend_to_be_dead,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8772,ta1a2o3a4,ta1awo3a4,ta1awo3a4,tamawo2a3,#.q.E,تَمَوْقَع#1,LEXICON,[STEM-IV],tamawoqaE_1,tamawoqaE,IV,be_located,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8773,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.x.D,تَمَخَّض#1,LEXICON,[STEM-IV],tamax~aD_1,tamax~aD,IV,produce;bring_forth,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8774,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.x.T,تَمَخَّط#1,LEXICON,[STEM-IV],tamax~aT_1,tamax~aT,IV,blow_the_nose,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8775,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,tama1o2a3,x.T.r,تَمَخْطَر#1,LEXICON,[STEM-IV],tamaxoTar_1,tamaxoTar,IV,walk_gracefully,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8776,1a2a3,1a2aY,1a2a#,1o2,T.m.#,طَمَى-ِ#1,LEXICON,[STEM-IV],TamaY-i_1,Tom,IV,flow_over,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-iy defective trans,,QC-DONE
8777,ta1a2~3,ta1ay~a3,ta1ay~a3,ta1ay~a3,m.#.E,تَمَيَّع#1,LEXICON,[STEM-IV],tamay~aE_1,tamay~aE,IV,be_melted;be_dissolved,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8778,ta1a2~3,ta1ay~a3,ta1ay~a3,ta1ay~a3,m.#.H,تَمَيَّح#1,LEXICON,[STEM-IV],tamay~aH_1,tamay~aH,IV,stagger;swing,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8779,ta1a2~3,ta1ay~a3,ta1ay~a3,ta1ay~a3,m.#.l,تَمَيَّل#1,LEXICON,[STEM-IV],tamay~al_1,tamay~al,IV,sway;swing,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8780,ta1a2~3,ta1ay~a3,ta1ay~a3,ta1ay~a3,m.#.z,تَمَيَّز#1,LEXICON,[STEM-IV],tamay~az_1,tamay~az,IV,be_distinguished;stand_out,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8781,ta1a2~3,ta1ay~a3,ta1ay~a3,ta1ay~a3,m.#.z,تَمَيَّز#2,LEXICON,[STEM-IV],tamay~az_2,tamay~az,IV,discern;distinguish,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8782,ta1A2a3,ta1Aya3,ta1@ya3,ta1Aya3,m.#.d,تَمايَد#1,LEXICON,[STEM-IV],tamAyad_1,tamAyad,IV,sway_back_and_forth,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8783,ta1A2a3,ta1Aya3,ta1@ya3,ta1Aya3,m.#.H,تَمايَح#1,LEXICON,[STEM-IV],tamAyaH_1,tamAyaH,IV,stagger;swing,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8784,ta1A2a3,ta1Aya3,ta1@ya3,ta1Aya3,m.#.l,تَمايَل#1,LEXICON,[STEM-IV],tamAyal_1,tamAyal,IV,sway;swing,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8785,ta1A2a3,ta1Aya3,ta1@ya3,ta1Aya3,m.#.z,تَمايَز#1,LEXICON,[STEM-IV],tamAyaz_1,tamAyaz,IV,be_distinguished,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8786,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,m.z.q,تَمَزَّق#1,LEXICON,[STEM-IV],tamaz~aq_1,tamaz~aq,IV,be_torn_apart;be_shredded,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8787,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,m.z.j,تَمازَج#1,LEXICON,[STEM-IV],tamAzaj_1,tamAzaj,IV,intermix;blend,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8788,1a2a3,1a2i3,1a2i3,1o2a3,T.m.E,طَمِع-َ#1,LEXICON,[STEM-IV],TamiE-a_1,TomaE,IV,covet;desire,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8789,1a2a3,1a2i3,1a2i3,1o2a3,T.m.v,طَمِث-َ#1,LEXICON,[STEM-IV],Tamiv-a_1,Tomav,IV,menstruate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8790,1a2o3a4,1a2o>a4,1a2o>a4,1a2o}i3,T.m.n,طَمْأَن#1,LEXICON,[STEM-IV],Tamo>an_1,Tamo}in,IV,pacify;calm_down;reassure;assuage,pos:verb asp:i vox:a gen:_ num:_,,,u-# #n trans,,QC-DONE
8791,1a2o3a4,1a2o3a4,1a2o3a4,1a2o3i4,t.m.t.m,تَمْتَم#1,LEXICON,[STEM-IV],tamotam_1,tamotim,IV,stammer;mutter,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
8792,1a2a3,1a2u3,1a2u3,1o2u3,T.m.E,طَمُع-ُ#1,LEXICON,[STEM-IV],TamuE-u_1,TomuE,IV,covet;desire,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8793,1a2a3,1a2~,1a2~,1i2~,T.n.n,طَنّ#1,LEXICON,[STEM-IV],Tan~_1,Tin~,IV,sound;ring_out,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# #n gem trans,,QC-DONE
8794,1a2a3,1a2~,1a2~,1o2i3,T.n.n,طَنّ#1,LEXICON,[STEM-IV],Tan~_1,Tonin,IV,sound;ring_out,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# #n gem trans,,QC-DONE
8795,1a2~3,1a2~a3,1a2~a3,1a2~i3,T.n.$,طَنَّش#1,LEXICON,[STEM-IV],Tan~a$_1,Tan~i$,IV,disregard;ignore;be_indifferent_(towards),pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
8796,1a2~3,1a2~a3,1a2~a3,1a2~i3,T.n.b,طَنَّب#1,LEXICON,[STEM-IV],Tan~ab_1,Tan~ib,IV,abide,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
8797,1a2~3,1a2~a3,1a2~a3,1a2~i3,T.n.n,طَنَّن#1,LEXICON,[STEM-IV],Tan~an_1,Tan~in,IV,resound,pos:verb asp:i vox:a gen:_ num:_,,,u-# #n trans,,QC-DONE
8798,ta1A2a3,ta1A>aY,ta1@>a#,ta1A',n.#.#,تَناءَى#1,LEXICON,[STEM-IV],tanA'aY_1,tanA',IV,move_apart;be_separated;be_distant,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8799,ta1A2a3,ta1A>aY,ta1@>a#,ta1A&,n.#.#,تَناءَى#1,LEXICON,[STEM-IV],tanA'aY_1,tanA&,IV,move_apart;be_separated;be_distant,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8800,ta1A2a3,ta1A>aY,ta1@>a#,ta1A},n.#.#,تَناءَى#1,LEXICON,[STEM-IV],tanA'aY_1,tanA},IV,move_apart;be_separated;be_distant,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8801,ta1A2a3,ta1A>aY,ta1@>a#,ta1A>,n.#.#,تَناءَى#1,LEXICON,[STEM-IV],tanA'aY_1,tanA>,IV,move_apart;be_separated;be_distant,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8802,ta1a2~3,ta1a2~a>,ta1a2~a>,ta1a2~a>,n.$.#,تَنَشَّأ#1,LEXICON,[STEM-IV],tana$~a>_1,tana$~,IV,grow;develop,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-a> trans,,QC-DONE
8803,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.$.f,تَنَشَّف#1,LEXICON,[STEM-IV],tana$~af_1,tana$~af,IV,dry_up;become_dry,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8804,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.$.q,تَنَشَّق#1,LEXICON,[STEM-IV],tana$~aq_1,tana$~aq,IV,inhale;snuff_up,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8805,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.$.r,تَنَشَّر#1,LEXICON,[STEM-IV],tana$~ar_1,tana$~ar,IV,be_spread_out;be_propagated,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8806,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.$.T,تَنَشَّط#1,LEXICON,[STEM-IV],tana$~aT_1,tana$~aT,IV,be_active;work_energetically,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8807,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,n.$.d,تَناشَد#1,LEXICON,[STEM-IV],tanA$ad_1,tanA$ad,IV,recite_verses_to_each_other,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8808,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,ta1a2o3a4,n.$.n.$,تَنَشْنَش#1,LEXICON,[STEM-IV],tana$ona$_1,tana$ona$,IV,be_nimble;revive,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8809,ta1a2~3,ta1a2~a>,ta1a2~a>,ta1a2~a>,n.b.#,تَنَبَّأ#1,LEXICON,[STEM-IV],tanab~a>_1,tanab~,IV,predict;forecast,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-a> trans,,QC-DONE
8810,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.b.h,تَنَبَّه#1,LEXICON,[STEM-IV],tanab~ah_1,tanab~ah,IV,become_aware;be_alert,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8811,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,n.b.*,تَنابَذ#1,LEXICON,[STEM-IV],tanAba*_1,tanAba*,IV,be_feuding,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8812,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,n.b.H,تَنابَح#1,LEXICON,[STEM-IV],tanAbaH_1,tanAbaH,IV,bark_at_each_other,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8813,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.d.m,تَنَدَّم#1,LEXICON,[STEM-IV],tanad~am_1,tanad~am,IV,repent;regret,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8814,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.d.r,تَنَدَّر#1,LEXICON,[STEM-IV],tanad~ar_1,tanad~ar,IV,jest;joke,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
8815,ta1a2~3,ta1a2~a3,ta1a2~a3,ta1a2~a3,n.D.r,تَنَضَّر#1,LEXICON,[STEM-IV],tanaD~ar_1,tanaD~ar,IV,be_lush;blossom,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
8816,ta1a2~3,ta1a2~aY,ta1a2~a#,ta1a2~,n.d.#,تَنَدَّى#1,LEXICON,[STEM-IV],tanad~aY_1,tanad~,IV,be_moistened;appear_generous,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
8817,ta1A2a3,ta1A2a3,ta1@2a3,ta1A2a3,n.D.l,تَناضَل#1,LEXICON,[STEM-IV],tanADal_1,tanADal,IV,contend_with_each_other;compete_with_each_other,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
