,LINE,DEFINE,VAR,CLASS,SCOPE,PREFIX,STEM,SUFFIX,PREFIX-SHORT,STEM-SHORT,SUFFIX-SHORT,
0,,,,,,,,,,,,
1,1002,ORDER,MSA,VERBAL,pos:verb,[QUES] [CONJ],[STEM-PV],[PVBuff] [PVSuff] [PRON] [PRON2],[P],[P],[P],Perfective
