,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
150,Ait1a23i4,Ai1~a2o3i4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],Ai1~a2o3i4,lex:Ai1~a2o3i4,lex:Ai\1~a\2o\3i\4,Ai1~a2o3i4,Ai\1~a\2o\3i\4,Ai1~a2o3i4/PV,Ai\1~a\2o\3i\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,9,
151,Ait1a23i4,Ai1~a2o3i4,1.2.3.n,\1.\2.\3.n,BACKOFF,[STEM-PV],Ai1~a2o3i4,lex:Ai1~a2o3in,lex:Ai\1~a\2o\3in,Ai1~a2o3in,Ai\1~a\2o\3in,Ai1~a2o3in/PV,Ai\1~a\2o\3in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])([^wyA}&])n$,2,
152,Ait1a2a3,Ai1~a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1~a2a3,lex:Ai1~a2a3,lex:Ai\1~a\2a\3,Ai1~a2a3,Ai\1~a\2a\3,Ai1~a2a3/PV,Ai\1~a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,4,
153,1a2~i3,1a2~i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],1a2~i3,lex:1a2~in,lex:\1a\2~in,1a2~in,\1a\2~in,1a2~in/PV,\1a\2~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,44,
154,Ait1a23a4,Aito1a2o3a4,1.2.3.n,\1.\2.\3.n,BACKOFF,[STEM-PV],Aito1a2o3i4,lex:Aito1a2o3an,lex:Aito\1a\2o\3an,Aito1a2o3in,Aito\1a\2o\3in,Aito1a2o3in/PV,Aito\1a\2o\3in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^At([^wyA}&])([^wyA}&])([^wyA}&])n$,1,
155,Ait1a23a4,Aito1awo3a4,1.w.3.n,\1.w.\2.n,BACKOFF,[STEM-PV],Aito1aw3a4,lex:Aito1awo3an,lex:Aito\1awo\2an,Aito1aw3an,Aito\1aw\2an,Aito1aw3an/PV,Aito\1aw\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^At([^wyA}&])w([^wyA}&])n$,1,
156,Ait1a23i4,Ai1~a2owi4,1.2.w.4,\1.\2.w.\3,BACKOFF,[STEM-PV],Ai1~a2owi4,lex:Ai1~a2owi4,lex:Ai\1~a\2owi\3,Ai1~a2owi4,Ai\1~a\2owi\3,Ai1~a2owi4/PV,Ai\1~a\2owi\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])w([^ntwyA}&])$,1,
157,Ait1a2a3,Aito1awaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],Aito1aw,lex:Aito1awaY,lex:Aito\1awaY,Aito1aw,Aito\1aw,Aito1aw/PV,Aito\1aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])w$,7,
158,Ait1a23a4,Ai1~a2oya4,1.2.y.4,\1.\2.y.\3,BACKOFF,[STEM-PV],Ai1~a2oya4,lex:Ai1~a2oya4,lex:Ai\1~a\2oya\3,Ai1~a2oya4,Ai\1~a\2oya\3,Ai1~a2oya4/PV,Ai\1~a\2oya\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])y([^ntwyA}&])$,1,
159,1a2~i3,1a2~i3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],1a2~i3,lex:1a2~it,lex:\1a\2~it,1a2~it,\1a\2~it,1a2~it/PV,\1a\2~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,25,
160,Ait1a2a3,Ai1~a2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Ai1~a2a3,lex:Ai1~a2an,lex:Ai\1~a\2an,Ai1~a2an,Ai\1~a\2an,Ai1~a2an/PV,Ai\1~a\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,1,
161,Ait1a2~a3,Aito1ay~aY,1.y.y,\1.y.y,BACKOFF,[STEM-PV],Aito1ay~,lex:Aito1ay~aY,lex:Aito\1ay~aY,Aito1ay~,Aito\1ay~,Aito1ay~/PV,Aito\1ay~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])y$,1,
162,Ait1a2a3,Aito1a>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],Aito1a>a3,lex:Aito1a>a3,lex:Aito\1a>a\2,Aito1a>a3,Aito\1a>a\2,Aito1a>a3/PV,Aito\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])A([^ntwyA}&])$,2,
163,Ait1a2~a3,Aito1aw~a>,1.w.>,\1.w.>,BACKOFF,[STEM-PV],Aito1aw~,lex:Aito1aw~a>,lex:Aito\1aw~a>,Aito1aw~,Aito\1aw~,Aito1aw~/PV,Aito\1aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^At([^wyA}&])w$,1,
164,Ait1a23a4,Aito1ayo3a4,1.y.3.4,\1.y.\2.\3,BACKOFF,[STEM-PV],Aito1ay3a4,lex:Aito1ayo3a4,lex:Aito\1ayo\2a\3,Aito1ay3a4,Aito\1ay\2a\3,Aito1ay3a4/PV,Aito\1ay\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])y([^wyA}&])([^ntwyA}&])$,1,
165,Ait1A2i3,Aito1A2i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Aito1A2i#3,lex:Aito1A2in,lex:Aito\1A\2in,Aito1A2i#n,Aito\1A\2i#n,Aito1A2i#n/PV,Aito\1A\2i#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^At([^wyA}&])A([^wyA}&])#n$,5,
166,Ait1a23a4,Aito1ayo3a4,1.y.3.n,\1.y.\2.n,BACKOFF,[STEM-PV],Aito1ay3a4,lex:Aito1ayo3an,lex:Aito\1ayo\2an,Aito1ay3an,Aito\1ay\2an,Aito1ay3an/PV,Aito\1ay\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^At([^wyA}&])y([^wyA}&])n$,1,
167,Ait1a2a3,Aito1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aito1a2a3,lex:Aito1a2a3,lex:Aito\1a\2a\3,Aito1a2a3,Aito\1a\2a\3,Aito1a2a3/PV,Aito\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^At([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
168,Ait1a2a3,Aito1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aito1A2a3,lex:Aito1a2a3,lex:Aito\1a\2a\3,Aito1A2a3,Aito\1A\2a\3,Aito1A2a3/PV,Aito\1A\2a\3/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^At([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
169,Ait1A2i3,Aito1A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aito1A2i3,lex:Aito1A2i3,lex:Aito\1A\2i\3,Aito1A2i3,Aito\1A\2i\3,Aito1A2i3/PV,Aito\1A\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
170,Ait1a23a4,Aito1a2o3a4,1.2.3.t,\1.\2.\3.t,BACKOFF,[STEM-PV],Aito1a2o3a4,lex:Aito1a2o3at,lex:Aito\1a\2o\3at,Aito1a2o3at,Aito\1a\2o\3at,Aito1a2o3at/PV,Aito\1a\2o\3at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^At([^wyA}&])([^wyA}&])([^wyA}&])t$,1,
171,Ait1a2a3,Aito1ayaY,1.y.y,\1.y.y,BACKOFF,[STEM-PV],Aito1ay,lex:Aito1ayaY,lex:Aito\1ayaY,Aito1ay,Aito\1ay,Aito1ay/PV,Aito\1ay/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])y$,1,
172,Ait1A2i3,Aito1A2i},1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Aito1A2i#},lex:Aito1A2i},lex:Aito\1A\2i},Aito1A2i#},Aito\1A\2i#},Aito1A2i#}/PV,Aito\1A\2i#}/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])#}$,1,
173,Ait1A2i3,Aito1Awi3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],Aito1Awi#3,lex:Aito1Awit,lex:Aito\1Awit,Aito1Awi#t,Aito\1Awi#t,Aito1Awi#t/PV,Aito\1Awi#t/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^At([^wyA}&])Aw#t$,2,
174,Ait1A2i3,Aito1Awi3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],Aito1Awi#3,lex:Aito1Awin,lex:Aito\1Awin,Aito1Awi#n,Aito\1Awi#n,Aito1Awi#n/PV,Aito\1Awi#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^At([^wyA}&])Aw#n$,2,
175,Ait1a2~i3,Aito1aw~i3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],Aito1aw~i3,lex:Aito1aw~it,lex:Aito\1aw~it,Aito1aw~it,Aito\1aw~it,Aito1aw~it/PV,Aito\1aw~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^At([^wyA}&])wt$,3,
176,Ait1a2~a3,Aito1ay~A,1.y.w,\1.y.w,BACKOFF,[STEM-PV],Aito1ay~,lex:Aito1ay~A,lex:Aito\1ay~A,Aito1ay~,Aito\1ay~,Aito1ay~/PV,Aito\1ay~/PV,na,pos:verb asp:p vox:a mod:i,,,#-A trans,^At([^wyA}&])y$,1,
177,Ait1a2a3,Aito1AyA,1.y.>,\1.y.>,BACKOFF,[STEM-PV],Aito1Ay,lex:Aito1AyA,lex:Aito\1AyA,Aito1Ay,Aito\1Ay,Aito1Ay/PV,Aito\1Ay/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])Ay$,1,
178,Ait1a2~a3,Aito1a2~A,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Aito1a2~,lex:Aito1a2~A,lex:Aito\1a\2~A,Aito1a2~,Aito\1a\2~,Aito1a2~/PV,Aito\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])([^wyA}&])$,2,
179,Ait1a23i4,Aito1a2oyi4,1.2.y.4,\1.\2.y.\3,BACKOFF,[STEM-PV],Aito1a2oyi4,lex:Aito1a2oyi4,lex:Aito\1a\2oyi\3,Aito1a2oyi4,Aito\1a\2oyi\3,Aito1a2oyi4/PV,Aito\1a\2oyi\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])([^wyA}&])y([^ntwyA}&])$,2,
180,Ait1a2a3,Ait~a2aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],Ait~a2,lex:Ait~a2aY,lex:Ait~a\1aY,Ait~a2,Ait~a\1,Ait~a2/PV,Ait~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])$,1,
181,Ait1a23i4,Aito1a2owi4,1.2.w.t,\1.\2.w.t,BACKOFF,[STEM-PV],Aito1a2owi4,lex:Aito1a2owit,lex:Aito\1a\2owit,Aito1a2owit,Aito\1a\2owit,Aito1a2owit/PV,Aito\1a\2owit/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^At([^wyA}&])([^wyA}&])wt$,1,
182,Ait1a2a3,Aito1A3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],Aito1a3,lex:Aito1A3,lex:Aito\1A\2,Aito1a3,Aito\1a\2,Aito1a3/PV,Aito\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^At([^wyA}&])([^ntwyA}&])$,1,
183,Ait1a2a3,Aito1A3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],Aito1A3,lex:Aito1A3,lex:Aito\1A\2,Aito1A3,Aito\1A\2,Aito1A3/PV,Aito\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^At([^wyA}&])A([^ntwyA}&])$,1,
184,Ait1a23i4,Aito1awo3iw,1.w.3.w,\1.w.\2.w,BACKOFF,[STEM-PV],Aito1aw3iw,lex:Aito1awo3iw,lex:Aito\1awo\2iw,Aito1aw3iw,Aito\1aw\2iw,Aito1aw3iw/PV,Aito\1aw\2iw/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])w([^wyA}&])w$,1,
185,Ait1a23i4,Aito1a>o3i4,1.>.3.t,\1.>.\2.t,BACKOFF,[STEM-PV],Aito1a>o3i4,lex:Aito1a>o3it,lex:Aito\1a>o\2it,Aito1a>o3it,Aito\1a>o\2it,Aito1a>o3it/PV,Aito\1a>o\2it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^At([^wyA}&])A([^wyA}&])t$,1,
186,Ait1a23i4,Aito1a>o3i4,1.>.3.4,\1.>.\2.\3,BACKOFF,[STEM-PV],Aito1a>o3i4,lex:Aito1a>o3i4,lex:Aito\1a>o\2i\3,Aito1a>o3i4,Aito\1a>o\2i\3,Aito1a>o3i4/PV,Aito\1a>o\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
187,Ait1a23a4,Aito1a2o3aY,1.2.3.y,\1.\2.\3.y,BACKOFF,[STEM-PV],Aito1a2o3,lex:Aito1a2o3aY,lex:Aito\1a\2o\3aY,Aito1a2o3,Aito\1a\2o\3,Aito1a2o3/PV,Aito\1a\2o\3/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])([^wyA}&])([^wyA}&])$,1,
188,Ait1a2~i3,Ai1~a2~i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Ai1~a2~i3,lex:Ai1~a2~in,lex:Ai\1~a\2~in,Ai1~a2~in,Ai\1~a\2~in,Ai1~a2~in/PV,Ai\1~a\2~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,1,
189,Ait1a23a4,Aito1awo3aw,1.w.3.w,\1.w.\2.w,BACKOFF,[STEM-PV],Aito1aw3aw,lex:Aito1awo3aw,lex:Aito\1awo\2aw,Aito1aw3aw,Aito\1aw\2aw,Aito1aw3aw/PV,Aito\1aw\2aw/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])w([^wyA}&])w$,1,
190,1a2~i3,wa2~i3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],wa2~i3,lex:wa2~i3,lex:wa\1~i\2,wa2~i3,wa\1~i\2,wa2~i3/PV,wa\1~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^w([^wyA}&])([^ntwyA}&])$,13,
191,Ait1a2~a3,Aito1ay~a>,1.y.>,\1.y.>,BACKOFF,[STEM-PV],Aito1ay~,lex:Aito1ay~a>,lex:Aito\1ay~a>,Aito1ay~,Aito\1ay~,Aito1ay~/PV,Aito\1ay~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^At([^wyA}&])y$,1,
192,Ait1a23a4,Aitowa>owa>,w.>.w.>,w.>.w.>,BACKOFF,[STEM-PV],Aitowa>ow,lex:Aitowa>owa>,lex:Aitowa>owa>,Aitowa>ow,Aitowa>ow,Aitowa>ow/PV,Aitowa>ow/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^AtwAw$,1,
193,Ait1A2i3,AitowA}i3,w.>.3,w.>.\1,BACKOFF,[STEM-PV],AitowA}i#3,lex:AitowA}i3,lex:AitowA}i\1,AitowA}i#3,AitowA}i#\1,AitowA}i#3/PV,AitowA}i#\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtwA}#([^wyA}&])$,1,
194,Ait1A2i3,AitowA2i3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],AitowA2i#3,lex:AitowA2i3,lex:AitowA\1i\2,AitowA2i#3,AitowA\1i#\2,AitowA2i#3/PV,AitowA\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtwA([^wyA}&])#([^ntwyA}&])$,13,
195,Ait1a2a3,AitowA2aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],AitowA2,lex:AitowA2aY,lex:AitowA\1aY,AitowA2,AitowA\1,AitowA2/PV,AitowA\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^AtwA([^wyA}&])$,4,
196,Ait1A2i3,AitowA2i3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],AitowA2i#3,lex:AitowA2in,lex:AitowA\1in,AitowA2i#n,AitowA\1i#n,AitowA2i#n/PV,AitowA\1i#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^AtwA([^wyA}&])#n$,1,
197,Ait1a2a3,AitowA2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],AitowA2i#3,lex:AitowA2a3,lex:AitowA\1a\2,AitowA2i#3,AitowA\1i#\2,AitowA2i#3/PV,AitowA\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtwA([^wyA}&])#([^ntwyA}&])$,1,
198,Ait1a2a3,AitowA2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],AitowA2a#3,lex:AitowA2a3,lex:AitowA\1a\2,AitowA2a#3,AitowA\1a#\2,AitowA2a#3/PV,AitowA\1a#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtwA([^wyA}&])#([^ntwyA}&])$,1,
199,Ait1a2~i3,Ai1~aw~i3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1~aw~i3,lex:Ai1~aw~i3,lex:Ai\1~aw~i\2,Ai1~aw~i3,Ai\1~aw~i\2,Ai1~aw~i3/PV,Ai\1~aw~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])w([^ntwyA}&])$,2,
200,Ait1a2a3,Aitowa2a>,w.2.>,w.\1.>,BACKOFF,[STEM-PV],Aitowa2,lex:Aitowa2a>,lex:Aitowa\1a>,Aitowa2,Aitowa\1,Aitowa2/PV,Aitowa\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Atw([^wyA}&])$,1,
201,Ait1a2~a3,Aitowa2~a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Aitowa2~a3,lex:Aitowa2~a3,lex:Aitowa\1~a\2,Aitowa2~a3,Aitowa\1~a\2,Aitowa2~a3/PV,Aitowa\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Atw([^wyA}&])([^ntwyA}&])$,34,
202,Ait1a2~i3,Ai1~aw~i3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],Ai1~aw~i3,lex:Ai1~aw~it,lex:Ai\1~aw~it,Ai1~aw~it,Ai\1~aw~it,Ai1~aw~it/PV,Ai\1~aw~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])wt$,1,
203,Ait1a2a3,Aitowa2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Aitowa2a3,lex:Aitowa2a3,lex:Aitowa\1a\2,Aitowa2a3,Aitowa\1a\2,Aitowa2a3/PV,Aitowa\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Atw([^wyA}&])([^ntwyA}&])$,24,
204,Ait1a2~i3,Aitowa2~i3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Aitowa2~i3,lex:Aitowa2~i3,lex:Aitowa\1~i\2,Aitowa2~i3,Aitowa\1~i\2,Aitowa2~i3/PV,Aitowa\1~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Atw([^wyA}&])([^ntwyA}&])$,14,
205,Ait1a23a4,Aitowa2owa4,w.2.w.4,w.\1.w.\2,BACKOFF,[STEM-PV],Aitowa2owa4,lex:Aitowa2owa4,lex:Aitowa\1owa\2,Aitowa2owa4,Aitowa\1owa\2,Aitowa2owa4/PV,Aitowa\1owa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Atw([^wyA}&])w([^ntwyA}&])$,1,
206,Ait1a2~a3,Aitowa2~aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],Aitowa2~,lex:Aitowa2~aY,lex:Aitowa\1~aY,Aitowa2~,Aitowa\1~,Aitowa2~/PV,Aitowa\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Atw([^wyA}&])$,9,
207,Ait1a2a3,Aitowa2~,w.2.3,w.\1.\1,BACKOFF,[STEM-PV],Aitowa2~,lex:Aitowa2~,lex:Aitowa\1~,Aitowa2~,Aitowa\1~,Aitowa2~/PV,Aitowa\1~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^Atw([^wyA}&])$,3,
208,1a2~i3,wa2~i3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],wa2~i3,lex:wa2~in,lex:wa\1~in,wa2~in,wa\1~in,wa2~in/PV,wa\1~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^w([^wyA}&])n$,1,
209,Ait1a23i4,Aitowa2owi4,w.2.w.4,w.\1.w.\2,BACKOFF,[STEM-PV],Aitowa2owi4,lex:Aitowa2owi4,lex:Aitowa\1owi\2,Aitowa2owi4,Aitowa\1owi\2,Aitowa2owi4/PV,Aitowa\1owi\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Atw([^wyA}&])w([^ntwyA}&])$,5,
210,Ait1a23i4,Aitowa2o3i4,w.2.3.4,w.\1.\2.\3,BACKOFF,[STEM-PV],Aitowa2o3i4,lex:Aitowa2o3i4,lex:Aitowa\1o\2i\3,Aitowa2o3i4,Aitowa\1o\2i\3,Aitowa2o3i4/PV,Aitowa\1o\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Atw([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
211,Ait1a2a3,Aitowa2a3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],Aitowa2a3,lex:Aitowa2an,lex:Aitowa\1an,Aitowa2an,Aitowa\1an,Aitowa2an/PV,Aitowa\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Atw([^wyA}&])n$,1,
212,Ait1a23a4,Aitowa2o3a4,w.2.3.n,w.\1.\2.n,BACKOFF,[STEM-PV],Aitowa2o3a4,lex:Aitowa2o3an,lex:Aitowa\1o\2an,Aitowa2o3an,Aitowa\1o\2an,Aitowa2o3an/PV,Aitowa\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Atw([^wyA}&])([^wyA}&])n$,1,
213,Ait1a2a3,Aitowa2aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],Aitowa2,lex:Aitowa2aY,lex:Aitowa\1aY,Aitowa2,Aitowa\1,Aitowa2/PV,Aitowa\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Atw([^wyA}&])$,1,
214,Ait1a2~a3,Aitowa2~A,w.2.>,w.\1.>,BACKOFF,[STEM-PV],Aitowa2~,lex:Aitowa2~A,lex:Aitowa\1~A,Aitowa2~,Aitowa\1~,Aitowa2~/PV,Aitowa\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Atw([^wyA}&])$,1,
215,Ait1a2~a3,Aitowa2~a3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],Aitowa2~a3,lex:Aitowa2~an,lex:Aitowa\1~an,Aitowa2~an,Aitowa\1~an,Aitowa2~an/PV,Aitowa\1~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Atw([^wyA}&])n$,1,
216,Ait1a2~a3,Aitowa2~a3,w.2.t,w.\1.t,BACKOFF,[STEM-PV],Aitowa2~a3,lex:Aitowa2~at,lex:Aitowa\1~at,Aitowa2~at,Aitowa\1~at,Aitowa2~at/PV,Aitowa\1~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^Atw([^wyA}&])t$,1,
217,Ait1a2a3,Ai1~awa3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1~awa3,lex:Ai1~awa3,lex:Ai\1~awa\2,Ai1~awa3,Ai\1~awa\2,Ai1~awa3/PV,Ai\1~awa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])w([^ntwyA}&])$,1,
218,Ait1a23i4,Ai1~awo3i4,1.w.3.t,\1.w.\2.t,BACKOFF,[STEM-PV],Ai1~awo3i4,lex:Ai1~awo3it,lex:Ai\1~awo\2it,Ai1~awo3it,Ai\1~awo\2it,Ai1~awo3it/PV,Ai\1~awo\2it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])w([^wyA}&])t$,1,
219,Ait1a2~a3,Ai1~aw~a3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1~aw~a3,lex:Ai1~aw~a3,lex:Ai\1~aw~a\2,Ai1~aw~a3,Ai\1~aw~a\2,Ai1~aw~a3/PV,Ai\1~aw~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])w([^ntwyA}&])$,1,
220,Ait1a2a3,Aitoya>a3,y.>.3,y.>.\1,BACKOFF,[STEM-PV],Aitoya>a3,lex:Aitoya>a3,lex:Aitoya>a\1,Aitoya>a3,Aitoya>a\1,Aitoya>a3/PV,Aitoya>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtyA([^wyA}&])$,1,
221,Ait1a2~i3,Aitoya}~i3,y.>.3,y.>.\1,BACKOFF,[STEM-PV],Aitoya}~i3,lex:Aitoya}~i3,lex:Aitoya}~i\1,Aitoya}~i3,Aitoya}~i\1,Aitoya}~i3/PV,Aitoya}~i\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aty}([^wyA}&])$,1,
222,Ait1a2~i3,Aitoya2~i3,y.2.3,y.\1.\2,BACKOFF,[STEM-PV],Aitoya2~i3,lex:Aitoya2~i3,lex:Aitoya\1~i\2,Aitoya2~i3,Aitoya\1~i\2,Aitoya2~i3/PV,Aitoya\1~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aty([^wyA}&])([^ntwyA}&])$,3,
223,Ait1a2~a3,Aitoya2~a3,y.2.3,y.\1.\2,BACKOFF,[STEM-PV],Aitoya2~a3,lex:Aitoya2~a3,lex:Aitoya\1~a\2,Aitoya2~a3,Aitoya\1~a\2,Aitoya2~a3/PV,Aitoya\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aty([^wyA}&])([^ntwyA}&])$,2,
224,Ait1a2~a3,Aitoya2~a3,y.2.n,y.\1.n,BACKOFF,[STEM-PV],Aitoya2~a3,lex:Aitoya2~an,lex:Aitoya\1~an,Aitoya2~an,Aitoya\1~an,Aitoya2~an/PV,Aitoya\1~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Aty([^wyA}&])n$,1,
