,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
299,Aista12a3,Aisotawo2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Aisotaw2a3,lex:Aisotawo2a3,lex:Aisotawo\1a\2,Aisotaw2a3,Aisotaw\1a\2,Aisotaw2a3/PV,Aisotaw\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Astw([^wyA}&])([^ntwyA}&])$,18,
300,Aista12i3,Aisotawo2i3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Aisotaw2i3,lex:Aisotawo2i3,lex:Aisotawo\1i\2,Aisotaw2i3,Aisotaw\1i\2,Aisotaw2i3/PV,Aisotaw\1i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Astw([^wyA}&])([^ntwyA}&])$,4,
301,Aista12a3,Aisotawo2aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],Aisotaw2,lex:Aisotawo2aY,lex:Aisotawo\1aY,Aisotaw2,Aisotaw\1,Aisotaw2/PV,Aisotaw\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Astw([^wyA}&])$,5,
302,Aisti1a2~a3,Aisotiwa2~aY,w.2.y,w.\1.y,BACKOFF,[STEM-PV],Aisotiwa2~,lex:Aisotiwa2~aY,lex:Aisotiwa\1~aY,Aisotiwa2~,Aisotiwa\1~,Aisotiwa2~/PV,Aisotiwa\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Astw([^wyA}&])$,1,
303,Aista12a3,Aisotawo2a3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],Aisotaw2a3,lex:Aisotawo2an,lex:Aisotawo\1an,Aisotaw2an,Aisotaw\1an,Aisotaw2an/PV,Aisotaw\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Astw([^wyA}&])n$,1,
304,Ai12a34a5,Ai1o2a>o4a5,1.2.>.4.5,\1.\2.>.\3.\4,BACKOFF,[STEM-PV],Ai1o2a>o4a5,lex:Ai1o2a>o4a5,lex:Ai\1o\2a>o\3a\4,Ai1o2a>o4a5,Ai\1o\2a>o\3a\4,Ai1o2a>o4a5/PV,Ai\1o\2a>o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
305,Ai1ta2a3,Ai1oTA3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1oTa3,lex:Ai1oTA3,lex:Ai\1oTA\2,Ai1oTa3,Ai\1oTa\2,Ai1oTa3/PV,Ai\1oTa\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])T([^ntwyA}&])$,1,
306,Ai1ta2a3,Ai1oTA3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1oTA3,lex:Ai1oTA3,lex:Ai\1oTA\2,Ai1oTA3,Ai\1oTA\2,Ai1oTA3/PV,Ai\1oTA\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^A([^wyA}&])TA([^ntwyA}&])$,1,
307,Ai1ta2a3,Ai1oTa2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1oTa2a3,lex:Ai1oTa2a3,lex:Ai\1oTa\2a\3,Ai1oTa2a3,Ai\1oTa\2a\3,Ai1oTa2a3/PV,Ai\1oTa\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])T([^wyA}&])([^ntwyA}&])$,7,
308,Ai1ta2a3,Ai1oTa2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],Ai1oTa2~,lex:Ai1oTa2~,lex:Ai\1oTa\2~,Ai1oTa2~,Ai\1oTa\2~,Ai1oTa2~/PV,Ai\1oTa\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])T([^wyA}&])$,2,
309,Ai1ta2a3,Ai1oTa2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Ai1oTa2,lex:Ai1oTa2aY,lex:Ai\1oTa\2aY,Ai1oTa2,Ai\1oTa\2,Ai1oTa2/PV,Ai\1oTa\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])T([^wyA}&])$,1,
310,Ai1ta2a3,Ai1ota>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],Ai1ota>a3,lex:Ai1ota>a3,lex:Ai\1ota>a\2,Ai1ota>a3,Ai\1ota>a\2,Ai1ota>a3/PV,Ai\1ota>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])tA([^ntwyA}&])$,2,
311,Ai1ta2a3,Ai1ota2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Ai1ota2,lex:Ai1ota2a>,lex:Ai\1ota\2a>,Ai1ota2,Ai\1ota\2,Ai1ota2/PV,Ai\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])t([^wyA}&])$,1,
312,Ai1ta2a3,Ai1ota2a3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],Ai1ota2a3,lex:Ai1ota2at,lex:Ai\1ota\2at,Ai1ota2at,Ai\1ota\2at,Ai1ota2at/PV,Ai\1ota\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])t([^wyA}&])t$,1,
313,Ai1ta2a3,Ai1ota2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],Ai1ta2~,lex:Ai1ota2~,lex:Ai\1ota\2~,Ai1ta2~,Ai\1ta\2~,Ai1ta2~/PV,Ai\1ta\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])t([^wyA}&])$,1,
314,Ain1a2a3,Aino1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aino1a3,lex:Aino1A3,lex:Aino\1A\2,Aino1a3,Aino\1a\2,Aino1a3/PV,Aino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^An([^wyA}&])([^ntwyA}&])$,21,
315,Ain1a2a3,Aino1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aino1A3,lex:Aino1A3,lex:Aino\1A\2,Aino1A3,Aino\1A\2,Aino1A3/PV,Aino\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^An([^wyA}&])A([^ntwyA}&])$,21,
316,Ain1a2a3,Aino1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aino1a3,lex:Aino1A3,lex:Aino\1A\2,Aino1a3,Aino\1a\2,Aino1a3/PV,Aino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^An([^wyA}&])([^ntwyA}&])$,14,
317,Ain1a2a3,Aino1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aino1A3,lex:Aino1A3,lex:Aino\1A\2,Aino1A3,Aino\1A\2,Aino1A3/PV,Aino\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^An([^wyA}&])A([^ntwyA}&])$,14,
318,Ain1a2a3,Aino1a2~,1.t.t,\1.t.t,BACKOFF,[STEM-PV],Aino1a2~,lex:Aino1a2~,lex:Aino\1a\2~,Aino1a2~,Aino\1a\2~,Aino1a2~/PV,Aino\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^An([^wyA}&])([^wyA}&])$,2,
319,Ain1a2a3,Aino1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aino1a2a3,lex:Aino1a2a3,lex:Aino\1a\2a\3,Aino1a2a3,Aino\1a\2a\3,Aino1a2a3/PV,Aino\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^An([^wyA}&])([^wyA}&])([^ntwyA}&])$,343,
320,Ain1a2a3,Aino1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],Aino1a2~,lex:Aino1a2~,lex:Aino\1a\2~,Aino1a2~,Aino\1a\2~,Aino1a2~/PV,Aino\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^An([^wyA}&])([^wyA}&])$,82,
321,Ain1a2a3,Aino1a2a3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],Aino1a2a3,lex:Aino1a2at,lex:Aino\1a\2at,Aino1a2at,Aino\1a\2at,Aino1a2at/PV,Aino\1a\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^An([^wyA}&])([^wyA}&])t$,12,
322,Ain1a2a3,Aino1a2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Aino1a2,lex:Aino1a2aY,lex:Aino\1a\2aY,Aino1a2,Aino\1a\2,Aino1a2/PV,Aino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^An([^wyA}&])([^wyA}&])$,27,
323,Ain1a2a3,Aino1awa3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aino1awa3,lex:Aino1awa3,lex:Aino\1awa\2,Aino1awa3,Aino\1awa\2,Aino1awa3/PV,Aino\1awa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^An([^wyA}&])w([^ntwyA}&])$,9,
324,Ain1a2a3,Aino1a2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Aino1a2a3,lex:Aino1a2an,lex:Aino\1a\2an,Aino1a2an,Aino\1a\2an,Aino1a2an/PV,Aino\1a\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^An([^wyA}&])([^wyA}&])n$,9,
325,Ain1a2a3,Aino1awa3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],Aino1awa3,lex:Aino1awat,lex:Aino\1awat,Aino1awat,Aino\1awat,Aino1awat/PV,Aino\1awat/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^An([^wyA}&])wt$,1,
326,Ain1a2a3,Aino1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aino1a3,lex:Aino1An,lex:Aino\1An,Aino1an,Aino\1an,Aino1an/PV,Aino\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^An([^wyA}&])n$,2,
327,Ain1a2a3,Aino1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aino1A3,lex:Aino1An,lex:Aino\1An,Aino1An,Aino\1An,Aino1An/PV,Aino\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^An([^wyA}&])An$,2,
328,Ain1a2a3,Aino1aya3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aino1aya3,lex:Aino1ayan,lex:Aino\1ayan,Aino1ayan,Aino\1ayan,Aino1ayan/PV,Aino\1ayan/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^An([^wyA}&])yn$,1,
329,Ain1a2a3,Aino1awaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],Aino1aw,lex:Aino1awaY,lex:Aino\1awaY,Aino1aw,Aino\1aw,Aino1aw/PV,Aino\1aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^An([^wyA}&])w$,3,
330,Ain1a2a3,Aino1a>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],Aino1a>a3,lex:Aino1a>a3,lex:Aino\1a>a\2,Aino1a>a3,Aino\1a>a\2,Aino1a>a3/PV,Aino\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^An([^wyA}&])A([^ntwyA}&])$,1,
331,Ain1a2a3,Aino1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],Aino1a3,lex:Aino1An,lex:Aino\1An,Aino1an,Aino\1an,Aino1an/PV,Aino\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^An([^wyA}&])n$,2,
332,Ain1a2a3,Aino1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],Aino1A3,lex:Aino1An,lex:Aino\1An,Aino1An,Aino\1An,Aino1An/PV,Aino\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^An([^wyA}&])An$,2,
333,Ain1a2a3,Aino1a2~,1.n.n,\1.n.n,BACKOFF,[STEM-PV],Aino1a2~,lex:Aino1a2~,lex:Aino\1a\2~,Aino1a2~,Aino\1a\2~,Aino1a2~/PV,Aino\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^An([^wyA}&])([^wyA}&])$,2,
334,Ain1a2a3,Aino1a2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Ai1~a2a3,lex:Aino1a2an,lex:Aino\1a\2an,Ai1~a2an,Ai\1~a\2an,Ai1~a2an/PV,Ai\1~a\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,1,
335,Ain1a2a3,Aino1a2A,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Aino1a2,lex:Aino1a2A,lex:Aino\1a\2A,Aino1a2,Aino\1a\2,Aino1a2/PV,Aino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^An([^wyA}&])([^wyA}&])$,1,
336,Ain1a2a3,Ainowa2a>,w.2.>,w.\1.>,BACKOFF,[STEM-PV],Ainowa2,lex:Ainowa2a>,lex:Ainowa\1a>,Ainowa2,Ainowa\1,Ainowa2/PV,Ainowa\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Anw([^wyA}&])$,1,
337,Ain1a2a3,Ainowa2A,w.2.>,w.\1.>,BACKOFF,[STEM-PV],Ainowa2,lex:Ainowa2A,lex:Ainowa\1A,Ainowa2,Ainowa\1,Ainowa2/PV,Ainowa\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Anw([^wyA}&])$,1,
338,Ain1a2a3,Ainowa2a3,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Ainowa2a3,lex:Ainowa2a3,lex:Ainowa\1a\2,Ainowa2a3,Ainowa\1a\2,Ainowa2a3/PV,Ainowa\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Anw([^wyA}&])([^ntwyA}&])$,13,
339,Ain1a2a3,Ainowa2~,w.2.3,w.\1.\1,BACKOFF,[STEM-PV],Ainowa2~,lex:Ainowa2~,lex:Ainowa\1~,Ainowa2~,Ainowa\1~,Ainowa2~/PV,Ainowa\1~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^Anw([^wyA}&])$,1,
340,Ain1a2a3,Ainowa2a3,w.2.n,w.\1.n,BACKOFF,[STEM-PV],Ainowa2a3,lex:Ainowa2an,lex:Ainowa\1an,Ainowa2an,Ainowa\1an,Ainowa2an/PV,Ainowa\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Anw([^wyA}&])n$,1,
341,Ai12a3~,Aiwo2a3~,w.2.3,w.\1.\2,BACKOFF,[STEM-PV],Aiwo2a3~,lex:Aiwo2a3~,lex:Aiwo\1a\2~,Aiwo2a3~,Aiwo\1a\2~,Aiwo2a3~/PV,Aiwo\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^Aw([^wyA}&])([^ntwyA}&])$,1,
342,1a23a4,1a>o3a>,1.>.3.>,\1.>.\2.>,BACKOFF,[STEM-PV],1a>o3,lex:1a>o3a>,lex:\1a>o\2a>,1a>o3,\1a>o\2,1a>o3/PV,\1a>o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])A([^wyA}&])$,6,
343,1a2a3,1A3,1.y.t,\1.y.t,BACKOFF,[STEM-PV],1i3,lex:1At,lex:\1At,1it,\1it,1it/PV,\1it/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^([^wyA}&])t$,1,
344,1a2a3,1A3,1.y.t,\1.y.t,BACKOFF,[STEM-PV],1A3,lex:1At,lex:\1At,1At,\1At,1At/PV,\1At/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#t trans,^([^wyA}&])At$,1,
345,1A2i3,1A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1A2i#3,lex:1A2i3,lex:\1A\2i\3,1A2i#3,\1A\2i#\3,1A2i#3/PV,\1A\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^wyA}&])#([^ntwyA}&])$,148,
346,1a2a3,1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1u3,lex:1A3,lex:\1A\2,1u3,\1u\2,1u3/PV,\1u\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,58,
347,1a2a3,1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1A3,lex:1A3,lex:\1A\2,1A3,\1A\2,1A3/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,84,
348,1a2a3,1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1i3,lex:1A3,lex:\1A\2,1i3,\1i\2,1i3/PV,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,45,
349,1a2a3,1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1A3,lex:1A3,lex:\1A\2,1A3,\1A\2,1A3/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,53,
350,1a2a3,1A2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1A2i3,lex:1A2a3,lex:\1A\2a\3,1A2i3,\1A\2i\3,1A2i3/PV,\1A\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
351,1a2a3,1A2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],1A2,lex:1A2aY,lex:\1A\2aY,1A2,\1A\2,1A2/PV,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])A([^wyA}&])$,33,
352,1A2i3,1A2i3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],1A2i#3,lex:1A2it,lex:\1A\2it,1A2i#t,\1A\2i#t,1A2i#t/PV,\1A\2i#t/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])A([^wyA}&])#t$,1,
353,1a2a3,1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],1i3,lex:1An,lex:\1An,1in,\1in,1in/PV,\1in/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^([^wyA}&])n$,5,
354,1a2a3,1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],1A3,lex:1An,lex:\1An,1An,\1An,1An/PV,\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^([^wyA}&])An$,6,
355,1A2i3,1Ayi3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1Aya#3,lex:1Ayi3,lex:\1Ayi\2,1Aya#3,\1Aya#\2,1Aya#3/PV,\1Aya#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])Ay#([^ntwyA}&])$,1,
356,1a2a3,1a2~,1.t.t,\1.t.t,BACKOFF,[STEM-PV],1a2~,lex:1a2~,lex:\1a\2~,1a2~,\1a\2~,1a2~/PV,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^([^wyA}&])([^wyA}&])$,10,
357,1a2a3,1a2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1a2a3,lex:1a2a3,lex:\1a\2a\3,1a2a3,\1a\2a\3,1a2a3/PV,\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,715,
358,1a2a3,1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],1a2~,lex:1a2~,lex:\1a\2~,1a2~,\1a\2~,1a2~/PV,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^([^wyA}&])([^wyA}&])$,198,
359,1a23a4,1a2o3a4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],1a2o3a4,lex:1a2o3a4,lex:\1a\2o\3a\4,1a2o3a4,\1a\2o\3a\4,1a2o3a4/PV,\1a\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,262,
360,1i2i3,1i2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1i2i#3,lex:1i2i3,lex:\1i\2i\3,1i2i#3,\1i\2i#\3,1i2i#3/PV,\1i\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])#([^ntwyA}&])$,136,
361,1a2a3,1a2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],1a2,lex:1a2a>,lex:\1a\2a>,1a2,\1a\2,1a2/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])([^wyA}&])$,5,
362,1a2a3,1a2A,1.2.w,\1.\2.w,BACKOFF,[STEM-PV],1a2,lex:1a2A,lex:\1a\2A,1a2,\1a\2,1a2/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,12,
363,1a2~a3,1a2~aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],1a2~,lex:1a2~aY,lex:\1a\2~aY,1a2~,\1a\2~,1a2~/PV,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,80,
364,1a2~a3,1a2~a>,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],1a2~,lex:1a2~a>,lex:\1a\2~a>,1a2~,\1a\2~,1a2~/PV,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])([^wyA}&])$,5,
365,1a23i4,1a2o3i4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],1a2o3i4,lex:1a2o3i4,lex:\1a\2o\3i\4,1a2o3i4,\1a\2o\3i\4,1a2o3i4/PV,\1a\2o\3i\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,189,
366,1a23a4,1a2o3a4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],1a2o1a4,lex:1a2o3a4,lex:\1a\2o\3a\4,1a2o1a4,\1a\2o\3a\4,1a2o1a4/PV,\1a\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,31,
367,1i2i3,1i2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],1i2i3,lex:1i2i3,lex:\1i\2i\3,1i2i3,\1i\2i\3,1i2i3/PV,\1i\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,7,
368,1a23a4,1a2o3a4,1.2.3.n,\1.\2.\3.n,BACKOFF,[STEM-PV],1a2o3a4,lex:1a2o3an,lex:\1a\2o\3an,1a2o3an,\1a\2o\3an,1a2o3an/PV,\1a\2o\3an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])([^wyA}&])n$,11,
369,1a23i4,1a2owi4,1.2.w.4,\1.\2.w.\3,BACKOFF,[STEM-PV],1a2owi4,lex:1a2owi4,lex:\1a\2owi\3,1a2owi4,\1a\2owi\3,1a2owi4/PV,\1a\2owi\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])w([^ntwyA}&])$,22,
370,1a23a4,1a2owa4,1.2.w.4,\1.\2.w.\3,BACKOFF,[STEM-PV],1a2owa4,lex:1a2owa4,lex:\1a\2owa\3,1a2owa4,\1a\2owa\3,1a2owa4/PV,\1a\2owa\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])w([^ntwyA}&])$,22,
371,1a2a3,1a2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],1a2,lex:1a2aY,lex:\1a\2aY,1a2,\1a\2,1a2/PV,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,72,
372,1a23i4,1a2o3i4,1.2.3.n,\1.\2.\3.n,BACKOFF,[STEM-PV],1a2o3i4,lex:1a2o3in,lex:\1a\2o\3in,1a2o3in,\1a\2o\3in,1a2o3in/PV,\1a\2o\3in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])([^wyA}&])n$,24,
373,1a2~a3,1a2~a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],1a2~a3,lex:1a2~an,lex:\1a\2~an,1a2~an,\1a\2~an,1a2~an/PV,\1a\2~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,15,
374,1i2i3,1i2iy,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],1i2,lex:1i2iy,lex:\1i\2iy,1i2,\1i\2,1i2/PV,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^([^wyA}&])([^wyA}&])$,40,
375,1a2a3,1a2a3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],1a2a3,lex:1a2at,lex:\1a\2at,1a2at,\1a\2at,1a2at/PV,\1a\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,19,
376,1a2~a3,1a2~a3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],1a2~a3,lex:1a2~at,lex:\1a\2~at,1a2~at,\1a\2~at,1a2~at/PV,\1a\2~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,7,
377,1a2~i3,1aw~i3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1aw~i3,lex:1aw~i3,lex:\1aw~i\2,1aw~i3,\1aw~i\2,1aw~i3/PV,\1aw~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^ntwyA}&])$,72,
378,1a2~a3,1aw~a3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],1aw~a3,lex:1aw~a3,lex:\1aw~a\2,1aw~a3,\1aw~a\2,1aw~a3/PV,\1aw~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^ntwyA}&])$,62,
379,1a2~i3,1ay~i3,1.y.t,\1.y.t,BACKOFF,[STEM-PV],1ay~i3,lex:1ay~it,lex:\1ay~it,1ay~it,\1ay~it,1ay~it/PV,\1ay~it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])yt$,3,
380,1a2~a3,1ay~a3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1ay~a3,lex:1ay~a3,lex:\1ay~a\2,1ay~a3,\1ay~a\2,1ay~a3/PV,\1ay~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])y([^ntwyA}&])$,37,
381,1a2~i3,1ay~i3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],1ay~i3,lex:1ay~i3,lex:\1ay~i\2,1ay~i3,\1ay~i\2,1ay~i3/PV,\1ay~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])y([^ntwyA}&])$,54,
