,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,LEMMA,FORM,DEFINE,CLASS,BW,GLOSS,FEAT,COND-T,COND-S,STATUS
2394,2395,1a2a3,f.s.s,1.2.2,1a2~,1i2~,fas~,fis~,LEXICON,[STEM-CV],CV,cheer_up;give_vent_to;complain;jinx;envy;cause;forgive;leak_out_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
2395,2396,1a2~a3,f.S.S,1.2.2,1a2~a3,1a2~a3,faS~aS,faS~aS,LEXICON,[STEM-CV],CV,peel;shell_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2396,2397,Ait1a2a3,f.s.x,1.2.3,Aito1a2a3,Aito1i2i3,Aitofasax,Aitofisix,LEXICON,[STEM-CV],CV,annul;dissolve;revoke;be_struck;be_declared_invalid;sunder;disjoin_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2397,2398,Ait1a2~a3,f.s.x,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitofas~ax,Aitofas~ax,LEXICON,[STEM-CV],CV,be_severed;be_interrupted;be_torn_apart;be_chopped_off;be_cut_up_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2398,2399,Ain1a2a3,f.s.x,1.2.3,Aino1a2a3,Aino1i2i3,Ainofasax,Ainofisix,LEXICON,[STEM-CV],CV,be_annulled;be_dissolved;be_revoked_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2399,2400,1a2a3,f.s.x,1.2.3,1a2a3,Ai12a3,fasax,Aifsax,LEXICON,[STEM-CV],CV,annul;dissolve;revoke_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2400,2401,1a2~a3,f.s.x,1.2.3,1a2~a3,1a2~a3,fas~ax,fas~ax,LEXICON,[STEM-CV],CV,stroll_around_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2401,2402,Ait1a2~a3,f.s.y,1.2.y,Aito1a2~aY,Aito1a2~,Aitofas~aY,Aitofas~,LEXICON,[STEM-CV],CV,be_deflated_[CALIMA],pos:verb asp:c vox:a mod:i,,#-aY defective intrans,OK
2402,2403,1a2~a3,f.s.y,1.2.y,1a2~aY,1a2~,fas~aY,fas~,LEXICON,[STEM-CV],CV,be_deflated_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
2403,2404,Ait1a2a3,f.t.$,1.2.3,Aito1a2a3,Aito1i2i3,Aitofata$,Aitofiti$,LEXICON,[STEM-CV],CV,discover;reveal;disclose;examine;be_discovered;be_revealed;be_disclosed;be_uncovered_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2404,2405,Ait1a2~i3,f.t.$,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitofat~i$,Aitofat~i$,LEXICON,[STEM-CV],CV,search;inspect;scratch;make_enquiries;probe;with_the_finger_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2405,2406,Ain1a2a3,f.t.$,1.2.3,Aino1a2a3,Aino1i2i3,Ainofata$,Ainofiti$,LEXICON,[STEM-CV],CV,search;inspect_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2406,2407,1a2a3,f.t.$,1.2.3,1a2a3,Ai12i3,fata$,Aifti$,LEXICON,[STEM-CV],CV,search;inspect_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2407,2408,1a2~i3,f.t.$,1.2.3,1a2~i3,1a2~i3,fat~i$,fat~i$,LEXICON,[STEM-CV],CV,look_for;inspect;search_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2408,2409,Ait1a23i4,f.t.f.t,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitofatofit,Aitofatofit,LEXICON,[STEM-CV],CV,tear_apart;dismember;be_broken_insmall_pieces;be_broken_intiny_pieces;rejoice;peel;scrape;flake_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2409,2410,1a23i4,f.t.f.t,1.2.3.4,1a2o3i4,1a2o3i4,fatofit,fatofit,LEXICON,[STEM-CV],CV,tear_apart;dismember;be_broken_insmall_pieces;be_broken_intiny_pieces;rejoice;peel;scrape;flake_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2410,2411,1a23a4,f.T.f.T,1.2.3.4,1a2o3a4,1a2o3a4,faTofaT,faTofaT,LEXICON,[STEM-CV],CV,jump;leap;jump_up_and_down;be_jumped_over;spring;bound;leapt;jump_over_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2411,2412,Ait1A2i3,f.t.H,1.2.3,Aito1A2i3,Aito1A2i#3,AitofAtiH,AitofAti#H,LEXICON,[STEM-CV],CV,disclose;be_informed_about;opener;opening;clear_(color)_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2412,2413,Ait1a2a3,f.t.H,1.2.3,Aito1a2a3,Aito1i2i3,AitofataH,AitofitiH,LEXICON,[STEM-CV],CV,be_opened;be_responsive_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2413,2414,Ait1a2~a3,f.t.H,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitofat~aH,Aitofat~aH,LEXICON,[STEM-CV],CV,be_opened;be_responsive_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2414,2415,Aista12a3,f.t.H,1.2.3,Aisota1o2a3,Aisota1o2a3,AisotafotaH,AisotafotaH,LEXICON,[STEM-CV],CV,open_up_with;begin_with;pray_(god)_for_victory_(against)_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2415,2416,Ai1ta2a3,f.t.H,1.2.3,Ai1ota2a3,Ai1oti2i3,AifotataH,AifotitiH,LEXICON,[STEM-CV],CV,open;inaugurate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2416,2417,Ai12a3~,f.t.H,1.2.3,Ai1o2a3~,Ai1o2a3~,AifotaH~,AifotaH~,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
2417,2418,Ain1a2a3,f.t.H,1.2.3,Aino1a2a3,Aino1i2i3,AinofataH,AinofitiH,LEXICON,[STEM-CV],CV,be_opened;be_responsive_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2418,2419,1A2i3,f.t.H,1.2.3,1A2i3,1A2i#3,fAtiH,fAti#H,LEXICON,[STEM-CV],CV,disclose;be_informed_about;opener;opening;clear_(color)_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2419,2420,1a2a3,f.t.H,1.2.3,1a2a3,Ai12a3,fataH,AiftaH,LEXICON,[STEM-CV],CV,open;conquer;be_opened;be_conquered_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2420,2421,1a2~a3,f.t.H,1.2.3,1a2~a3,1a2~a3,fat~aH,fat~aH,LEXICON,[STEM-CV],CV,force_open;a_lock_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2421,2422,Ait1a2a3,f.t.k,1.2.3,Aito1a2a3,Aito1i2i3,Aitofatak,Aitofitik,LEXICON,[STEM-CV],CV,smash;demolish;be_demolished;shatter_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2422,2423,Ain1a2a3,f.t.k,1.2.3,Aino1a2a3,Aino1i2i3,Ainofatak,Ainofitik,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2423,2424,1a2a3,f.t.k,1.2.3,1a2a3,Ai12i3,fatak,Aiftik,LEXICON,[STEM-CV],CV,destroy;annihilate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2424,2425,Ait1a2a3,f.t.l,1.2.3,Aito1a2a3,Aito1i2i3,Aitofatal,Aitofitil,LEXICON,[STEM-CV],CV,be_spin_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2425,2426,Ait1a2~i3,f.t.l,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitofat~il,Aitofat~il,LEXICON,[STEM-CV],CV,twist_together;entwine_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2426,2427,Ain1a2a3,f.t.l,1.2.3,Aino1a2a3,Aino1i2i3,Ainofatal,Ainofitil,LEXICON,[STEM-CV],CV,twist_together;entwine_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2427,2428,1a2a3,f.t.l,1.2.3,1a2a3,Ai12i3,fatal,Aiftil,LEXICON,[STEM-CV],CV,twist_together;entwine_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2428,2429,1a2~i3,f.t.l,1.2.3,1a2~i3,1a2~i3,fat~il,fat~il,LEXICON,[STEM-CV],CV,spin_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2429,2430,Ait1a2a3,f.T.m,1.2.3,Aito1a2a3,Aito1i2i3,AitofaTam,AitofiTim,LEXICON,[STEM-CV],CV,wean;be_weaned_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2430,2431,Ain1a2a3,f.T.m,1.2.3,Aino1a2a3,Aino1i2i3,AinofaTam,AinofiTim,LEXICON,[STEM-CV],CV,be_weaned_from;abstain_from_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2431,2432,1a2a3,f.T.m,1.2.3,1a2a3,Au12u3,faTam,AufTum,LEXICON,[STEM-CV],CV,wean_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2432,2433,Ait1a2~i3,f.t.n,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitofat~in,Aitofat~in,LEXICON,[STEM-CV],CV,entice;torment;be_infatuated;infatuate;adorn;be_put_in_an_envelope;put_in_an_envelope;slip_a_bribe_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2433,2434,Ait1a2~a3,f.T.n,1.2.3,Aito1a2~a3,Aito1a2~a3,AitofaT~an,AitofaT~an,LEXICON,[STEM-CV],CV,be_subtle_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2434,2435,1a2a3,f.t.n,1.2.3,1a2a3,Ai12i3,fatan,Aiftin,LEXICON,[STEM-CV],CV,entice;torment;be_infatuated_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2435,2436,1a2~i3,f.t.n,1.2.3,1a2~i3,1a2~i3,fat~in,fat~in,LEXICON,[STEM-CV],CV,tell_tales;tattle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2436,2437,1i2i3,f.T.n,1.2.3,1i2i3,Ai12i3,fiTin,AifTin,LEXICON,[STEM-CV],CV,be_astute;discern_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2437,2438,Ait1a2a3,f.t.q,1.2.3,Aito1a2a3,Aito1i2i3,Aitofataq,Aitofitiq,LEXICON,[STEM-CV],CV,rupture_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2438,2439,Ait1a2~a3,f.t.q,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitofat~aq,Aitofat~aq,LEXICON,[STEM-CV],CV,be_torn_apart;be_rent_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2439,2440,Ain1a2a3,f.t.q,1.2.3,Aino1a2a3,Aino1i2i3,Ainofataq,Ainofitiq,LEXICON,[STEM-CV],CV,be_torn_apart;be_rent_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2440,2441,1a2a3,f.t.q,1.2.3,1a2a3,Ai12a3,fataq,Aiftaq,LEXICON,[STEM-CV],CV,tear;rend_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2441,2442,1a2~a3,f.t.q,1.2.3,1a2~a3,1a2~a3,fat~aq,fat~aq,LEXICON,[STEM-CV],CV,tear;rend_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2442,2443,Ait1a2a3,f.T.r,1.2.3,Aito1a2a3,Aito1i2i3,AitofaTar,AitofiTir,LEXICON,[STEM-CV],CV,be_split_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2443,2444,Ait1a2~a3,f.T.r,1.2.3,Aito1a2~a3,Aito1a2~a3,AitofaT~ar,AitofaT~ar,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2444,2445,Ain1a2a3,f.T.r,1.2.3,Aino1a2a3,Aino1i2i3,AinofaTar,AinofiTir,LEXICON,[STEM-CV],CV,be_broken_apart_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2445,2446,1a2~a3,f.T.r,1.2.3,1a2~a3,1a2~a3,faT~ar,faT~ar,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2446,2447,1i2i3,f.T.r,1.2.3,1i2i3,Ai12a3,fiTir,AifTar,LEXICON,[STEM-CV],CV,be_given_breakfast;constitute_fast_breaking;give_breakfast_to;breakfast;eat_breakfast_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2447,2448,1i2i3,f.t.r,1.2.3,1i2i3,Au12u3,fitir,Auftur,LEXICON,[STEM-CV],CV,subside;slacken;mitigate;weaken_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2448,2449,Ait1a2a3,f.T.s,1.2.3,Aito1a2a3,Aito1i2i3,AitofaTas,AitofiTis,LEXICON,[STEM-CV],CV,make_level;flatten;surface;be_flattened_out;be_flattened;be_depressed;flatten_out;flatten_quash_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2449,2450,Ait1a2~a3,f.T.s,1.2.3,Aito1a2~a3,Aito1a2~a3,AitofaT~as,AitofaT~as,LEXICON,[STEM-CV],CV,choke_to_death;choke_death;make_level;flatten;be_flattened_out;flatten_out;flatten_quash;become_flat_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2450,2451,Ain1a2a3,f.T.s,1.2.3,Aino1a2a3,Aino1i2i3,AinofaTas,AinofiTis,LEXICON,[STEM-CV],CV,be_made_labored;be_throttled;be_constricted;be_choked_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2451,2452,1a2~a3,f.T.s,1.2.3,1a2~a3,1a2~a3,faT~as,faT~as,LEXICON,[STEM-CV],CV,choke_to_death_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2452,2453,1i2i3,f.T.s,1.2.3,1i2i3,Ai12a3,fiTis,AifTas,LEXICON,[STEM-CV],CV,choke;suppress;throttle_down;be_choked;floded;have_the_breath_squeezed;deprive;deny_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2453,2454,Ait1a2~i3,f.t.t,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitofat~it,Aitofat~it,LEXICON,[STEM-CV],CV,disintegrate;be_fragmented;be_torn_apart;become_crumbly_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2454,2455,Ait1a2~a3,f.T.T,1.2.2,Aito1a2~a3,Aito1a2~a3,AitofaT~aT,AitofaT~aT,LEXICON,[STEM-CV],CV,jump;leap;jump_up_and_down;be_jumped_over;spring;bound;leapt;jump_over_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2455,2456,1a2a3,f.T.T,1.2.2,1a2~,1u2~,faT~,fuT~,LEXICON,[STEM-CV],CV,jump;leap;jump_up_and_down;be_jumped_over;spring;bound;leapt;jump_over_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
2456,2457,1a2a3,f.t.t,1.2.2,1a2~,1i2~,fat~,fit~,LEXICON,[STEM-CV],CV,weaken;enervate_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
2457,2458,1a2~i3,f.t.t,1.2.2,1a2~i3,1a2~i3,fat~it,fat~it,LEXICON,[STEM-CV],CV,tear_apart;dismember;be_broken_insmall_pieces;be_broken_intiny_pieces;rejoice;peel;scrape;flake_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2458,2459,1a2~a3,f.T.T,1.2.2,1a2~a3,1a2~a3,faT~aT,faT~aT,LEXICON,[STEM-CV],CV,cause_jump_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2459,2460,Ait1a23i4,f.t.w.n,1.2.w.4,Aito1a2o3i4,Aito1a2o3i4,Aitofatowin,Aitofatowin,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2460,2461,>a12a3,f.t.y,1.2.y,>a1o2aY,Ai1o2,>afotaY,Aifot,LEXICON,[STEM-CV],CV,deliver_a_fatwa_(legal_opinion);opine;be_debated_legally_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
2461,2462,Aista12a3,f.t.y,1.2.y,Aisota1o2aY,Aisota1o2,AisotafotaY,Aisotafot,LEXICON,[STEM-CV],CV,ask_for_a_legal_opinion_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
2462,2463,1a2a3,f.t.y,1.2.y,1a2aY,Ai1o2,fataY,Aifot,LEXICON,[STEM-CV],CV,give_legal_opinion;give_a_religious_opinion_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
2463,2464,Ait1A2i3,f.w.D,1.w.3,Aito1A2i3,Aito1A2i#3,AitofAwiD,AitofAwi#D,LEXICON,[STEM-CV],CV,negotiate_with_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2464,2465,Ait1a2~a3,f.w.D,1.w.3,Aito1a2~a3,Aito1a2~a3,Aitofaw~aD,Aitofaw~aD,LEXICON,[STEM-CV],CV,leave;quit;be_left;be_abandoned;left_off;turkify;be_left_over_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2465,2466,1A2i3,f.w.D,1.w.3,1A2i3,1A2i#3,fAwiD,fAwi#D,LEXICON,[STEM-CV],CV,negotiate_with;parley_with;conclusive;decisive;interval_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2466,2467,1a2~a3,f.w.D,1.w.3,1a2~a3,1a2~a3,faw~aD,faw~aD,LEXICON,[STEM-CV],CV,delegate_authority;authorize;entrust_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2467,2468,1a2a3,f.w.H,1.w.3,1A3,1u23,fAH,fuwH,LEXICON,[STEM-CV],CV,be_fragrant;emanate_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
2468,2469,1a2~a3,f.w.H,1.w.3,1a2~a3,1a2~a3,faw~aH,faw~aH,LEXICON,[STEM-CV],CV,cause_diffuse;spread_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2469,2470,Ait1a2~i3,f.w.l,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitofaw~il,Aitofaw~il,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2470,2471,1a2~i3,f.w.l,1.w.3,1a2~i3,1a2~i3,faw~il,faw~il,LEXICON,[STEM-CV],CV,alienate;repulse;startle;frighten;cause_be_repugnant_from;jinx;cause_hate;flee_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2471,2472,Ait1a2~a3,f.w.q,1.w.3,Aito1a2~a3,Aito1a2~a3,Aitofaw~aq,Aitofaw~aq,LEXICON,[STEM-CV],CV,excel;be_dominant;be_superior;make_awake_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2472,2473,1a2a3,f.w.q,1.w.3,1A3,1u23,fAq,fuwq,LEXICON,[STEM-CV],CV,surpass;excel_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
2473,2474,1a2~a3,f.w.q,1.w.3,1a2~a3,1a2~a3,faw~aq,faw~aq,LEXICON,[STEM-CV],CV,wake_up_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2474,2475,Ait1a2~a3,f.w.r,1.w.3,Aito1a2~a3,Aito1a2~a3,Aitofaw~ar,Aitofaw~ar,LEXICON,[STEM-CV],CV,be_boiled_up_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2475,2476,1a2a3,f.w.r,1.w.3,1A3,1u23,fAr,fuwr,LEXICON,[STEM-CV],CV,boil;gush_out_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
2476,2477,1a2~a3,f.w.r,1.w.3,1a2~a3,1a2~a3,faw~ar,faw~ar,LEXICON,[STEM-CV],CV,boil_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2477,2478,Ait1A2i3,f.w.t,1.w.3,Aito1A2i3,Aito1A2i#3,AitofAwit,AitofAwi#t,LEXICON,[STEM-CV],CV,vary_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2478,2479,Ait1a2~i3,f.w.t,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitofaw~it,Aitofaw~it,LEXICON,[STEM-CV],CV,miss;skip_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2479,2480,Ait1a2~a3,f.w.T,1.w.3,Aito1a2~a3,Aito1a2~a3,Aitofaw~aT,Aitofaw~aT,LEXICON,[STEM-CV],CV,be_covered_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2480,2481,1a2a3,f.w.t,1.w.3,1A3,1u23,fAt,fuwt,LEXICON,[STEM-CV],CV,expire;go_by_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
2481,2482,1a2~i3,f.w.t,1.w.3,1a2~i3,1a2~i3,faw~it,faw~it,LEXICON,[STEM-CV],CV,let_go;let_pass_through;leave_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2482,2483,1a2~a3,f.w.T,1.w.3,1a2~a3,1a2~a3,faw~aT,faw~aT,LEXICON,[STEM-CV],CV,be_dried;be_mangled;dry;desiccate;mangle;roast;toast;become_crisp_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2483,2484,1a23a4,f.w.x.r,1.w.3.4,1a2o3a4,1a23a4,fawoxar,fawxar,LEXICON,[STEM-CV],CV,be_empty;be_unoccupied;become_empty;be_deflated;leak_air;vacate;empty;be_vacated_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2484,2485,1a2a3,f.w.z,1.w.3,1A3,1u23,fAz,fuwz,LEXICON,[STEM-CV],CV,win;be_victorious_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
2485,2486,Ait1a23a4,f.x.f.x,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,Aitofaxofax,Aitofaxofax,LEXICON,[STEM-CV],CV,surround_with_luxury;be_surrounded_with_luxury;live_in_luxury_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2486,2487,Ait1A2i3,f.x.r,1.2.3,Aito1A2i3,Aito1A2i#3,AitofAxir,AitofAxi#r,LEXICON,[STEM-CV],CV,put_on_airs;shot_a_line;boast;brag;lie;deceive;deny;refute_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2487,2488,Ai1ta2a3,f.x.r,1.2.3,Ai1ota2a3,Ai1oti2i3,Aifotaxar,Aifotixir,LEXICON,[STEM-CV],CV,feel_pride_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2488,2489,Ait1a2a3,f.x.s,1.2.3,Aito1a2a3,Aito1i2i3,Aitofaxas,Aitofixis,LEXICON,[STEM-CV],CV,sank_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2489,2490,Ain1a2a3,f.x.s,1.2.3,Aino1a2a3,Aino1i2i3,Ainofaxas,Ainofixis,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2490,2491,1a2a3,f.x.s,1.2.3,1a2a3,Ai12i3,faxas,Aifxis,LEXICON,[STEM-CV],CV,drill;perforate;pierce;be_punctured;be_trepanned;feel_prickled;feel_prickly;be_pierced_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2491,2492,Ait1a2a3,f.x.t,1.2.3,Aito1a2a3,Aito1i2i3,Aitofaxat,Aitofixit,LEXICON,[STEM-CV],CV,drill;perforate;pierce;be_punctured;be_trepanned;feel_prickled;feel_prickly;be_pierced_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2492,2493,Ait1a2~a3,f.x.t,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitofax~at,Aitofax~at,LEXICON,[STEM-CV],CV,burst;explode;snap;crackle;pop_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2493,2494,1a2a3,f.x.t,1.2.3,1a2a3,Ai12a3,faxat,Aifxat,LEXICON,[STEM-CV],CV,perforate;pierce_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2494,2495,1a2~a3,f.x.t,1.2.3,1a2~a3,1a2~a3,fax~at,fax~at,LEXICON,[STEM-CV],CV,drill;perforate;pierce;be_punctured;be_trepanned;feel_prickled;feel_prickly;be_pierced_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2495,2496,Ait1a2~i3,f.y.$,1.y.3,Aito1a2~i3,Aito1a2~i3,Aitofay~i$,Aitofay~i$,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2496,2497,1a2~i3,f.y.$,1.y.3,1a2~i3,1a2~i3,fay~i$,fay~i$,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2497,2498,>a12a3,f.y.d,1.y.3,>a1A3,1i23,>afAd,fiyd,LEXICON,[STEM-CV],CV,report;inform;provide;be_reported;be_provided_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
2498,2499,Aista12a3,f.y.d,1.y.3,Aisota1A3,Aisota1i23,AisotafAd,Aisotafiyd,LEXICON,[STEM-CV],CV,make_use_of;benefit_from;benefit_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
2499,2500,1a2a3,f.y.d,1.y.3,1A3,1i23,fAd,fiyd,LEXICON,[STEM-CV],CV,benifit;report;interest;benefit;provide_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
2500,2501,1a2a3,f.y.D,1.y.3,1A3,1i23,fAD,fiyD,LEXICON,[STEM-CV],CV,exceed;overflow_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
2501,2502,Ait1a2~a3,f.y.E,1.y.3,Aito1a2~a3,Aito1a2~a3,Aitofay~aE,Aitofay~aE,LEXICON,[STEM-CV],CV,frighten;dismay;feign_an_attack;be_aroused_vigorous_action;startle;make_a_scary_sound;fear;fright_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
2502,2503,1a2a3,f.y.E,1.y.3,1A3,1uw3,fAE,fuwE,LEXICON,[STEM-CV],CV,spread;diffuse_of_an_odor_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
2503,2504,1a2~a3,f.y.E,1.y.3,1a2~a3,1a2~a3,fay~aE,fay~aE,LEXICON,[STEM-CV],CV,diffuse_an_odor_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2504,2505,1a2~i3,f.y.l,1.y.3,1a2~i3,1a2~i3,fay~il,fay~il,LEXICON,[STEM-CV],CV,become_fat;be_fattened;be_dressed;become_fat_and_shapeless;become_fatty;fatten;make_fat;become_plump_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
2505,2506,>a12i3,f.y.n,1.y.3,>a1o2i3,>a1o2i3,>afoyin,>afoyin,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
