,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,D2SEG,D2TOK,D1SEG,D1TOK,ATBSEG,ATBTOK,UD,CATIB6,FEAT,POS,FEAT_OLD,STATUS,COMMENTS,NOTES,#CLASS
94,95,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anotum/PRON_2MP,>anotum,haA>anotum%m,there_you_are;this+you,,,haA+_>anotum%m,haA+_>anotum,haA+_>anotum%m,haA+_>anotum,,,haA+_>anotum%m,haA+_>anotum,DET+PRON,NOM+NOM,pos:pron prc1:hA_dem per:2 gen:m num:p stt:d cas:n rat:r,pron,pos:pron prc1:hA_dem per:2 gen:m num:p stt:d cas:n rat:r,,,,[STEM-COMPOUND]
95,96,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PRON_2FP,>anotun~a,>anotun~a,you,,,,,,,,,,,PRON,NOM,pos:pron per:2 gen:f num:p stt:d cas:n rat:r,pron,pos:pron per:2 gen:f num:p stt:d cas:n rat:r,,,,[STEM-BASE]
96,97,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],haA/DEM_PRON+>anotun~a/PRON_2FP,>anotun~a,haA>anotun~a,there_you_are;this+you,,,haA+_>anotun~a,haA+_>anotun~a,haA+_>anotun~a,haA+_>anotun~a,,,haA+_>anotun~a,haA+_>anotun~a,DET+PRON,NOM+NOM,pos:pron prc1:hA_dem per:2 gen:f num:p stt:d cas:n rat:r,pron,pos:pron prc1:hA_dem per:2 gen:f num:p stt:d cas:n rat:r,,,,[STEM-COMPOUND]
97,98,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>ar,>ar,R.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
98,99,r.b.E,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN,>arobaEami}ap,>arobaEami},four-hundred,FS,X100,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:i cas:a,noun,pos:noun gen:- num:- rat:i cas:a,,,,
99,100,r.b.E,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN,>arobaEami}ap,>arobaEimi},four-hundred,FS,X100,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:g,noun,pos:noun gen:- num:- rat:r cas:g,,,,
100,101,r.b.E,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN,>arobaEami}ap,>arobaEumi},four-hundred,FS,X100,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:n,noun,pos:noun gen:- num:- rat:r cas:n,,,,
101,102,r.b.E,NTWS,NTWS,LEXICON,[STEM-ACCUSATIVE],NOUN,>arobaEamiA}ap,>arobaEamiA},four-hundred,FS,X100,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:i cas:a,noun,pos:noun gen:- num:- rat:i cas:a,,,,
102,103,r.b.E,NTWS,NTWS,LEXICON,[STEM-GENITIVE],NOUN,>arobaEamiA}ap,>arobaEimiA},four-hundred,FS,X100,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:g,noun,pos:noun gen:- num:- rat:r cas:g,,,,
103,104,r.b.E,NTWS,NTWS,LEXICON,[STEM-NOMINATIVE],NOUN,>arobaEamiA}ap,>arobaEumiA},four-hundred,FS,X100,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:r cas:n,noun,pos:noun gen:- num:- rat:r cas:n,,,,
104,105,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>aw~ah,>aw~ah,oh!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
105,106,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>aw~ah,>uw~aAh,oh!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
106,107,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,>awo,>awo,Or;if_not;unless;except_if;except_when,,,,,,,,,,,CCONJ,PRT,pos:conj,conj,pos:conj,,,,[STEM-BASE]
107,108,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>ay,>ay,A.###I.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
108,109,NTWS,NTWS,NTWS,LEXICON,[STEM-CONST],INTERROG_PRON,>ay~,>ay~,which,MS||FS,,,,,,,,,,PRON,NOM,pos:pron_interrog gen:- num:s,pron_interrog,pos:part_interrog gen:- num:s,,,,[STEM-NOM]
109,110,NTWS,NTWS,NTWS,LEXICON,[STEM-CONST],REL_PRON,>ay~,>ay~,which,MS||FS,,,,,,,,,,PRON,NOM,pos:pron_rel gen:- num:s,pron_rel,pos:pron_rel gen:- num:s,,,,[STEM-NOM]
110,111,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],>ay~/REL_PRON+AF/CASE_INDEF_ACC,>ay~,>ay~aAF,whatever;whichever,,,,,,,,,,,PRON,NOM,pos:pron_rel gen:- num:s,pron_rel,pos:pron_rel gen:- num:s,,,,[STEM-NOM]
111,112,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERROG_ADV,>ay~aAna,>ay~aAna,where,,,,,,,,,,,ADV,NOM,pos:adv_interrog,adv_interrog,pos:part_interrog,,,,[STEM-BASE]
112,113,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,>ay~aAna,>ay~aAna,where,,,,,,,,,,,ADV,NOM,pos:adv_rel stt:i cas:u,adv_rel,pos:adv_rel stt:i cas:u,,,,[STEM-BASE]
113,114,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],>ay~/NOUN+a/CASE_INDEF_ACC+maA/REL_PRON,>ay~amaA,>ay~amaA,every;much,,,>ay~a_+maA,>ay~a_+maA,,,,,>ay~a_+maA,>ay~a_+maA,NOUN+PRON,NOM+NOM,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,noun,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,Check,,[STEM-COMPOUND]
114,115,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],VOC_PART,>ay~atuhaA,>ay~tuhaA,O;oh,,,,,,,,,,,PART,PRT,pos:part_voc,part_voc,pos:part_voc,,,,[STEM-BASE]
115,116,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],VOC_PART,>ay~uhaA,>ay~uhaA,O;oh,,,,,,,,,,,PART,PRT,pos:part_voc,part_voc,pos:part_voc,,,,[STEM-BASE]
116,117,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],VOC_PART,>ayaA,>ayaA,Hey,,,,,,,,,,,PART,PRT,pos:part_voc,part_voc,pos:part_voc,,,,[STEM-BASE]
117,118,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],PART,>ayo,>ayo,that_is_to_say,,,,,,,,,,,PART,PRT,pos:part,part,pos:part,,,,[STEM-BASE]
118,119,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],VOC_PART,>ayo,>ayo,O;oh,,,,,,,,,,,PART,PRT,pos:part_voc,part_voc,pos:part_voc,,,,[STEM-BASE]
119,120,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,>ayoDaAF,>ayoDaAF,also;too;as_well_(as);along_with;in_addition_(to),,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
120,121,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERROG_ADV,>ayona,>ayona,where,,,,,,,,,,,ADV,NOM,pos:adv_interrog,adv_interrog,pos:part_interrog,,,,[STEM-BASE]
121,122,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_ADV,>ayona,>ayona,where,,,,,,,,,,,ADV,NOM,pos:adv_rel gen:u num:u stt:i cas:u,adv_rel,pos:adv_rel gen:u num:u stt:i cas:u,,,,[STEM-BASE]
122,123,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_ADV,>ayonamaA,>ayonamaA,wherever;wheresoever;anywhere,,,,,,,,,,,ADV,NOM,pos:adv_rel stt:i cas:u,adv_rel,pos:adv_rel stt:i cas:u,,,,[STEM]
123,124,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>b,>b,A.P.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
124,125,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>fb,>fb,A.F.P.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
125,126,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>lx,<lx,etc.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
126,127,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>lx,>lx,etc.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
127,128,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>lx,|lx,etc.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
128,129,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>uHayolaY,>uHayolaY,how_sweet!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
129,130,NTWS,NTWS,NTWS,LEXICON,[STEM],NOUN,>uluw,>uluw,those,,,,,,,,,,,NOUN,NOM,pos:noun gen:m num:p stt:i cas:u,noun,pos:noun gen:m num:p stt:i cas:u,CHECK,Should it not take case/stt/rat?,,[STEM]
130,131,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,>um,>um,um_(filled_pause),,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
131,132,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,>uw,>uw,O.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
132,133,NTWS,NTWS,NTWS,LEXICON,[STEM],DEM_PRON_P,>uwlaA'i,>uwlaA'i,they/those,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:i cas:u,pron_dem,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
133,134,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,>uwlaA'i,>uwlaA}ika,they/those,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:i cas:u,pron_dem,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
134,135,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,>uwlaA'i,>uwla}ika,they/those,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:i cas:u,pron_dem,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
135,136,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwlaA}ikum%m,they/those,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:i cas:u,pron_dem,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
136,137,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwla}ikum%m,they/those,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:i cas:u,pron_dem,pos:pron_dem gen:m num:p rat:r stt:i cas:u,,,,[STEM-BASE]
137,138,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwluw,they/those;possessors_of,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:c cas:n,pron_dem,pos:pron_dem gen:m num:p rat:r stt:c cas:n,,,,[STEM]
138,139,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwliy,they/those;possessors_of,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:c cas:a,pron_dem,pos:pron_dem gen:m num:p rat:r stt:c cas:a,,,,[STEM]
139,140,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MP,>uwlaA'i,>uwliy,they/those;possessors_of,,,,,,,,,,,DET,NOM,pos:pron_dem gen:m num:p rat:r stt:c cas:i,pron_dem,pos:pron_dem gen:m num:p rat:r stt:c cas:i,,,,[STEM]
140,141,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|,|,A.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
141,142,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|ar,|ar,R.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
142,143,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,|na}i*K,|na}i*K,then;at_that_time,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
143,144,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,|na*aAk,|na*aAk,then;at_that_time,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
144,145,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|s,|s,S.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
145,146,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|y,|y,A.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
146,147,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,|y,|y,I.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
147,148,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,$,$,SH.;21st;(street),,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
148,149,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,$ub~ayok,$ub~ayok,"shubbeik_(magical_encantation:_approx._""alakazam"")",,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
149,150,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DET,Al,Al,the,!li/PREP,,,,,,,,,,DET,PRT,pos:part_det,part_det,pos:part_det,,,,[STEM-BASE]
150,151,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al/DET,Al,lil,for/to+the,,,li+_l,li+_Al,li+_l,li+_Al,,,li+_l,li+_Al,ADP,PRT,pos:part_det prc1:li_prep,part_det,pos:part_det prc1:li_prep,,,,[STEM-COMPOUND]
151,152,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~atayoni,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:d stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:f num:d stt:d cas:a,,,,[STEM-BASE]
152,153,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~atayoni/REL_PRON,Al~a*iy,lila~atayoni,which;who;whom,,,li+_l~atayoni,li+_All~atayoni,li+_l~atayoni,li+_All~atayoni,,,li+_l~atayoni,li+_All~atayoni,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:f num:d stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:f num:d stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
153,154,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aall~atayoni,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:d stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:f num:d stt:d cas:g,,,,[STEM-BASE]
154,155,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~ataAni,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:d stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:f num:d stt:d cas:n,,,,[STEM-BASE]
155,156,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~aA}iy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:a,,,,[STEM-BASE]
156,157,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~aAtiy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:a,,,,[STEM-BASE]
157,158,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~awaAtiy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:a,,,,[STEM-BASE]
158,159,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~A}iy/REL_PRON,Al~a*iy,lil~aA}iy,which;who;whom,,,li+_l~aA}iy,li+_All~aA}iy,li+_l~aA}iy,li+_All~aA}iy,,,li+_l~aA}iy,li+_All~aA}iy,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
159,160,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aall~aA}iy,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:g,,,,[STEM-BASE]
160,161,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~Atiy/REL_PRON,Al~a*iy,lil~aAtiy,which;who;whom,,,li+_l~aAtiy,li+_All~aAtiy,li+_l~aAtiy,li+_All~aAtiy,,,li+_l~aAtiy,li+_All~aAtiy,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
161,162,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aall~aAtiy,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:g,,,,[STEM-BASE]
162,163,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~awAtiy/REL_PRON,Al~a*iy,lil~awaAtiy,which;who;whom,,,li+_l~awaAtiy,li+_All~awaAtiy,li+_l~awaAtiy,li+_All~awaAtiy,,,li+_l~awaAtiy,li+_All~awaAtiy,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
163,164,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aall~awaAtiy,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:g,,,,[STEM-BASE]
164,165,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~aA}iy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:n,,,,[STEM-BASE]
165,166,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~aAtiy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:n,,,,[STEM-BASE]
166,167,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~awaAtiy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:p stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:f num:p stt:d cas:n,,,,[STEM-BASE]
167,168,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aal~atiy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:s stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:f num:s stt:d cas:a,,,,[STEM-BASE]
168,169,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~atiy/REL_PRON,Al~a*iy,lil~atiy,which;who;whom,,,li+_l~atiy,li+_Al~atiy,li+_l~atiy,li+_Al~atiy,,,li+_l~atiy,li+_Al~atiy,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:f num:s stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:f num:s stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
169,170,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aal~atiy,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:s stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:f num:s stt:d cas:g,,,,[STEM-BASE]
170,171,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aal~atiy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:f num:s stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:f num:s stt:d cas:n,,,,[STEM-BASE]
171,172,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~a*ayoni,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:d stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:m num:d stt:d cas:a,,,,[STEM-BASE]
172,173,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~a*ayoni/REL_PRON,Al~a*iy,lil~a*ayoni,which;who;whom,,,li+_l~a*ayoni,li+_Al~a*ayoni,li+_l~a*ayoni,li+_Al~a*ayoni,,,li+_l~a*ayoni,li+_Al~a*ayoni,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:m num:d stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:m num:d stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
173,174,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aall~a*ayoni,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:d stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:m num:d stt:d cas:g,,,,[STEM-BASE]
174,175,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aall~a*aAni,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:d stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:m num:d stt:d cas:n,,,,[STEM-BASE]
175,176,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aal~a*iyna,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:p stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:m num:p stt:d cas:a,,,,[STEM-BASE]
176,177,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~a*iyna/REL_PRON,Al~a*iy,lil~a*iyna,which;who;whom,,,li+_l~a*iyna,li+_Al~a*iyna,li+_l~a*iyna,li+_Al~a*iyna,,,li+_l~a*iyna,li+_Al~a*iyna,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:m num:p stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:m num:p stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
177,178,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aal~a*iyna,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:p stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:m num:p stt:d cas:g,,,,[STEM-BASE]
178,179,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aal~a*iyna,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:p stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:m num:p stt:d cas:n,,,,[STEM-BASE]
179,180,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aal~a*iy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:s stt:d cas:a,pron_rel,pos:pron_rel rat:n gen:m num:s stt:d cas:a,,,,[STEM-BASE]
180,181,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+Al~a*iy/REL_PRON,Al~a*iy,lil~a*iy,which;who;whom,,,li+_l~a*iy,li+_Al~a*iy,li+_l~a*iy,li+_Al~a*iy,,,li+_l~a*iy,li+_Al~a*iy,ADP+PRON,PRT+NOM,pos:pron_rel rat:n gen:m num:s stt:d cas:g prc1:li_prep,pron_rel,pos:pron_rel rat:n gen:m num:s stt:d cas:g prc1:li_prep,,,,[STEM-BASE]
181,182,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],REL_PRON,Al~a*iy,Aal~a*iy,which;who;whom,!li/PREP,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:s stt:d cas:g,pron_rel,pos:pron_rel rat:n gen:m num:s stt:d cas:g,,,,[STEM-BASE]
182,183,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],REL_PRON,Al~a*iy,Aal~a*iy,which;who;whom,,,,,,,,,,,PRON,NOM,pos:pron_rel rat:n gen:m num:s stt:d cas:n,pron_rel,pos:pron_rel rat:n gen:m num:s stt:d cas:n,,,,[STEM-BASE]
