,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,LEMMA,FORM,COND-T,COND-S,GLOSS,FEAT,STATUS,SIGNATURE_LEMMA,QC_LEMMA_PARADIGM,COMMENTS,NOTES,SIGNATURE_STEM,QC_STEM_PARADIGM
242,243,w.f.y,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>awofaY,wufoy,MS||MD||FP,#dip #aA-Ap-y,more/most_complete;more/most_faithful,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS||MD||FP] [m]-[f] [-]-[-] stem:0-1,OK~,,,1u2o3aY#dip #aA-Ap-yMS||MD||FPf-,OK
243,244,w.l.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>awolaY,>awol,MS||MD||MP,#dip #aY-Ap-y,most_appropriate/suitable/deserving,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
244,245,w.r.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aworaY,>awor,MS||MD||MP,#dip #aY-Ap-y,hiding_better,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
245,246,w.s.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awosaE,>awosaE,MS||MD,#dip,broader/broadest;wider/widest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
246,247,w.s.T,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>awosaT,>awaAsiT,MS,#dip,central;middle,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2i3#dipMSmp,OK
247,248,w.s.T,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awosaT,>awosaT,MS||MD,#dip,central;middle,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dipMS||MD--,OK
248,249,w.s.T,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>awosaT,wusoT,MS||MD||FP,#dip #aY-Ap-y,central;middle,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
249,250,w.T.>,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>awoTa>,>awoT,MS||MD,#dip #a>,lower/lowest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #a>MS||MD--,OK
250,251,w.v.q,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awovaq,>awovaq,MS||MD,#dip,firmer/firmest;stronger/strongest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
251,252,w.x.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awoxam,>awoxam,MS||MD,#dip,worse/worst,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
252,253,x.f.f,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>axaf~,>axaf~,MS||MD,#dip,lesser/least;lighter/lightest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
253,254,x.S.S,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>axaS~,>axaS~,MS||MD,#dip,more_specific,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
254,255,x.b.v,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axobav,>axobav,MS||MD,#dip,more/most_malicious;worse,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
255,256,x.l.q,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axolaq,>axolaq,MS||MD,#dip,more/most_appropriate,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
256,257,x.s.>,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>axosa>,>axos,MS||MD,#dip #a>,meaner/meanest;more/most_despicable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #a>MS||MD--,OK
257,258,x.S.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axoSab,>axoSab,MS||MD,#dip,more/most_fertile;more/most_productive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
258,259,x.T.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axoTar,>axoTar,MS||MD,#dip,more/most_dangerous;more/most_serious,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
259,260,x.w.f,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axowaf,>axowaf,MS||MD,#dip,more/most_fearful,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
260,261,x.y.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axoyal,>axoyal,MS||MD,#dip,prouder/proudest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
261,262,x.y.r,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>axoyar,>axaAyir,MS,#dip,better;superior,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,>a1A2i3#dipMSmp,OK
262,263,x.y.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>axoyar,>axoyar,MS||MD||MP,#dip,better;superior,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
263,264,x.y.r,1i23,1i2o3aY,LEXICON,[STEM-NOM],>axoyar,xiyr,MS||MD||FP,#dip #aY-Ap-y,better;superior,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,1i2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
264,265,y.s.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ayosar,>ayosar,MS||MD,#dip,easier/easiest;smaller/smallest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
265,266,Z.h.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aZohar,>aZohar,MS||MD,#dip,clearer/clearest;more/most_apparent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
266,267,z.h.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>azohaY,>azoh,MS||MD||MP,#dip #aY-Ap-y,most_conceited;most_splendid,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
