,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,LEMMA,FORM,COND-T,COND-S,GLOSS,FEAT,STATUS,SIGNATURE_LEMMA,QC_LEMMA_PARADIGM,COMMENTS,NOTES,SIGNATURE_STEM,QC_STEM_PARADIGM
65,66,E.t.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aEotaY,>aEot,MS||MD||MP,#dip #aY-Ap-y,most_arrogant/insolent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
66,67,E.w.S,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aEowaS,>aEowaS,MS||MD,#dip,more/most_difficult;more/most_recondite,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
67,68,E.Z.m,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>aEoZam,>aEaAZim,MS,#dip,greater/greatest;major;supreme,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2i3#dipMSmp,OK
68,69,E.Z.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aEoZam,>aEoZam,MS||MD,#dip,greater/greatest;major;supreme,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dipMS||MD--,OK
69,70,E.Z.m,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>aEoZam,EuZom,MS||MD||FP,#dip #aY-Ap-y,greater/greatest;major;supreme,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
70,71,f.d.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afodaH,>afodaH,MS||MD,#dip,more/most_burdensome;more/most_oppressive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
71,72,f.D.l,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>afoDal,>afaADil,MS,#dip #aY-Ap-y,better/best,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,>a1A2i3#dip #aY-Ap-yMSmp,OK
72,73,f.D.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoDal,>afoDal,MS||MD||MP,#dip,better/best,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
73,74,f.D.l,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>afoDal,fuDol,MS||MD||FP,#aY-Ap-y,better/best,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,1u2o3aY#aY-Ap-yMS||MD||FPf-,OK
74,75,f.E.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoEal,>afoEal,MS||MD,#dip,more/most_effective/efficient,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
75,76,f.H.$,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoHa$,>afoHa$,MS||MD,#dip,more/most_monstrous/obscene,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
76,77,f.q.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoqar,>afoqar,MS||MD,#dip,poorer/poorest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
77,78,f.r.g,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aforag,>aforag,MS||MD,#dip,more/most_empty,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
78,79,f.S.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoSaH,>afoSaH,MS||MD,#dip,more/most_eloquent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
79,80,f.t.k,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afotak,>afotak,MS||MD,#dip,more/most_destructive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
80,81,f.t.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afotan,>afotan,MS||MD,#dip,more/most_charming,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
81,82,f.w.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afowaH,>afowaH,MS||MD,#dip,loftier/loftiest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
82,83,f.x.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoxar,>afoxar,MS||MD,#dip,more/most_magnificent;more/most_splendid,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
83,84,f.y.d,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>afoyad,>afoyad,MS||MD,#dip,more/most_useful,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
84,85,g.l.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>agolab,>agolab,MS||MD,#dip,stronger;strongest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
85,86,g.l.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>agolaY,>agol,MS||MD,#dip #aY-Ap-y,more/most_expensive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
86,87,g.l.Z,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>agolaZ,>agolaZ,MS||MD,#dip,coarser/coarsest;cruder/crudest;thicker/thickest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
87,88,g.m.D,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>agomaD,>agomaD,MS||MD,#dip,more/most_obscure;more/most_vague,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
88,89,g.r.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>agorab,>agorab,MS||MD,#dip,stranger/strangest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
89,90,g.z.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>agozar,>agozar,MS||MD,#dip,more/most_abundant,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
90,91,H.b.b,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aHab~,>aHab~,MS||MD,#dip,dearer/dearest;more/most_beloved/desirable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
91,92,H.d.d,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aHad~,>aHad~,MS||MD,#dip,sharper/sharpest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
92,93,h.m.m,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aham~,>aham~,MS||MD,#dip,more/most_important,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
93,94,H.q.q,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aHaq~,>aHaq~,MS||MD,#dip,more/most_right;worthier/worthiest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
94,95,H.r.r,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aHar~,>aHar~,MS||MD,#dip,hotter/hottest;warmer/warmest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
95,96,H.T.T,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aHaT~,>aHaT~,MS||MD,#dip,baser;lower,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
96,97,h.d.>,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>ahoda>,>ahod,MS||MD,#dip #a>,calmer/calmest;more/most_quiet,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #a>MS||MD--,OK
97,98,H.d.v,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHodav,>aHodav,MS||MD,#dip,more/most_recent;newer/newest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
98,99,h.d.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>ahodaY,>ahod,MS||MD,#dip #aY-Ap-y,better/best_guided;more/most_correct,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
99,100,H.j.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aHojaY,>aHoj,MS||MD,#dip #aY-Ap-y,more/most_appropriate/correct,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
100,101,H.k.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHokam,>aHokam,MS||MD,#dip,wiser/wisest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
101,102,H.l.k,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHolak,>aHolak,MS||MD,#dip,darker/darkest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
102,103,H.m.d,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHomad,>aHomad,MS||MD,#dip,more/most_praiseworthy,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
103,104,H.m.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHomal,>aHomal,MS||MD,#dip,more/most_tolerant,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
104,105,H.q.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHoqar,>aHoqar,MS||MD,#dip,more/most_contemptible,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
105,106,H.r.j,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHoraj,>aHoraj,MS||MD,#dip,more/most_critical;narrower/narrowest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
106,107,H.r.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aHoraY,>aHor,MS||MD,#dip #aY-Ap-y,better/best;more/most_adequate,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
107,108,H.s.n,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>aHosan,>aHaAsin,MS,#dip,better/best,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2i3#dipMSmp,OK
108,109,H.s.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHosan,>aHosan,MS||MD,#dip,better/best,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dipMS||MD--,OK
109,110,H.s.n,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>aHosan,Huson,MS||MD||FP,#dip #aY-Ap-y,better/best,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
110,111,H.w.j,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHowaj,>aHowaj,MS||MD,#dip,in_greater_need;more_necessary,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
111,112,H.w.T,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHowaT,>aHowaT,MS||MD,#dip,more/most_prudent;sensible,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
112,113,h.w.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>ahowaY,>ahow,MS||MD,#dip #aY-Ap-y,more/most_desirable;more/most_preferable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
113,114,H.w.l,>a1oya3,>a1o2a3,LEXICON,[STEM-NOM],>aHoyal,>aHoyal,MS||MD,#dip,craftier;more_cunning,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
114,115,h.y.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ahoyan,>ahoyan,MS||MD,#dip,lesser/least;smaller/smallest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
115,116,H.y.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aHoyaY,>aHoy,MS||MD||MP,#dip #aY-Ap-y,liveliest;most_vital,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP] [-]-[f] [-]-[-] stem:0-1,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
116,117,H.y.y,1a2~,1a2o3,LEXICON,[STEM-NOM],>aHoyaY,Hay~,MS||MD||FP,#dip #aY-Ap-y,liveliest;most_vital,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP] [-]-[f] [-]-[-] stem:0-1,OK~,,,1a2o3#dip #aY-Ap-yMS||MD||FPf-,OK
117,118,H.z.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aHozam,>aHozam,MS||MD,#dip,more/most_determined,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
118,119,j.d.d,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>ajad~,>ajad~,MS||MD,#dip,more/most_serious/earnest;newer/newest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
119,120,j.l.l,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>ajal~,>ajal~,MS||MD,#dip,greater;more_splendid,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
120,121,j.*.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajo*ab,>ajo*ab,MS||MD,#dip,more/most_attractive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
121,122,j.b.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajoban,>ajoban,MS||MD,#dip,more/most_cowardly,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
122,123,j.d.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajodar,>ajodar,MS||MD,#dip,more_suitable;worthier,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
123,124,j.d.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>ajodaY,>ajod,MS||MD||MP,#dip #aY-Ap-y,more/most_useful,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
124,125,j.f.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>ajofaY,>ajof,MS||MD,#dip #aY-Ap-y,more/most_averse,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
125,126,j.h.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajohar,>ajohar,MS||MD,#dip,louder/laudest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
126,127,j.l.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajolab,>ajolab,MS||MD,#dip,more/most_attractive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
127,128,j.l.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>ajolaY,>ajol,MS||MD,#dip #aY-Ap-y,clearer;clearest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
128,129,j.m.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajomal,>ajomal,MS||MD,#dip,more/most_beautiful,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
129,130,j.n.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajonaH,>ajonaH,MS||MD,#dip,more/most_inclined,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
130,131,j.s.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajosam,>ajosam,MS||MD,#dip,larger;more_corpulent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
131,132,j.w.d,>a1aA2iy3,>a1A2iy3,LEXICON,[STEM-NOM],>ajowad,>ajaAwiyd,MS,#dip,better/best;more/most_generous,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2iy3#dipMSmp,OK
132,133,j.w.d,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ajowad,>ajowad,MS||MD,#dip,better/best;more/most_generous,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dipMS||MD--,OK
133,134,j.w.d,1a2o3aA,1a2o3A',LEXICON,[STEM-NOM],>ajowad,jawodaA,MS||MD||FP,#A'-w #dip,better/best;more/most_generous,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1a2o3A'#A'-w #dipMS||MD||FPf-,OK
134,135,k.*.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>ako*ab,>ako*ab,MS||MD,#dip,bigger/biggest_liar,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
135,136,k.b.r,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>akobar,>akaAbir,MS,#dip,greater/greatest;larger/largest,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,>a1A2i3#dipMSmp,OK
136,137,k.b.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>akobar,>akobar,MS||MD||MP,#dip,greater/greatest;larger/largest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
137,138,k.b.r,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>akobar,kubor,MS||MD||FP,#dip #aY-Ap-y,greater/greatest;larger/largest,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP]-[MS] [-]-[f]-[m] [-]-[-]-[p] stem:0-1-2,OK~,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
138,139,k.m.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>akomal,>akomal,MS||MD,#dip,more/most_complete/perfect,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
139,140,k.r.m,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>akoram,>akaArim,MS,#dip,dearer/dearest;more/most_precious;nobler/noblest,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD||MP]-[MS] [-]-[m] [-]-[p] stem:0-1,OK~,,,>a1A2i3#dipMSmp,OK
140,141,k.r.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>akoram,>akoram,MS||MD||MP,#dip,dearer/dearest;more/most_precious;nobler/noblest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS] [-]-[m] [-]-[p] stem:0-1,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
141,142,k.v.f,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>akovaf,>akovaf,MS||MD,#dip,more/most_intense/concentrated,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
142,143,k.v.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>akovar,>akovar,MS||MD,#dip,more_most_majority,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
143,144,k.w.s,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>akowas,>akowas,MS||MD,#dip,prettier/prettiest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
144,145,l.T.f,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aloTaf,>aloTaf,MS||MD,#dip,finer/finest;nice/nicest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
145,146,l.y.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aloyan,>aloyan,MS||MD,#dip,more/most_tender;softer/softest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
146,147,l.y.q,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aloyaq,>aloyaq,MS||MD,#dip,better/best_adapted;more/most_suitable/proper,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
147,148,l.z.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>alozam,>alozam,MS||MD,#dip,more/most_necessary,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
148,149,m.n.n,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aman~,>aman~,MS||MD,#dip,more/most_generous/beneficial,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
149,150,m.r.r,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>amar~,>amar~,MS||MD,#dip,more/most_bitter,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
150,151,m.s.s,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>amas~,>amas~,MS||MD,#dip,most_urgent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
151,152,m.D.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>amoDaY,>amoD,MS||MD||MP,#dip #aY-Ap-y,most_effective;sharpest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
152,153,m.j.d,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>amojad,>amojad,MS||MD,#dip,more/most_glorious/distinguished,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
