,LINE,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-F,COND-S,INTRANS_SCORE,STATUS
708,714,None,LEXICON,[STEM-IV],gadaY,gd,IV,"[KEV] to become, turn into",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
709,715,None,LEXICON,[STEM-IV],DAq,Diyq,IV,[KEV] to be or become narrow,pos:verb asp:i vox:a mod:i,,,intrans y#,5,well-formedness:OK
710,1780,None,LEXICON,[STEM-IV],bahdal,bahdil,IV,[MEERA] to humiliate,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
711,719,None,LEXICON,[STEM-IV],Talaq,Tlaq,IV,[KEV] to be in labor,pos:verb asp:i vox:a mod:i,,,intrans yi#,2,well-formedness:OK
712,720,None,LEXICON,[STEM-IV],saqaT,sqiT,IV,"[KEV] to fail, flunk+to fall, topple, collapse+to drop, sink down, decline",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
713,721,None,LEXICON,[STEM-IV],Hajaz,Hjiz,IV,"[KEV] to reserve, make a reservation+to seize, confiscate+to keep away, block off s.th.",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
714,722,None,LEXICON,[STEM-IV],Sahal,Shil,IV,"[KEV] to neigh, whinny",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
715,723,None,LEXICON,[STEM-IV],rakad,rkid,IV,"[KEV] to be motionless, still, stagnant",pos:verb asp:i vox:a mod:i,,,intrans yi#,6,well-formedness:OK
716,724,None,LEXICON,[STEM-IV],sAl,siyl,IV,"[KEV] to flow (out of s.th.), stream, run+to leak",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
717,725,None,LEXICON,[STEM-IV],zaraq,zriq,IV,"[KEV] to go quickly, dash, hurry+to slip away, escape",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
718,726,None,LEXICON,[STEM-IV],xAb,xiyb,IV,"[KEV] to be lowered, let down, dashed",pos:verb asp:i vox:a mod:i,,,intrans y#,6,well-formedness:OK
719,727,None,LEXICON,[STEM-IV],xasA,xs,IV,"[KEV] to lie, not to tell the truth",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
720,728,None,LEXICON,[STEM-IV],TaEan,TEan,IV,"[KEV] to stab+to find fault with, discredit",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
721,729,None,LEXICON,[STEM-IV],gAS,guwS,IV,"[KEV] to dive, plunge, submerge+to become stuck (in the sand, mud)+to dive for pearls",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
722,730,None,LEXICON,[STEM-IV],SAb,Siyb,IV,"[KEV] to fall upon s.o., befall, happen to s.o.+to afflict, attack+to hit (a target)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
723,731,None,LEXICON,[STEM-IV],xaraT,xriT,IV,[KEV] to talk nonsense,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
724,732,None,LEXICON,[STEM-IV],jAr,juwr,IV,"[KEV] to wrong, oppress (on s.o.)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
725,733,None,LEXICON,[STEM-IV],$Ab,$iyb,IV,"[KEV] to grow old, become an old man, become gray-haired",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
726,192,None,LEXICON,[STEM-IV],taEab-a,tEab,IV,[KEV] to be or become tired+to work hard,pos:verb asp:i vox:a mod:i,,,intrans yi#,5,well-formedness:OK
727,735,None,LEXICON,[STEM-IV],jadal,jdil,IV,"[KEV] to braid, plait (the hair, a rope, etc.)",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
728,736,None,LEXICON,[STEM-IV],fAd,fiyd,IV,"[KEV] to benefit, help, be of use, be useful, helpful, beneficial+to inform, let know, notify",pos:verb asp:i vox:a mod:i,,,intrans y#,3,well-formedness:OK
729,737,None,LEXICON,[STEM-IV],nadam,ndam,IV,[KEV] to be sorry for,pos:verb asp:i vox:a mod:i,,,intrans yi#,6,well-formedness:OK
730,738,None,LEXICON,[STEM-IV],sakar,skar,IV,"[KEV] to get drunk, become intoxicated+to drink liquor",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
731,739,None,LEXICON,[STEM-IV],$akaY,$k,IV,"[KEV] to complain about+to suffer, make a complaint",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
732,740,None,LEXICON,[STEM-IV],naHat,nHat,IV,"[KEV] to chisel, sculpture",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
733,741,None,LEXICON,[STEM-IV],qanaE,qnaE,IV,"[KEV] to be or become convinced, persuaded",pos:verb asp:i vox:a mod:i,,,intrans yi#,2,well-formedness:OK
734,742,None,LEXICON,[STEM-IV],daham,dham,IV,[KEV] to be or become insane,pos:verb asp:i vox:a mod:i,,,intrans yi#,2,well-formedness:OK
735,743,None,LEXICON,[STEM-IV],faTam,fTim,IV,[KEV] to wean,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
736,744,None,LEXICON,[STEM-IV],jazaf,jzif,IV,[KEV] to be abundant or plentiful,pos:verb asp:i vox:a mod:i,,,intrans yi#,5,well-formedness:OK
737,745,None,LEXICON,[STEM-IV],raSad,rSid,IV,"[KEV] to observe, watch (stars)+to appropriate, earmark",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
738,746,None,LEXICON,[STEM-IV],HAz,Huwz,IV,"[KEV] to obtain, achieve, get",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
739,747,None,LEXICON,[STEM-IV],jaraf,jrif,IV,"[KEV] to wash away, carry downstream",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
740,748,None,LEXICON,[STEM-IV],mad~,mid~,IV,"[KEV] to stretch out (e.g., one's leg), extend, stretch+to lay, lay out, spread out+to sail, set sail",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
741,749,None,LEXICON,[STEM-IV],$arak,$rik,IV,"[KEV] to include, make a partner or participant",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
742,750,None,LEXICON,[STEM-IV],wazan,wzin,IV,"[KEV] to weigh, weigh out",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
743,751,None,LEXICON,[STEM-IV],tarak,trik,IV,"[KEV] to leave s.th.+to give up (e.g., a habit)",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
744,752,None,LEXICON,[STEM-IV],fa$al,f$al,IV,"[KEV] to fail, be unsuccessful",pos:verb asp:i vox:a mod:i,,,intrans yi#,5,well-formedness:OK
745,753,None,LEXICON,[STEM-IV],rAH,ruwH,IV,"[KEV] expresses likelihood, future, or alternate action+to go, go away, leave, depart+to go to s.o or to some place+to go to do s.th., go in order to do s.th.+[MEERA] to leave",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
746,754,None,LEXICON,[STEM-IV],karam,krim,IV,[KEV] to be generous to s.o.,pos:verb asp:i vox:a mod:i,,,intrans yi#,1,well-formedness:OK
747,755,None,LEXICON,[STEM-IV],zAH,ziyH,IV,"[KEV] to take away, remove, drive away",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
748,756,None,LEXICON,[STEM-IV],saqaY,sq,IV,"[MEERA] to water+[KEV] to water, provide water for",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
749,757,None,LEXICON,[STEM-IV],hamas,hmis,IV,[KEV] to whisper,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
750,758,None,LEXICON,[STEM-IV],Ha$ad,H$id,IV,"[KEV] to gather, mass, mobilize",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
751,759,None,LEXICON,[STEM-IV],satar,stir,IV,"[KEV] to hide, conceal, cover up+to shield, protect, watch over, guard",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
752,760,None,LEXICON,[STEM-IV],Eabad,Ebid,IV,[KEV] to worship+to adore,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
753,761,None,LEXICON,[STEM-IV],Eanwan,Eanwin,IV,[KEV] to address,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
754,318,None,LEXICON,[STEM-IV],taEab-i,tEib,IV,[KEV] to be or become tired+to work hard,pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
755,763,None,LEXICON,[STEM-IV],EaTa$,ETa$,IV,[KEV] to be or become thirsty,pos:verb asp:i vox:a mod:i,,,intrans yi#,6,well-formedness:OK
756,764,None,LEXICON,[STEM-IV],qaT~,qiT~,IV,"[KEV] to throw s.th. away, discard+to put, place+to drop s.o. (at some place), to cause to get off, disembark",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
757,765,None,LEXICON,[STEM-IV],naT~,niT~,IV,"[KEV] to butt in, jump in",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
758,766,None,LEXICON,[STEM-IV],TaraH,TraH,IV,"[KEV] to cause s.o. to lie down flat, to lay flat+to dock, anchor+to have a miscarriage",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
759,767,None,LEXICON,[STEM-IV],Safar,Sfir,IV,[KEV] to whistle,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
760,768,None,LEXICON,[STEM-IV],$aEar,$Eir,IV,"[KEV] to sense, feel+to realize, notice",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
761,769,None,LEXICON,[STEM-IV],zAr,zuwr,IV,"[KEV] to visit s.o. or s.th., call on or pay a visit to s.o.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
762,770,None,LEXICON,[STEM-IV],rajaf,rjif,IV,"[KEV] to tremble, shiver, shake",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
763,771,None,LEXICON,[STEM-IV],baH~,biH~,IV,[KEV] to make hoarse,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
764,772,None,LEXICON,[STEM-IV],Eabar,Ebir,IV,"[KEV] to cross (a street, a river, etc.)",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
765,773,None,LEXICON,[STEM-IV],wasaE,wsaE,IV,"[KEV] to hold, have room for, be large enough for",pos:verb asp:i vox:a mod:i,,,intrans yi#,5,well-formedness:OK
766,774,None,LEXICON,[STEM-IV],$Af,$uwf,IV,"[KEV] to see+to find out, find+to encounter, experience+to consider, think, be of the opinion+[MEERA] to see",pos:verb asp:i vox:a mod:i,,,trans y#,-3,well-formedness:OK
767,775,None,LEXICON,[STEM-IV],Hab~,Hib~,IV,"[KEV] to kiss+to like, love s.o. or s.th.+[MEERA] to fall in love",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
768,776,None,LEXICON,[STEM-IV],$agal,$gil,IV,"[KEV] to occupy, busy s.o. with s.th.+to make uneasy, apprehensive+to disturb+to occupy, take up",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
769,777,None,LEXICON,[STEM-IV],TAf,Tuwf,IV,"[KEV] to circumambulate, run around, walk around+to float+to be or become flooded+to exceed, be greater than+to finishe, come to an end+[MEERA] to pass by",pos:verb asp:i vox:a mod:i,,,trans y#,-2,well-formedness:OK
770,778,None,LEXICON,[STEM-IV],madaH,mdaH,IV,"[KEV] to praise, commend+[MEERA] to compliment",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
771,779,None,LEXICON,[STEM-IV],na*ar,n*ir,IV,"[KEV] to vow, make a vow, pledge (a sacrifice) to God",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
772,780,None,LEXICON,[STEM-IV],waEaY,wE,IV,"[KEV] to wake up, awaken",pos:verb asp:i vox:a mod:i,,,intrans yi# #-aY,3,well-formedness:OK
773,781,None,LEXICON,[STEM-IV],sabaq-i,sbiq,IV,[MEERA] to go ahead of someone,pos:verb asp:i vox:a mod:i,,,trans yi#,1,well-formedness:OK
774,782,None,LEXICON,[STEM-IV],sakat,skit,IV,"[KEV] to be or become silent+to quiet down, calm down",pos:verb asp:i vox:a mod:i,,,intrans yi#,5,well-formedness:OK
775,783,None,LEXICON,[STEM-IV],$araH,$raH,IV,"[KEV] to explain, make clear or plain, illustrate+[KEV] to explain, make clear or plain, illustrate",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
776,784,None,LEXICON,[STEM-IV],Zahar,Zhar,IV,"[KEV] to appear, come into view, emerge+to leave, go away+to be or become apparent, clear, obvious+[MEERA] to leave and/or go out",pos:verb asp:i vox:a mod:i,,,intrans yi#,2,well-formedness:OK
777,785,None,LEXICON,[STEM-IV],$ab~,$ib~,IV,"[KEV] to become a young man, grow up+to break out (fire, war, etc.)+to turn on (the light)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
778,786,None,LEXICON,[STEM-IV],*Ab,*uwb,IV,[KEV] to dissolve+to melt,pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
779,787,None,LEXICON,[STEM-IV],jAE,juwE,IV,[KEV] to be or become hungry,pos:verb asp:i vox:a mod:i,,,intrans y#,6,well-formedness:OK
780,788,None,LEXICON,[STEM-IV],$amal,$mil,IV,"[KEV] to include, imply",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
781,789,None,LEXICON,[STEM-IV],sajad,sjid,IV,"[KEV] to bow down, prostrate oneself in prayer",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
782,790,None,LEXICON,[STEM-IV],salax,slax,IV,[KEV] to skin (an animal)+to skin (an animal),pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
783,791,None,LEXICON,[STEM-IV],najaH,njaH,IV,"[KEV] to pass (an examination)+to succeed, be successful",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
784,792,None,LEXICON,[STEM-IV],bazar,bzir,IV,[KEV] to sow seeds,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
785,793,None,LEXICON,[STEM-IV],HalA,Hl,IV,"[KEV] to be or become sweet+to become pleasant, nice, enjoyable",pos:verb asp:i vox:a mod:i,,,intrans yi# #-iy,6,well-formedness:OK
786,794,None,LEXICON,[STEM-IV],najA,nj,IV,"[KEV] to escape (s.th.), be saved, be rescued from s.th.",pos:verb asp:i vox:a mod:i,,,intrans yi# #-iy,3,well-formedness:OK
787,795,None,LEXICON,[STEM-IV],ka$at,k$it,IV,"[KEV] to go out on a picnic, have an outing",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
788,796,None,LEXICON,[STEM-IV],xabaS,xbiS,IV,"[KEV] to mix up, distract, confuse",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
789,797,None,LEXICON,[STEM-IV],lakam,lkim,IV,"[KEV] to punch, strike with the fist",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
790,422,None,LEXICON,[STEM-IV],tAH-i,tiyH,IV,"[KEV] to throw, throw away",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
791,762,None,LEXICON,[STEM-IV],tAH-u,tuwH,IV,"[KEV] to throw, throw away",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
792,800,None,LEXICON,[STEM-IV],mar~,mur~,IV,"[KEV] to pass, drop in (on s.o. or s.th.), drop by, go through+to pass, elapse, go by",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
793,801,None,LEXICON,[STEM-IV],>a*an,*i#n,IV,[KEV] to give permission (to do s.th.),pos:verb asp:i vox:a mod:i,,,trans yA#,0,well-formedness:OK
794,802,None,LEXICON,[STEM-IV],kamal,kmal,IV,"[KEV] to be finished, done, completed+to be concluded, come to a close",pos:verb asp:i vox:a mod:i,,,intrans yi#,7,well-formedness:OK
795,803,None,LEXICON,[STEM-IV],*al~,*il~,IV,"[KEV] to be or become despised, contemptible, lowly+[MEERA] to humiliate",pos:verb asp:i vox:a mod:i,,,intrans y#,1,well-formedness:OK
796,804,None,LEXICON,[STEM-IV],SAd,Siyd,IV,"[KEV] to catch, trap+to fish",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
797,805,None,LEXICON,[STEM-IV],biqiy,bq,IV,"[KEV] to stay, remain+to continue, go on doing s.th.",pos:verb asp:i vox:a mod:i,,,intrans yi# #-aY,4,well-formedness:OK
798,806,None,LEXICON,[STEM-IV],nasaY,ns,IV,[KEV] to forget+to forget to do s.th.+to forget+to forget to do s.th.+[MEERA] to forget,pos:verb asp:i vox:a mod:i,,,trans yi# #-aY,0,well-formedness:OK
799,807,None,LEXICON,[STEM-IV],$atam,$tim,IV,"[KEV] to call s.o. bad names, curse s.o.",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
800,808,None,LEXICON,[STEM-IV],bazaq,bziq,IV,[KEV] to spit,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
801,809,None,LEXICON,[STEM-IV],rasam,rsim,IV,"[KEV] to draw, sketch",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
802,810,None,LEXICON,[STEM-IV],jal~,jil~,IV,"[KEV] to be exalted, great",pos:verb asp:i vox:a mod:i,,,intrans y#,2,well-formedness:OK
803,811,None,LEXICON,[STEM-IV],ka$~,ki$~,IV,[KEV] to refrain from+to shrink,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
804,812,None,LEXICON,[STEM-IV],ka*ab,k*ib,IV,"[MEERA] to lie+[KEV] to lie, tell lies+to lie tell lies to s.o.",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
805,813,None,LEXICON,[STEM-IV],baqaY,bq,IV,"[KEV] to stay, remain+to continue, go on doing s.th.",pos:verb asp:i vox:a mod:i,,,trans yi# #-aY,0,well-formedness:OK
806,814,None,LEXICON,[STEM-IV],jad~,jid~,IV,"[KEV] to work hard+to be serious, be in earnest+to become new",pos:verb asp:i vox:a mod:i,,,intrans y#,7,well-formedness:OK
807,815,None,LEXICON,[STEM-IV],Eavar,Evir,IV,"[KEV] to trip, stumble+to find, run into",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
808,816,None,LEXICON,[STEM-IV],xatam,xtim,IV,"[KEV] to seal+to stamp, impress with a stamp+to conclude, terminate+to read (the Quran)",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
809,817,None,LEXICON,[STEM-IV],salaq,sliq,IV,"[KEV] to boil, cook in boiling water",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
810,818,None,LEXICON,[STEM-IV],malak,mlik,IV,"[KEV] to own, possess, have+to contract a marriage, marry (a woman)+to marry+to own, possess, have+to contract a marriage, marry (a woman)+to marry",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
811,819,None,LEXICON,[STEM-IV],ra$A,r$,IV,[KEV] to bribe,pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
812,820,None,LEXICON,[STEM-IV],balaY,bl,IV,"[KEV] to afflict, torment s.o. with s.th.",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
813,821,None,LEXICON,[STEM-IV],sAq,suwq,IV,"[KEV] to drive, operate (a vehicle)+to force to go",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
814,822,None,LEXICON,[STEM-IV],SaqaE,SqaE,IV,"[KEV] to yell, shriek+to strike (with a heavy object)",pos:verb asp:i vox:a mod:i,,,intrans yi#,3,well-formedness:OK
815,823,None,LEXICON,[STEM-IV],daras,dris,IV,[KEV] to study,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
816,824,None,LEXICON,[STEM-IV],qaS~,qiS~,IV,"[KEV] to cut, cut off, clip (s.th. with scissors)+to lie, tell lies+to inite to evil, tempt+to make s.o. tired, weary, fatigued+[MEERA] to lie or to cut",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
817,826,None,LEXICON,[STEM-IV],raSaf,rSif,IV,"[KEV] to pave, lay with stone",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
818,827,None,LEXICON,[STEM-IV],bAd,biyd,IV,"[KEV] to exterminate, annihilate",pos:verb asp:i vox:a mod:i,,,intrans y#,4,well-formedness:OK
819,828,None,LEXICON,[STEM-IV],*ab~,*ib~,IV,"[KEV] to throw, toss+to throw away, discard",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
820,829,None,LEXICON,[STEM-IV],raHal,rHal,IV,"[KEV] to move about, migrate, move away",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
821,830,None,LEXICON,[STEM-IV],naTaH,nTaH,IV,[KEV] to butt,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
822,831,None,LEXICON,[STEM-IV],DaraT,DriT,IV,"[KEV] to fart, break wind",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
823,832,None,LEXICON,[STEM-IV],nabaE,nbaE,IV,"[KEV] to spring, originate, flow",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
824,833,None,LEXICON,[STEM-IV],EaZ~am,EaZ~i#m,IV,"[KEV] to magnify, enlarge, make greater",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
825,834,None,LEXICON,[STEM-IV],bakaY,bk,IV,"[KEV] to cry, weep+to mourn, lament",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
826,835,None,LEXICON,[STEM-IV],Sax~,Six~,IV,"[KEV] to hold, hold s.th. forth",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
827,836,None,LEXICON,[STEM-IV],laT~,liT~,IV,[MEERA] to slap someone,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
828,838,None,LEXICON,[STEM-IV],lagA,lg,IV,"[KEV] to talk incessantly, prattle, chatter",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
829,839,None,LEXICON,[STEM-IV],naxaY,nx,IV,[KEV] to arouse the sense of honor,pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
830,840,None,LEXICON,[STEM-IV],*abal,*bal,IV,"[KEV] to wilt, wither+to waste away, get run down",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
831,841,None,LEXICON,[STEM-IV],nafaE,nfaE,IV,"[KEV] to be useful, beneficial, of use to",pos:verb asp:i vox:a mod:i,,,intrans yi#,2,well-formedness:OK
832,842,None,LEXICON,[STEM-IV],faDaH,fDaH,IV,"[KEV] to expose, disclose or uncover s.o.'s faults or offenses+[MEERA] to cause a scandal for someone",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
833,843,None,LEXICON,[STEM-IV],HamaY,Hm,IV,"[KEV] to defend, protect, shelter, shield",pos:verb asp:i vox:a mod:i,,,trans yi# #-iy,0,well-formedness:OK
834,844,None,LEXICON,[STEM-IV],na$ad,n$id,IV,[MEERA] to ask for a favor+[KEV] to ask for help,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
835,845,None,LEXICON,[STEM-IV],bas~,bis~,IV,[KEV] to mix,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
836,846,None,LEXICON,[STEM-IV],sah~aY,sah~,IV,[KEV] to cause to forget,pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
837,847,None,LEXICON,[STEM-IV],day~ak,day~i#k,IV,"[KEV] to be proud or haughty, to swagger",pos:verb asp:i vox:a mod:i,,,intrans y#,1,well-formedness:OK
838,848,None,LEXICON,[STEM-IV],*aw~aq,*aw~i#q,IV,"[KEV] to give a taste of, let taste",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
839,849,None,LEXICON,[STEM-IV],Sam~ag,Sam~i#g,IV,[KEV] to put glue on s.th.,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
840,850,None,LEXICON,[STEM-IV],sam~aY,sam~,IV,"[KEV] to name, designate, call+to give a name to, call, name+to say",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
841,851,None,LEXICON,[STEM-IV],tay~ah,tay~i#h,IV,"[KEV] to lose, confuse s.o.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
842,852,None,LEXICON,[STEM-IV],naE~am,naE~i#m,IV,"[KEV] to powder, grind",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
843,853,None,LEXICON,[STEM-IV],qaw~ad,qaw~i#d,IV,"[KEV] to procure, pimp",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
844,854,None,LEXICON,[STEM-IV],$aT~ab,$aT~i#b,IV,[MEERA] to scratch sth out,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
845,855,None,LEXICON,[STEM-IV],Eaw~am,Eaw~i#m,IV,"[KEV] to set afloat, to float s.th.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
846,856,None,LEXICON,[STEM-IV],sak~an,sak~i#n,IV,"[KEV] to lodge, provide living quarters for s.o.+to calm, alleviate, soothe",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
847,857,None,LEXICON,[STEM-IV],wad~aE,wad~i#E,IV,"[KEV] to say goodbye to s.o., bid s.o. farewell",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
848,858,None,LEXICON,[STEM-IV],waf~ar,waf~i#r,IV,"[KEV] to save, be economical+to save s.o. s.th.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
849,859,None,LEXICON,[STEM-IV],Sab~ar,Sab~i#r,IV,[KEV] to make s.o. wait+[MEERA] to be patient,pos:verb asp:i vox:a mod:i,,,intrans y#,1,well-formedness:OK
850,860,None,LEXICON,[STEM-IV],Tay~ab,Tay~i#b,IV,"[KEV] to cure, heal+to make delicious, tasty",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
851,861,None,LEXICON,[STEM-IV],xaw~az,xaw~i#z,IV,"[KEV] to take away, move away (usually s.th. bad or evil)+[MEERA] to remove",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
852,862,None,LEXICON,[STEM-IV],ra>~as,ra}~i#s,IV,"[KEV] to appoint as leader or head, place in charge",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
853,863,None,LEXICON,[STEM-IV],dar~az,dar~i#z,IV,[KEV] to sew,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
854,864,None,LEXICON,[STEM-IV],bal~al,bal~i#l,IV,"[KEV] to wet, moisten",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
855,865,None,LEXICON,[STEM-IV],kab~ar,kab~i#r,IV,"[KEV] to make big, large, enlarge, amplify, widen",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
856,866,None,LEXICON,[STEM-IV],>ak~al,>ak~i#l,IV,"[KEV] to feed s.o., make s.o. eat",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
