,LINE,ROOT,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-F,COND-S,INTRANS_SCORE,STATUS
1092,1103,None,LEXICON,[STEM-IV],zal~aq,zal~i#q,IV,"[KEV] to cause to slip, slide",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1093,1104,None,LEXICON,[STEM-IV],haw~ad,haw~i#d,IV,[KEV] to slow down,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1094,1105,None,LEXICON,[STEM-IV],raH~al,raH~i#l,IV,"[KEV] to cause to leave, relocate, resettle",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1095,1106,None,LEXICON,[STEM-IV],war~aY,war~,IV,[MEERA] to scare,pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1096,1107,None,LEXICON,[STEM-IV],saH~ar,saH~i#r,IV,"[KEV] to serve the Suhuur, a light meal (shortly before daybreak taken during Ramadan)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1097,1108,None,LEXICON,[STEM-IV],lav~am,lav~i#m,IV,"[KEV] to cover the lower part of the face, veil the face+[MEERA] to cover one's face with a scarf",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1098,1109,None,LEXICON,[STEM-IV],mal~aH,mal~i#H,IV,[KEV] to salt,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1099,1110,None,LEXICON,[STEM-IV],vaq~al,vaq~i#l,IV,"[KEV] to make s.th. heavy+to burden, inconvenience s.o.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1100,1111,None,LEXICON,[STEM-IV],faH~am,faH~i#m,IV,[MEERA] to apply charcoal on,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1101,1112,None,LEXICON,[STEM-IV],Hak~aY,Hak~,IV,"[KEV] to make s.o. talk, force s.o. to speak",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1102,1113,None,LEXICON,[STEM-IV],dam~aE,dam~i#E,IV,"[KEV] to tear, shed tears",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1103,1114,None,LEXICON,[STEM-IV],Tal~aq,Tal~i#q,IV,[KEV] to divorce,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1104,1115,None,LEXICON,[STEM-IV],qar~az,qar~i#z,IV,[KEV] to get stuck or plunged,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1105,1116,None,LEXICON,[STEM-IV],xaw~al,xaw~i#l,IV,[KEV] to authorize,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1106,1117,None,LEXICON,[STEM-IV],xar~af,xar~i#f,IV,[KEV] to be or become senile and feeble-minded,pos:verb asp:i vox:a mod:i,,,intrans y#,2,well-formedness:OK
1107,1118,None,LEXICON,[STEM-IV],jaw~aE,jaw~i#E,IV,"[KEV] to starve s.o., make s.o. go hungry",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1108,1119,None,LEXICON,[STEM-IV],raw~aj,raw~i#j,IV,"[KEV] to spread (rumors, news), circulate+to push the sale of, open a market for",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1109,1120,None,LEXICON,[STEM-IV],Daw~ak,Daw~i#k,IV,"[KEV] to bore s.o.+to annoy, upset, irritate s.o.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1110,1121,None,LEXICON,[STEM-IV],war~av,war~i#v,IV,"[KEV] to leave, bequeath, will",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1111,1122,None,LEXICON,[STEM-IV],van~aY,van~,IV,"[KEV] to do twice, repeat+to second, support s.th.",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1112,1123,None,LEXICON,[STEM-IV],kar~ah,kar~i#h,IV,"[KEV] to make hate, cause to hate",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1113,1124,None,LEXICON,[STEM-IV],Sal~aE,Sal~i#E,IV,"[KEV] to uncover the head, remove the head gear+to be disclosed, revealed",pos:verb asp:i vox:a mod:i,,,intrans y#,1,well-formedness:OK
1114,1125,None,LEXICON,[STEM-IV],xar~as,xar~i#s,IV,"[KEV] to silence, make s.o. dumb",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1115,1126,None,LEXICON,[STEM-IV],dar~ab,dar~i#b,IV,"[KEV] to train, coach, drill+[MEERA] to train",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1116,1127,None,LEXICON,[STEM-IV],taf~al,taf~i#l,IV,[KEV] to spit,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1117,1128,None,LEXICON,[STEM-IV],xay~aT,xay~i#T,IV,[KEV] to sew+to tailor,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1118,1129,None,LEXICON,[STEM-IV],Eal~ab,Eal~i#b,IV,"[KEV] to can, tin",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1119,1130,None,LEXICON,[STEM-IV],var~am,var~i#m,IV,"[KEV] to chop up, cut up (e.g., onions, meat, etc.)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1120,1131,None,LEXICON,[STEM-IV],*al~al,*al~i#l,IV,"[KEV] to humble, humiliate+to overcome, surmount",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1121,1132,None,LEXICON,[STEM-IV],rab~aH,rab~i#H,IV,"[KEV] to make s.o. gain, grant s.o. a profit, allow s.o. to profit",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1122,1133,None,LEXICON,[STEM-IV],qar~aY,qar~,IV,[KEV] to cause to read+to teach s.o.,pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1123,1134,None,LEXICON,[STEM-IV],$at~at,$at~i#t,IV,"[KEV] to route, break up, disperse",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1124,1135,None,LEXICON,[STEM-IV],$ar~af,$ar~i#f,IV,"[KEV] to honor+to be more noble, eminent, honorable than+[MEERA] to honor",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1125,1136,None,LEXICON,[STEM-IV],Saf~aY,Saf~,IV,"[KEV] to refine+to settle, clear up, straighten out+to purify, make pure",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1126,1137,None,LEXICON,[STEM-IV],ka$~ar,ka$~i#r,IV,"[KEV] to show one's teeth, bare one's teeth",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1127,1138,None,LEXICON,[STEM-IV],xan~as,xan~i#s,IV,"[KEV] to make cower, cow",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1128,1139,None,LEXICON,[STEM-IV],far~aq,far~i#q,IV,"[KEV] to distinguish, differentiate (between)+to divide+to disperse, scatter+to distribute+[MEERA] to distribute and/or to discriminate",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1129,1140,None,LEXICON,[STEM-IV],mad~ad,mad~i#d,IV,"[KEV] to extend, lengthen+to expand, extend+to stretch out, spread out+[MEERA] to lay down",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1130,1141,None,LEXICON,[STEM-IV],kaw~ad,kaw~i#d,IV,"[KEV] to pile, pile up, stack up",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1131,1142,None,LEXICON,[STEM-IV],Has~as,Has~i#s,IV,[MEERA] to feel someone and/or sth,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1132,1144,None,LEXICON,[STEM-IV],xaD~aE,xaD~i#E,IV,"[KEV] to subdue, humble, subjugate",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1133,1145,None,LEXICON,[STEM-IV],lay~af,lay~i#f,IV,"[KEV] to scour, scrub",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1134,1146,None,LEXICON,[STEM-IV],ka*~ab,ka*~i#b,IV,"[KEV] to lie, tell lies+to call s.o. a liar, accuse s.o. of lying+to deny, refute",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1135,1147,None,LEXICON,[STEM-IV],bay~aE,bay~i#E,IV,[KEV] to make s.o. sell s.th.,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1136,1148,None,LEXICON,[STEM-IV],fak~ar,fak~i#r,IV,"[KEV] to think over, meditate, reflect",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1137,1149,None,LEXICON,[STEM-IV],naq~aT,naq~i#T,IV,"[KEV] to drip, fall in drops",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1138,1150,None,LEXICON,[STEM-IV],ya>as,y>as,IV,"[KEV] to lose hope, despair",pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
1139,1151,None,LEXICON,[STEM-IV],dam~ar,dam~i#r,IV,"[KEV] to annihilate, destroy, ruin, demolish",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1140,1152,None,LEXICON,[STEM-IV],dab~al,dab~i#l,IV,[KEV] to double s.th.,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1141,1153,None,LEXICON,[STEM-IV],Eal~aq,Eal~i#q,IV,"[KEV] to hang s.th.+to comment, make comments",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1142,1154,None,LEXICON,[STEM-IV],jal~ad,jal~i#d,IV,[KEV] to bind (a book),pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1143,1155,None,LEXICON,[STEM-IV],raw~ab,raw~i#b,IV,"[KEV] to curdle, make curdle",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1144,1156,None,LEXICON,[STEM-IV],tqa$~ar,tqa$~ar,IV,"[KEV] to be peeled, to peel",pos:verb asp:i vox:a mod:i,,,intrans yi#,4,well-formedness:OK
1145,1157,None,LEXICON,[STEM-IV],rak~ad,rak~i#d,IV,"[KEV] to make quiet, motionless+to make less painful, alleviate",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1146,1158,None,LEXICON,[STEM-IV],faq~ar,faq~i#r,IV,"[KEV] to make s.o. poor, impoverish s.o.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1147,1159,None,LEXICON,[STEM-IV],qaS~ab,qaS~i#b,IV,[KEV] to cut meat (intensified),pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1148,1160,None,LEXICON,[STEM-IV],$ay~ak,$ay~i#k,IV,"[KEV] to check, control+to examine s.th. for accuracy and safety+to correct, adjust s.th.+to mark with a check mark+to check, control+to examine s.th. for accuracy and safety+to correct, adjust s.th.+to mark with a check mark+[MEERA] to check",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1149,1161,None,LEXICON,[STEM-IV],qam~al,qam~i#l,IV,[KEV] to be or become infested with lice,pos:verb asp:i vox:a mod:i,,,intrans y#,2,well-formedness:OK
1150,1162,None,LEXICON,[STEM-IV],xat~an,xat~i#n,IV,"[KEV] to perform circumcision, circumcise",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1151,1163,None,LEXICON,[STEM-IV],fal~aE,fal~i#E,IV,[KEV] to cause to crack open+to split open,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1152,1164,None,LEXICON,[STEM-IV],daq~aq,daq~i#q,IV,"[KEV] to examine closely, examine exactly",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1153,1165,None,LEXICON,[STEM-IV],saH~aY,saH~,IV,[MEERA] to brush hair,pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1154,1166,None,LEXICON,[STEM-IV],$ar~aq,$ar~i#q,IV,[KEV] to go east+to go east+[MEERA] to head East,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1155,1167,None,LEXICON,[STEM-IV],xay~as,xay~i#s,IV,"[KEV] to cause to spoil, rot",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1156,1168,None,LEXICON,[STEM-IV],laj~am,laj~i#m,IV,"[KEV] to bridle, put the bridle on",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1157,1169,None,LEXICON,[STEM-IV],had~ad,had~i#d,IV,[KEV] to threaten,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1158,1170,None,LEXICON,[STEM-IV],gal~aT,gal~i#T,IV,[KEV] to cause s.o. to make a mistake+[MEERA] to prove someone wrong,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1159,1171,None,LEXICON,[STEM-IV],jan~ad,jan~i#d,IV,"[KEV] to recruit, draft, enlist",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1160,1172,None,LEXICON,[STEM-IV],TaE~am,TaE~i#m,IV,"[KEV] to inoculate, vaccinate+to feed, give food to",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1161,1173,None,LEXICON,[STEM-IV],tdar~aj,tdar~aj,IV,[KEV] to advance gradually,pos:verb asp:i vox:a mod:i,,,trans yi#,0,well-formedness:OK
1162,1174,None,LEXICON,[STEM-IV],yal~as,yal~i#s,IV,[MEERA] to seat someone and/or sth,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1163,1175,None,LEXICON,[STEM-IV],DaH~ak,DaH~i#k,IV,[KEV] to make s.o. laugh+[MEERA] to laugh,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1164,1176,None,LEXICON,[STEM-IV],xaS~aS,xaS~i#S,IV,"[KEV] to reserve, assign+to set aside, designate+to appropriate, allot, allocate",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1165,1177,None,LEXICON,[STEM-IV],dax~an,dax~i#n,IV,"[KEV] to fumigate, fume s.th.+to smoke, emit smoke+[MEERA] to smoke",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1166,1178,None,LEXICON,[STEM-IV],bar~aY,bar~,IV,"[KEV] to acquit, clear",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1167,1179,None,LEXICON,[STEM-IV],qal~al,qal~i#l,IV,"[KEV] to reduce, decrease, lessen",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1168,1180,None,LEXICON,[STEM-IV],far~aH,far~i#H,IV,"[KEV] to make happy, delight",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1169,1181,None,LEXICON,[STEM-IV],mar~an,mar~i#n,IV,"[KEV] to drill, train s.o.",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1170,1182,None,LEXICON,[STEM-IV],wal~aE,wal~i#E,IV,[MEERA] to light up sth,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1171,1183,None,LEXICON,[STEM-IV],xal~aS,xal~i#S,IV,"[KEV] to finish, complete+to be or become finished, used up+to use up, finish+[MEERA] to finish",pos:verb asp:i vox:a mod:i,,,trans y#,-1,well-formedness:OK
1172,1184,None,LEXICON,[STEM-IV],xaf~ar,xaf~i#r,IV,[KEV] to prevent a young girl from going out without a veil,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1173,1185,None,LEXICON,[STEM-IV],raw~aH,raw~i#H,IV,[KEV] to go home (usually in the evening)+to cause or allow s.th. to go away+[MEERA] to leave,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1174,1186,None,LEXICON,[STEM-IV],kaf~ar,kaf~i#r,IV,"[KEV] to curse, to blapheme+to infuriate, madden+to atone, make amends, do penance",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1175,1187,None,LEXICON,[STEM-IV],law~am,law~i#m,IV,[MEERA] to put the blame,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1176,1188,None,LEXICON,[STEM-IV],sar~aH,sar~i#H,IV,"[KEV] to discharge, dismiss, release s.o. from a job, lay off+to comb, do up (the hair)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1177,1189,None,LEXICON,[STEM-IV],$aH~am,$aH~i#m,IV,"[KEV] to lubricate, grease",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1178,1190,None,LEXICON,[STEM-IV],>a*~aY,>a*~,IV,"[KEV] to hurt, harm+to annoy+to molest",pos:verb asp:i vox:a mod:i,,,trans y# #-iy,0,well-formedness:OK
1179,1191,None,LEXICON,[STEM-IV],kal~am,kal~i#m,IV,"[KEV] to talk to, speak to, speak with+[MEERA] to speak to",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1180,1192,None,LEXICON,[STEM-IV],dab~ar,dab~i#r,IV,"[KEV] to manage, handle, arrange+to contrive, devise, work at",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1181,1193,None,LEXICON,[STEM-IV],naT~aT,naT~i#T,IV,[MEERA] to jump,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1182,1194,None,LEXICON,[STEM-IV],bak~ar,bak~i#r,IV,"[KEV] to be early, get up early, rise early+to come early+to go out early, set out early",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1183,1195,None,LEXICON,[STEM-IV],dah~am,dah~i#m,IV,"[KEV] to make insane, to madden",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1184,1196,None,LEXICON,[STEM-IV],qal~aY,qal~,IV,[KEV] to fry,pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1185,1197,None,LEXICON,[STEM-IV],gar~ab,gar~i#b,IV,[KEV] to go to a foreign country+[MEERA] to head West,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1186,1198,None,LEXICON,[STEM-IV],bay~aD,bay~i#D,IV,"[KEV] to make white, whitewash+to tinplate+[MEERA] to make someone or sth white",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1187,1199,None,LEXICON,[STEM-IV],bay~at,bay~i#t,IV,[KEV] to put up s.o. for the night+to keep s.th. overnight,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1188,1200,None,LEXICON,[STEM-IV],Tal~aE,Tal~i#E,IV,"[KEV] to bring out, show, expose+to obtain, get, acquire+to dismiss, expel, throw out",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1189,1201,None,LEXICON,[STEM-IV],yan~an,yan~i#n,IV,[MEERA] to drive one crazy,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1190,1202,None,LEXICON,[STEM-IV],dan~aq,dan~i#q,IV,"[KEV] to bend, bow",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1191,1203,None,LEXICON,[STEM-IV],hal~al,hal~i#l,IV,"[KEV] to chant+to rejoice, shout with joy",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1192,1204,None,LEXICON,[STEM-IV],Haw~a$,Haw~i#$,IV,"[KEV] to amass, accumulate, gather+to save, put by (money)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1193,1205,None,LEXICON,[STEM-IV],>amar,mi#r,IV,"[KEV] to order, command s.o.",pos:verb asp:i vox:a mod:i,,,trans yA#,0,well-formedness:OK
1194,1206,None,LEXICON,[STEM-IV],San~aE,San~i#E,IV,[KEV] to industrialize,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1195,1207,None,LEXICON,[STEM-IV],faD~al,faD~i#l,IV,[KEV] to prefer,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1196,1208,None,LEXICON,[STEM-IV],sal~aH,sal~i#H,IV,"[KEV] to arm, provide with weapons+to reinforce, strengthen",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1197,1209,None,LEXICON,[STEM-IV],baT~an,baT~i#n,IV,[KEV] to line (a garment) with s.th.,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1198,49,None,LEXICON,[STEM-IV],jaraY,jr,IV,"[KEV] to dare, venture, have the courage+[KEV] to have the courage to do s.th. [KEV] to run, flow+to happen, occur",pos:verb asp:i vox:a mod:i,,,intrans yi# #-iy,4,well-formedness:OK
1199,1211,None,LEXICON,[STEM-IV],baq~aY,baq~,IV,"[KEV] to make or cause s.o. to stay, remain",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1200,1212,None,LEXICON,[STEM-IV],Eay~an,Eay~i#n,IV,"[KEV] to appoint, assign+to specify, designate+[MEERA] to appoint",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1201,1213,None,LEXICON,[STEM-IV],Sax~am,Sax~i#m,IV,"[KEV] to blacken, besmudge",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1202,1214,None,LEXICON,[STEM-IV],Ear~aY,Ear~,IV,"[KEV] to strip off, disrobe",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1203,1215,None,LEXICON,[STEM-IV],rak~ab,rak~i#b,IV,"[KEV] to mount on, put of fix, sit on a horse+to give a ride to, cause to ride+to put aboard, put on+to install, set, place, mount+to assemble, put together, fit together+to prepare and put together a meal+[MEERA] to put something together",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1204,1216,None,LEXICON,[STEM-IV],sal~ak,sal~i#k,IV,"[KEV] to behave oneself+be on good terms, get along with+to unclog sewers or drains",pos:verb asp:i vox:a mod:i,,,intrans y#,1,well-formedness:OK
1205,1217,None,LEXICON,[STEM-IV],$ar~ad,$ar~i#d,IV,"[KEV] to cause to run away, flee",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1206,1218,None,LEXICON,[STEM-IV],xaz~an,xaz~i#n,IV,"[KEV] to accumulate, store up",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1207,1219,None,LEXICON,[STEM-IV],nab~ah,nab~i#h,IV,"[KEV] to remind+to warn, caution",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1208,1220,None,LEXICON,[STEM-IV],Eam~am,Eam~i#m,IV,[KEV] to make generally known (and applicable),pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1209,1221,None,LEXICON,[STEM-IV],mar~aD,mar~i#D,IV,[KEV] to make sick,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1210,1222,None,LEXICON,[STEM-IV],fan~a$,fan~i#$,IV,"[KEV] to resign+to fire, discharge s.o. (from work)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1211,1223,None,LEXICON,[STEM-IV],Hal~af,Hal~i#f,IV,"[KEV] to put s.o. under oath, swear in",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1212,1224,None,LEXICON,[STEM-IV],taE~ab,taE~i#b,IV,"[KEV] to make s.o. tired+to bother, trouble",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1213,1225,None,LEXICON,[STEM-IV],far~aj,far~i#j,IV,"[KEV] to relieve, cause to come to a happy ending",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1214,1226,None,LEXICON,[STEM-IV],ba$~ar,ba$~i#r,IV,"[KEV] to bring, announce good news to s.o.+to spread, propagate (a religion, docrine)+[MEERA] to deliver good news",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1215,1227,None,LEXICON,[STEM-IV],xay~am,xay~i#m,IV,"[KEV] to pitch a tent, set up camp+to settle (said of the night)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1216,1228,None,LEXICON,[STEM-IV],fal~as,fal~i#s,IV,"[KEV] to be or become bankrupt, go broke",pos:verb asp:i vox:a mod:i,,,intrans y#,2,well-formedness:OK
1217,1229,None,LEXICON,[STEM-IV],yab~ab,yab~i#b,IV,[KEV] to utter long drawn and trilling sounds by Arab women as a manifestation of joy,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1218,1230,None,LEXICON,[STEM-IV],qaT~ab,qaT~i#b,IV,[MEERA] to insult,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1219,1231,None,LEXICON,[STEM-IV],waq~af,waq~i#f,IV,"[KEV] to stop, bring s.o. to s.th. to a stand still+to park (a car)+to cause to stand, to place in an upright position+to suspend, prevent s.o. from+to position, station, place+[MEERA] to stop someone or sth",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1220,1232,None,LEXICON,[STEM-IV],wal~am,wal~i#m,IV,[KEV] to make s.o. or s.th. ready,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1221,1233,None,LEXICON,[STEM-IV],xab~aS,xab~i#S,IV,[MEERA] to mess things,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1222,1234,None,LEXICON,[STEM-IV],$ar~aT,$ar~i#T,IV,[KEV] to stipulate;provide as a condition - state as a condition,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1223,1235,None,LEXICON,[STEM-IV],naf~a*,naf~i#*,IV,"[KEV] to do, perform, discharge+to carry out, execute (a sentence)",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1224,1236,None,LEXICON,[STEM-IV],Ear~af,Ear~i#f,IV,[KEV] to introduce,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1225,1237,None,LEXICON,[STEM-IV],kay~af,kay~i#f,IV,"[KEV] to condition, adjust+to adapt, adjust+[MEERA] to embarras or blame",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1226,1238,None,LEXICON,[STEM-IV],val~av,val~i#v,IV,"[KEV] to triple s.th., make s.th. threefold",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1227,1239,None,LEXICON,[STEM-IV],han~aY,han~,IV,"[KEV] to congratulate, express good wishes to+to make happy, delight",pos:verb asp:i vox:a mod:i,,,trans y#  #-iy,0,well-formedness:OK
1228,1240,None,LEXICON,[STEM-IV],val~aj,val~i#j,IV,"[KEV] to refrigerate, freeze s.th.+to get cold, freeze+to become frozen",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1229,1241,None,LEXICON,[STEM-IV],sal~am,sal~i#m,IV,"[KEV] to greet, salute s.o.+to protect from harm, keep safe+to turn over, hand over, surrender+to deliver, hand over, give s.th. to s.o.+to surrender, lay down one's arms",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1230,1242,None,LEXICON,[STEM-IV],sab~aH,sab~i#H,IV,"[KEV] to give a bath to s.o.+to praise, glorify God (by saying ""subHaan aLLaah"" - praise the Lord!)+to toy with a string of prayer (worry) beads+[MEERA] to shower and/or swim",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1231,1243,None,LEXICON,[STEM-IV],Haf~aZ,Haf~i#Z,IV,[KEV] to cause to memorize,pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
1232,1244,None,LEXICON,[STEM-IV],naj~aH,naj~i#H,IV,"[KEV] to pass s.o., let s.o. succeed",pos:verb asp:i vox:a mod:i,,,trans y#,0,well-formedness:OK
