ROOT	STATUS	PATTERN_LEMMA_PROPOSED
S.n.f	LOOKUP_DEDIAC-1	ta12iy3ap
s.n.H	BACKOFF-1	ta12iy3
S.n.m	BACKOFF-1	ta12iy3
s.n.n	LOOKUP_DEDIAC-1	ta12iy3
S.n.n	BACKOFF-1	ta12iy3
s.q.y	BACKOFF-1	ta12i3~ap
s.q.E	BACKOFF-1	ta12iy3
s.q.f	BACKOFF-1	ta12iy3ap
s.q.T	BACKOFF-1	ta12iy3
s.r.y	LOOKUP_DEDIAC-1	ta12i3~ap
s.r.b	LOOKUP_DEDIAC-1	ta12iy3
s.r.b	BACKOFF-1	ta12iy3ap
S.r.f	LOOKUP_DEDIAC-1	ta12iy3
S.r.f	BACKOFF-1	ta12iy3ap
s.r.H	LOOKUP_DEDIAC-1	ta12iy3
S.r.H	LOOKUP_DEDIAC-1	ta12iy3
s.r.H	BACKOFF-1	ta12iy3ap
s.r.j	BACKOFF-1	ta12iy3
s.r.k	BACKOFF-1	ta12iy3
s.r.y.s s.r.s	BACKOFF-2	ROOT_ERROR
T.s.T.s	BACKOFF-1	1a23a4ap
s.t.f	LOOKUP_DEDIAC-1	ta12iy3
s.T.H	LOOKUP_DEDIAC-1	ta12iy3
s.T.l	BACKOFF-1	ta12iy3
s.T.r	LOOKUP_DEDIAC-1	ta12iy3
s.t.t	BACKOFF-1	ta12iy3
t.s.E	BACKOFF-1	1A2uw3ap
b.s.T	LOOKUP_DEDIAC-1	min1i2i3
s.w.y	LOOKUP_DEDIAC-1	ta12i3ap
S.w.b	LOOKUP_DEDIAC-1	ta12iy3
s.w.d	LOOKUP_DEDIAC-1	ta12iy3
s.w.d	BACKOFF-1	ta12iy3ap
S.y.E	BACKOFF-1	ta1wi23
s.w.f	LOOKUP_DEDIAC-1	ta12iy3
S.y.f	BACKOFF-1	ta1wi23
s.w.g	LOOKUP_DEDIAC-1	ta12iy3
s.y.H	BACKOFF-1	ta1wi23
s.y.k	BACKOFF-1	ta1wi23
S.y.l	BACKOFF-1	ta1wi23
S.y.m	BACKOFF-1	ta1wi23
s.w.q	LOOKUP_DEDIAC-1	ta12iy3
s.w.q	LOOKUP_DEDIAC-1	ta12iy3iy
s.y.r	BACKOFF-1	ta1wi23
S.w.r	LOOKUP_DEDIAC-1	ta12iy3
S.w.r	LOOKUP_DEDIAC-1	ta12iy3ap
S.w.r	LOOKUP_DEDIAC-1	ta12iy3iy
s.y.s	BACKOFF-1	ta1wi23
S.w.t	LOOKUP_DEDIAC-1	ta12iy3
s.x.f	BACKOFF-1	ta12iy3
s.x.m	BACKOFF-1	ta12iy3
s.x.n	LOOKUP_DEDIAC-1	ta12iy3
s.x.n	BACKOFF-1	ta12iy3ap
s.x.r	LOOKUP_DEDIAC-1	ta12iy3
s.y.b	BACKOFF-1	ta12iy3
s.y.f	BACKOFF-1	ta12iy3
S.y.f	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
S.y.g	BACKOFF-1	ta12iy3
s.y.H	BACKOFF-1	ta12iy3
S.y.H	BACKOFF-1	ta12iy3
s.y.l	BACKOFF-1	ta12iy3
s.y.q	BACKOFF-1	ta12iy3
s.y.r	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
s.y.r	BACKOFF-1	ta12iy3ap
S.y.t	BACKOFF-1	ta12iy3
	NO_ROOT	
b.T.H	LOOKUP_DEDIAC-1	min1i2i3
T.n.b	BACKOFF-1	1A2i3
T.n.n	BACKOFF-1	1A2i3
q.$.f	BACKOFF-1	mi1a2~a3
q.$.r	LOOKUP_DEDIAC-1	mi1a2~a3
NTWS	LOOKUP_DEDIAC-1	NTWS
q.$.T	LOOKUP_DEDIAC-1	mi1a2~a3
q.$.$	BACKOFF-1	mi1a2~i3
q.$.l	BACKOFF-1	mi1a2~i3
T.b.$	BACKOFF-1	ta12iy3
T.b.b	LOOKUP_DEDIAC-1	ta12iy3
T.b.E	LOOKUP_DEDIAC-1	ta12iy3
t.b.h	BACKOFF-1	ta12iy3
t.b.l	BACKOFF-1	ta12iy3
T.b.l	LOOKUP_DEDIAC-1	ta12iy3
T.b.q	LOOKUP_DEDIAC-1	ta12iy3
T.b.q	BACKOFF-1	ta12iy3ap
T.b.q	LOOKUP_DEDIAC-1	ta12iy3iy
t.b.t	BACKOFF-1	ta12iy3
T.b.x	BACKOFF-1	ta12iy3
T.b.x	BACKOFF-1	ta12iy3ap
T.E.m	LOOKUP_DEDIAC-1	ta12iy3
T.E.m	LOOKUP_DEDIAC-1	ta12iy3
T.f.y	BACKOFF-1	ta12i3~ap
T.f.$	LOOKUP_DEDIAC-1	ta12iy3
t.f.H	BACKOFF-1	ta12iy3
T.f.H	LOOKUP_DEDIAC-1	ta12iy3
T.f.l	BACKOFF-1	ta12iy3
T.h.q	BACKOFF-1	ta12iy3
T.h.r	LOOKUP_DEDIAC-1	ta12iy3
t.m.m	LOOKUP_DIAC-1	NO_MSA_PATTERN
T.j.n	BACKOFF-1	ta12iy3
t.k.y	BACKOFF-1	ta12i3~ap
t.k.k	BACKOFF-1	ta12iy3
T.l.E	BACKOFF-1	ta12iy3
t.l.H	BACKOFF-1	ta12iy3
t.l.j	BACKOFF-1	ta12iy3
t.l.m	BACKOFF-1	ta12iy3
T.l.q	BACKOFF-1	ta12iy3
t.l.t	BACKOFF-1	ta12iy3
T.m.E	BACKOFF-1	ta12iy3
t.m.m	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
t.m.n	BACKOFF-1	ta12iy3
T.m.n	LOOKUP_DEDIAC-1	ta12iy3
t.m.r	BACKOFF-1	ta12iy3
T.m.r	LOOKUP_DEDIAC-1	ta12iy3
t.n.y	BACKOFF-1	ta12i3~ap
T.n.$	LOOKUP_DEDIAC-1	ta12iy3
t.n.H	BACKOFF-1	ta12iy3
t.n.k	BACKOFF-1	ta12iy3
t.q.y	BACKOFF-1	ta12i3~ap
T.q.$	BACKOFF-1	ta12iy3
t.q.l	BACKOFF-1	ta12iy3
T.q.m	LOOKUP_DEDIAC-1	ta12iy3
T.q.q	BACKOFF-1	ta12iy3
T.q.s	BACKOFF-1	ta12iy3
T.r.y	BACKOFF-1	ta12i3~ap
T.r.$	BACKOFF-1	ta12iy3
t.r.b	BACKOFF-1	ta12iy3
T.r.H	BACKOFF-1	ta12iy3
T.r.H	BACKOFF-1	ta12iy3ap
T.r.m	BACKOFF-1	ta12iy3
T.r.q	BACKOFF-1	ta12iy3
t.r.y.s t.r.s	BACKOFF-2	ROOT_ERROR
t.t.r.x t.r.y.x t.r.x	BACKOFF_NO_GOLD_ROOT-3+	ROOT_ERROR
T.r.z	LOOKUP_DEDIAC-1	ta12iy3
t.w.r	BACKOFF-1	ta1u23ap
T.T.w.r T.T.r	BACKOFF_NO_GOLD_ROOT-2	1a2u34ap
T.y.$	BACKOFF-1	ta1wi23
t.y.b	BACKOFF-1	ta1wi23
T.w.b	LOOKUP_DEDIAC-1	ta12iy3
T.w.E	LOOKUP_DEDIAC-1	ta12iy3
T.y.f	BACKOFF-1	ta1wi23
t.y.h	BACKOFF-1	ta1wi23
T.y.H	BACKOFF-1	ta1wi23
t.w.j	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
T.w.l	LOOKUP_DEDIAC-1	ta12iy3
T.w.q	LOOKUP_DEDIAC-1	ta12iy3
T.w.r	LOOKUP_DEDIAC-1	ta12iy3
T.y.s	BACKOFF-1	ta1wi23
t.y.t	BACKOFF-1	ta1wi23
t.x.n	BACKOFF-1	ta12iy3
T.y.b	BACKOFF-1	ta12iy3
t.y.l	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
t.y.m	BACKOFF-1	ta12iy3
T.y.n	BACKOFF-1	ta12iy3
T.y.r	BACKOFF-1	ta12iy3
t.y.s	BACKOFF-1	ta12iy3
T.y.z	BACKOFF-1	ta12iy3
v.b.t	LOOKUP_DEDIAC-1	ta12iy3
v.q.f	LOOKUP_DEDIAC-1	ta12iy3
v.q.f	LOOKUP_DEDIAC-1	ta12iy3iy
w.>.m	LOOKUP_DEDIAC-1	ta1>a3
q.$.E.r	LOOKUP_DEDIAC-1	mi1a23a4
t.w.b	LOOKUP_DIAC-1	1a2~A3
T.w.b	LOOKUP_DIAC-1	1a2~A3
q.$.q.$	BACKOFF-1	mi1a23i4
T.w.l	LOOKUP_DEDIAC-1	1a2~A3ap
T.q.$	BACKOFF-1	1A2i3
	NO_ROOT	
t.q.b	BACKOFF-1	1A2i3
w.$.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.$.$ w.$.y.$	BACKOFF-2	ta12iy3
w.$.H	LOOKUP_DEDIAC-1	ta12iy3
w.b.l t.b.l	BACKOFF-2	ROOT_ERROR
T.q.m	LOOKUP_DIAC-1	1A2i3
t.q.n	BACKOFF-1	1A2i3
T.q.q	BACKOFF-1	1A2i3
T.w.f	LOOKUP_DIAC-1	1a2A3
q.l.d	LOOKUP_DEDIAC-1	ta12iy3
q.r.b	LOOKUP_DEDIAC-1	ta12iy3
w.f.q	LOOKUP_DEDIAC-1	ta1A2u3iy
q.b.D	LOOKUP_DEDIAC-1	mi1a2~a3
T.r.$	LOOKUP_DEDIAC-1	1a23
w.h.n t.w.h	BACKOFF-2	ROOT_ERROR
q.b.H	BACKOFF-1	mi1a2~a3
q.b.S	BACKOFF-1	mi1a2~a3
q.b.b	LOOKUP_DEDIAC-1	mi1a2~i3
q.b.l	LOOKUP_DEDIAC-1	mi1a2~i3
q.b.n	BACKOFF-1	mi1a2~i3
q.b.q.b	BACKOFF-1	mi1a23a4
t.w.l	BACKOFF-1	1a2a3An
T.w.l	BACKOFF-1	1a2a3An
t.l.f w.l.f	BACKOFF-2	1awA2i3
q.b.q.b	BACKOFF-1	mi1a23i4
q.D.b	LOOKUP_DEDIAC-1	mi1a2~a3
q.d.r	LOOKUP_DEDIAC-1	mi1a2~a3
q.d.r	LOOKUP_DEDIAC-1	mi1a2~a3
q.d.d	LOOKUP_DEDIAC-1	mi1a2~i3
q.d.f	BACKOFF-1	mi1a2~i3
q.d.m	LOOKUP_DEDIAC-1	mi1a2~i3
q.d.m	LOOKUP_DEDIAC-1	mi1a2~i3
q.E.d	LOOKUP_DEDIAC-1	mi1a2~a3
q.E.r	LOOKUP_DEDIAC-1	mi1a2~a3
q.f.E	BACKOFF-1	mi1a2~a3
t.w.b	BACKOFF-1	1a23
t.w.b	LOOKUP_DEDIAC-1	1a23ap
w.b.r	BACKOFF-1	ta12iy3
w.b.x	LOOKUP_DEDIAC-1	ta12iy3
w.b.x	BACKOFF-1	ta12iy3ap
w.d.y	BACKOFF-1	ta12i3~ap
w.D.y	BACKOFF-1	ta12i3~ap
w.d.E	LOOKUP_DEDIAC-1	ta12iy3
w.D.H	LOOKUP_DEDIAC-1	ta12iy3
w.D.H	LOOKUP_DEDIAC-1	ta12iy3iy
w.d.k	BACKOFF-1	ta12iy3
T.w.E	LOOKUP_DEDIAC-1	1a23
w.E.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.E.y	LOOKUP_DEDIAC-1	ta12i3ap
T.w.f	LOOKUP_DEDIAC-1	1a23
T.w.f	LOOKUP_DEDIAC-1	1a23ap
w.f.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.f.q	LOOKUP_DEDIAC-1	ta12iy3
w.f.r	LOOKUP_DEDIAC-1	ta12iy3
w.H.$	BACKOFF-1	ta12iy3
w.H.d	LOOKUP_DEDIAC-1	ta12iy3
w.H.l	BACKOFF-1	ta12iy3
w.H.m	BACKOFF-1	ta12iy3ap
q.f.r	LOOKUP_DEDIAC-1	mi1a2~a3
T.w.l	LOOKUP_DIAC-1	1A2i3ap
	NO_ROOT	
T.r.>	LOOKUP_DIAC-1	1A2i}
T.r.$	BACKOFF-1	1A2i3
T.r.b	BACKOFF-1	1A2i3
w.j.b	BACKOFF-1	ta12iy3
w.j.h	LOOKUP_DEDIAC-1	ta12iy3
w.j.h	LOOKUP_DEDIAC-1	ta12iy3
w.j.h	LOOKUP_DEDIAC-1	ta12iy3iy
t.w.k	BACKOFF-1	1a23
t.w.k	LOOKUP_DEDIAC-1	1a23ap
w.k.l	LOOKUP_DEDIAC-1	ta12iy3
T.w.l	LOOKUP_DEDIAC-1	1A23ap
t.l.t t.w.l.t	BACKOFF-2	1aw2a3ap
w.l.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.l.y	LOOKUP_DEDIAC-1	ta12i3ap
w.l.d	LOOKUP_DEDIAC-1	ta12iy3
w.l.E	BACKOFF-1	ta12iy3
w.l.f	BACKOFF-1	ta12iy3
w.l.f	BACKOFF-1	ta12iy3ap
w.l.s	BACKOFF-1	ta12iy3
t.w.m	BACKOFF-1	1a23ap
t.w.n	BACKOFF-1	1a23
w.n.y.n t.w.n w.n.n	BACKOFF-3+	ROOT_ERROR
t.w.n.s w.n.s	BACKOFF-2	ROOT_ERROR
T.w.q	LOOKUP_DEDIAC-1	1a23
w.q.E	LOOKUP_DEDIAC-1	ta12iy3
w.q.f	LOOKUP_DEDIAC-1	ta12iy3
w.q.t	LOOKUP_DEDIAC-1	ta12iy3
w.q.t	BACKOFF-1	ta12iy3iy
t.w.r	BACKOFF-1	1a23
t.w.r	BACKOFF-1	1a23
T.w.r	LOOKUP_DEDIAC-1	1a23
T.w.r	LOOKUP_DEDIAC-1	1a23
T.r.f	LOOKUP_DIAC-1	1A2i3
T.w.r	BACKOFF-1	1a23ap
w.r.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.r.y	LOOKUP_DEDIAC-1	ta12i3ap
w.r.d	LOOKUP_DEDIAC-1	ta12iy3
w.r.k	BACKOFF-1	ta12iy3
w.r.m	BACKOFF-1	ta12iy3
w.r.q	BACKOFF-1	ta12iy3
w.r.T	LOOKUP_DEDIAC-1	ta12iy3
w.r.v	LOOKUP_DEDIAC-1	ta12iy3
w.S.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.S.y	LOOKUP_DEDIAC-1	ta12i3ap
w.s.E	LOOKUP_DEDIAC-1	ta12iy3
w.s.E	BACKOFF-1	ta12iy3ap
w.S.f	LOOKUP_DEDIAC-1	ta12iy3
t.r.k	LOOKUP_DIAC-1	1A2i3
w.S.l	LOOKUP_DEDIAC-1	ta12iy3
w.S.l	BACKOFF-1	ta12iy3ap
w.s.T	BACKOFF-1	ta12iy3
w.s.x	BACKOFF-1	ta12iy3
w.T.y	LOOKUP_DEDIAC-1	ta12i3~ap
w.T.y	LOOKUP_DEDIAC-1	ta12i3ap
w.T.d	LOOKUP_DEDIAC-1	ta12iy3
w.T.n	LOOKUP_DEDIAC-1	ta12iy3
w.T.r	BACKOFF-1	ta12iy3
t.r.m	BACKOFF-1	1A2i3
w.v.q	LOOKUP_DEDIAC-1	ta12iy3
w.x.m	BACKOFF-1	ta12iy3
T.w.y	LOOKUP_DEDIAC-1	1a2y
T.r.m	BACKOFF-1	1A2i3
t.w.z	BACKOFF_NO_GOLD_ROOT-1	1a23ap
w.z.E	LOOKUP_DEDIAC-1	ta12iy3
w.z.E	BACKOFF-1	ta12iy3ap
w.Z.f	LOOKUP_DEDIAC-1	ta12iy3
T.r.q	LOOKUP_DIAC-1	1A2i3
	NO_ROOT	
x.$.b	LOOKUP_DEDIAC-1	ta12iy3
x.$.b	LOOKUP_DEDIAC-1	ta12iy3ap
x.$.n	BACKOFF-1	ta12iy3
x.$.n	BACKOFF-1	ta12iy3ap
t.r.s	BACKOFF-1	1A2i3
x.l.f	BACKOFF-1	ta1A2iy3
q.f.S	BACKOFF-1	mi1a2~a3
t.x.m x.m.n	BACKOFF-2	1a2a3An
t.x.n	BACKOFF-1	1a2A3ap
q.f.$	BACKOFF-1	mi1a2~i3
q.f.l	LOOKUP_DEDIAC-1	mi1a2~i3
x.S.S	LOOKUP_DEDIAC-1	ta1a2~u3iy
T.x.x	BACKOFF-1	1a2a3An
q.f.z	LOOKUP_DEDIAC-1	mi1a2~i3
x.b.y	BACKOFF-1	ta12i3~ap
x.b.l	BACKOFF-1	ta12iy3
x.b.r	BACKOFF-1	ta12iy3
x.b.S	BACKOFF-1	ta12iy3
x.b.T	BACKOFF-1	ta12iy3
x.d.$	BACKOFF-1	ta12iy3
x.d.E	BACKOFF-1	ta12iy3
x.d.E	BACKOFF-1	ta12iy3ap
x.d.l	BACKOFF-1	ta12iy3
x.d.m	LOOKUP_DEDIAC-1	ta12iy3
x.d.r	LOOKUP_DEDIAC-1	ta12iy3
x.D.r	BACKOFF-1	ta12iy3
x.f.D	LOOKUP_DEDIAC-1	ta12iy3
x.f.D	LOOKUP_DEDIAC-1	ta12iy3
x.f.f	LOOKUP_DEDIAC-1	ta12iy3
x.f.q	BACKOFF-1	ta12iy3
q.f.q.f	BACKOFF-1	mi1a23a4
q.H.T	BACKOFF-1	mi1a2~a3
x.j.l	BACKOFF-1	ta12iy3
x.l.d	LOOKUP_DEDIAC-1	ta12iy3
x.l.E	BACKOFF-1	ta12iy3
x.l.q	BACKOFF-1	ta12iy3
x.l.S	LOOKUP_DEDIAC-1	ta12iy3
x.l.T	LOOKUP_DEDIAC-1	ta12iy3
t.x.m	LOOKUP_DEDIAC-1	1a23
t.x.m x.m.n	BACKOFF-2	1a23An
t.x.m	LOOKUP_DEDIAC-1	1a23ap
x.m.m	BACKOFF-1	ta12iy3
x.m.n	LOOKUP_DEDIAC-1	ta12iy3
x.m.n	BACKOFF-1	ta12iy3ap
x.m.r	LOOKUP_DEDIAC-1	ta12iy3
x.m.s	BACKOFF-1	ta12iy3
x.m.s	BACKOFF-1	ta12iy3ap
x.n.n t.x.n	BACKOFF-2	ROOT_ERROR
x.n.f	BACKOFF-1	ta12iy3
x.n.s	BACKOFF-1	ta12iy3
x.r.b	LOOKUP_DEDIAC-1	ta12iy3
x.r.d	BACKOFF-1	ta12iy3
x.r.f	LOOKUP_DEDIAC-1	ta12iy3
x.r.j	LOOKUP_DEDIAC-1	ta12iy3
x.r.j	BACKOFF-1	ta12iy3ap
x.r.m	LOOKUP_DEDIAC-1	ta12iy3
x.r.m	BACKOFF-1	ta12iy3ap
x.r.q	BACKOFF-1	ta12iy3
x.r.s	BACKOFF-1	ta12iy3
x.r.T x.r.y.T	BACKOFF-2	ta12iy3
x.r.z	BACKOFF-1	ta12iy3
x.r.z	BACKOFF-1	ta12iy3ap
x.S.b	LOOKUP_DEDIAC-1	ta12iy3
x.s.E	BACKOFF-1	ta12iy3
x.s.r	BACKOFF-1	ta12iy3
x.s.s	LOOKUP_DEDIAC-1	ta12iy3
x.S.S	LOOKUP_DEDIAC-1	ta12iy3
t.x.t	LOOKUP_DEDIAC-1	1a23
t.x.t	LOOKUP_DEDIAC-1	1a23ap
NTWS	LOOKUP_DEDIAC-1	NTWS
t.x.t.x	BACKOFF-1	1a23a4ap
x.T.y	BACKOFF-1	ta12i3~ap
x.T.f	BACKOFF-1	ta12iy3
x.t.n t.x.t	BACKOFF-2	ta12iy3
x.T.T	LOOKUP_DEDIAC-1	ta12iy3
x.y.$	BACKOFF-1	ta1wi23
x.w.$	BACKOFF-1	ta12iy3ap
x.y.D	BACKOFF-1	ta1wi23
x.w.f	LOOKUP_DEDIAC-1	ta12iy3
x.w.l	LOOKUP_DEDIAC-1	ta12iy3
x.y.n	BACKOFF-1	ta1wi23
x.y.r	BACKOFF-1	ta1wi23
x.y.x	BACKOFF-1	ta1wi23
x.y.$	BACKOFF-1	ta12iy3
x.y.b	BACKOFF-1	ta12iy3
x.y.m	BACKOFF-1	ta12iy3
x.y.r	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
x.y.T	BACKOFF-1	ta12iy3
x.z.n	LOOKUP_DEDIAC-1	ta12iy3
x.z.q	BACKOFF-1	ta12iy3
q.l.E	LOOKUP_DEDIAC-1	mi1a2~a3
t.y.}.s y.}.y.s y.}.s	BACKOFF_NO_GOLD_ROOT-3+	1a2}iy4
T.y.y T.w.y	LOOKUP_DIAC-2	ROOT_ERROR
T.y.y	LOOKUP_DIAC-1	1a2~ap
q.l.q	LOOKUP_DEDIAC-1	mi1a2~a3
q.l.S	LOOKUP_DEDIAC-1	mi1a2~a3
T.y.r	BACKOFF-1	1a2~A3ap
T.y.r	BACKOFF-1	1a2~A3ap
q.l.T	BACKOFF-1	mi1a2~a3
t.y.r y.y.r	BACKOFF-2	1ay~a23
q.l.$	BACKOFF-1	mi1a2~i3
T.w.b	BACKOFF-1	1ay~u23
T.y.$	LOOKUP_DEDIAC-1	1a23
T.y.$	LOOKUP_DIAC-1	1a2a3An
T.y.$	LOOKUP_DEDIAC-1	1a2A3ap
q.l.b	LOOKUP_DEDIAC-1	mi1a2~i3
T.y.b T.b.n	BACKOFF-2	1a2a3An
T.H.n T.y.H	BACKOFF-2	1aya2A3
t.y.k y.k.n	BACKOFF-2	1a2a3An
q.l.d	LOOKUP_DEDIAC-1	mi1a2~i3
q.l.l	BACKOFF-1	mi1a2~i3
T.y.q	BACKOFF-1	1a2a3An
T.y.r	LOOKUP_DIAC-1	1a2a3An
T.y.r	LOOKUP_DIAC-1	1a2a3An
q.l.E.T	BACKOFF-1	mi1a23a4
y.b.s	BACKOFF-1	ta12iy3
T.y.f	LOOKUP_DEDIAC-1	1a23
T.y.f	BACKOFF-1	1A23ap
q.l.f.T	BACKOFF-1	mi1a23a4
q.l.f.n	BACKOFF-1	mi1a23i4
t.y.h	LOOKUP_DEDIAC-1	1a23
T.y.H	LOOKUP_DEDIAC-1	1a23
q.l.q.l	LOOKUP_DEDIAC-1	mi1a23a4
q.l.w.Z	LOOKUP_DEDIAC-1	mi1a23a4
q.m.E	BACKOFF-1	mi1a2~a3
T.s.s	BACKOFF-1	1A2i3
q.m.r	LOOKUP_DEDIAC-1	mi1a2~a3
q.m.S	BACKOFF-1	mi1a2~a3
q.m.T	BACKOFF-1	mi1a2~a3
q.m.l	LOOKUP_DEDIAC-1	mi1a2~i3
q.m.b.E	BACKOFF-1	mi1a23a4
q.m.b.r	BACKOFF-1	mi1a23a4
q.n.d.l	BACKOFF-1	mi1a23i4
q.n.f.d	BACKOFF-1	mi1a23i4
q.n.T.r	LOOKUP_DEDIAC-1	mi1a23a4
T.y.r	LOOKUP_DEDIAC-1	1a23
T.y.r	LOOKUP_DEDIAC-1	1a23ap
t.y.s	LOOKUP_DEDIAC-1	1a23
y.s.r	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
t.y.t.l t.t.l y.t.l	BACKOFF_NO_GOLD_ROOT-3+	1a23a4
t.y.t	BACKOFF-1	1a23ap
t.y.t	BACKOFF-1	1a23ap
y.t.m	BACKOFF-1	ta12iy3
t.y.z	BACKOFF_NO_GOLD_ROOT-1	1a23ap
t.w.w	LOOKUP_DIAC-1	1a2~
q.r.b	LOOKUP_DEDIAC-1	mi1a2~a3
t.w.y	BACKOFF-1	1a2~i3
Z.h.r	LOOKUP_DIAC-1	ta1A2u3ap
q.r.d	BACKOFF-1	mi1a2~a3
q.r.f	LOOKUP_DEDIAC-1	mi1a2~a3
t.z.n	BACKOFF-1	1a2A3ap
	NO_ROOT	
q.r.H	LOOKUP_DEDIAC-1	mi1a2~a3
z.b.d	BACKOFF-1	ta12iy3
z.b.l	BACKOFF-1	ta12iy3
z.b.n	BACKOFF-1	ta12iy3
z.b.T	BACKOFF-1	ta12iy3
Z.b.T	BACKOFF-1	ta12iy3
z.E.f	BACKOFF-1	ta12iy3
z.E.l	BACKOFF-1	ta12iy3
z.E.q	BACKOFF-1	ta12iy3
z.f.r	BACKOFF-1	ta12iy3
z.f.t	LOOKUP_DEDIAC-1	ta12iy3
z.g.b	BACKOFF-1	ta12iy3
z.g.d	BACKOFF-1	ta12iy3
z.g.T	BACKOFF-1	ta12iy3
z.H.f	BACKOFF-1	ta12iy3
z.h.q	BACKOFF-1	ta12iy3
z.h.r	LOOKUP_DEDIAC-1	ta12iy3
Z.h.r	LOOKUP_DEDIAC-1	ta12iy3
t.z.j	BACKOFF_NO_GOLD_ROOT-1	1a23ap
z.j.j	BACKOFF-1	ta12iy3
z.k.w	LOOKUP_DEDIAC-1	ta12iy~ap
z.k.w	LOOKUP_DEDIAC-1	ta12iyap
z.k.m	BACKOFF-1	ta12iy3
z.l.E	BACKOFF-1	ta12iy3
z.l.q	BACKOFF-1	ta12iy3
z.l.T	BACKOFF-1	ta12iy3
z.m.m	BACKOFF-1	ta12iy3
z.m.r	BACKOFF-1	ta12iy3
z.m.T	BACKOFF-1	ta12iy3
z.m.T	BACKOFF-1	ta12iy3ap
t.z.n.b z.n.b	BACKOFF_NO_GOLD_ROOT-2	1a23iy4ap
z.n.d	BACKOFF-1	ta12iy3
z.n.d	BACKOFF-1	ta12iy3ap
z.n.q	BACKOFF-1	ta12iy3
z.n.q	BACKOFF-1	ta12iy3ap
t.z.n.T t.z.y.T z.n.y.T z.n.T	BACKOFF_NO_GOLD_ROOT-3+	1a23iy4
z.n.t	BACKOFF-1	ta12iy3ap
z.n.x	BACKOFF-1	ta12iy3
z.q.d	BACKOFF-1	ta12iy3
z.q.l	BACKOFF-1	ta12iy3
z.q.m	BACKOFF-1	ta12iy3
z.q.q	BACKOFF-1	ta12iy3
z.r.b	BACKOFF-1	ta12iy3
z.r.d	BACKOFF-1	ta12iy3
z.r.E	LOOKUP_DEDIAC-1	ta12iy3
Z.r.f	LOOKUP_DEDIAC-1	ta12iy3
z.r.q	BACKOFF-1	ta12iy3
z.r.r	BACKOFF-1	ta12iy3
Z.r.T	BACKOFF-1	ta12iy3
z.w.d	LOOKUP_DEDIAC-1	ta12iy3
z.y.g	BACKOFF-1	ta1wi23
z.y.q	BACKOFF-1	ta1wi23
z.w.r	LOOKUP_DEDIAC-1	ta12iy3
z.y.f	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
z.y.n	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
z.y.q	BACKOFF-1	ta12iy3
z.y.r	BACKOFF-1	ta12iy3
z.y.t	LOOKUP_DEDIAC-1	NO_MSA_PATTERN
z.y.T	BACKOFF-1	ta12iy3
*.k.r	LOOKUP_DEDIAC-1	ti12A3
*.k.r	LOOKUP_DEDIAC-1	ti12A3iy
	NO_ROOT	
q.r.m	LOOKUP_DEDIAC-1	mi1a2~a3
q.r.n	LOOKUP_DEDIAC-1	mi1a2~a3
q.r.q	BACKOFF-1	mi1a2~a3
T.$.t	LOOKUP_DEDIAC-1	1i23
T.$.t	BACKOFF-1	1i23iy~ap
T.b.b	LOOKUP_DIAC-1	1i2~
T.b.b	LOOKUP_DEDIAC-1	1i2~iy
T.b.E	LOOKUP_DIAC-1	1i2A3ap
t.b.t	BACKOFF-1	1i2i3
t.b.n	LOOKUP_DEDIAC-1	1i23
T.b.q	LOOKUP_DEDIAC-1	1i23
t.b.r	LOOKUP_DEDIAC-1	1i23
	NO_ROOT	
	NO_ROOT	
t.E.b	LOOKUP_DEDIAC-1	1i23An
T.E.m	LOOKUP_DEDIAC-1	1i2i3
t.f.H	BACKOFF-1	1i2~A3ap
q.r.S	BACKOFF-1	mi1a2~a3
q.r.T	BACKOFF-1	mi1a2~a3
q.r.b.E	BACKOFF-1	mi1a23a4
q.r.b.T	BACKOFF-1	mi1a23a4
t.f.f	LOOKUP_DEDIAC-1	1i2A3ap
q.r.d.n	BACKOFF-1	mi1a23i4
q.r.f.S	BACKOFF-1	mi1a23a4
q.r.m.T	BACKOFF-1	mi1a23a4
q.r.m.$	LOOKUP_DEDIAC-1	mi1a23i4
q.r.q.$	BACKOFF-1	mi1a23a4
q.r.q.D	BACKOFF-1	mi1a23a4
q.r.q.E	BACKOFF-1	mi1a23a4
	NO_ROOT	
q.r.q.r	BACKOFF-1	mi1a23a4
q.r.q.$	BACKOFF-1	mi1a23i4
q.r.T.f	BACKOFF-1	mi1a23a4
q.r.T.m	BACKOFF-1	mi1a23a4
